item_id,sku_id,category,brand,subcategory,unit,lead_time_days,min_order_qty,reorder_point,safety_stock,weight_kg,volume_cbm,supplier_id,material_ids,abc_class,demand_volatility,price,cost
SKUI0311,SKU0311,kit,Orion,standard,kg,15.80561158018986,5,1,1,17.220319752260934,1.9926532196403368,SUP0007,"MAT0441,MAT0849,MAT0427,MAT1083,MAT0460",B,medium,10.8,7.99
SKUI0312,SKU0312,finished,Nova,retail,meter,13.186845592019875,6,2,1,7.3756676161162495,1.2659725821608085,SUP0002,"MAT0829,MAT0633,MAT1152",C,medium,9.85,5.98
SKUI0313,SKU0313,consumable,Nova,standard,meter,11.922196202264274,1,1,1,10.57149000922257,2.043683400475781,SUP0624,"MAT0952,MAT0063,MAT1198,MAT0794",B,high,9.12,4.49
SKUI0314,SKU0314,kit,Orion,industrial,pcs,30.696380054143894,3,1,1,13.030193281083509,0.9727635216811901,SUP0277,"MAT1148,MAT0397,MAT0575,MAT0155",C,low,37.78,23.61
SKUI0315,SKU0315,finished,Cobalt,industrial,pcs,13.738602663892205,4,1,1,22.655087157996277,2.8457218288792303,SUP0112,"MAT0156,MAT0370,MAT0768,MAT0960,MAT0013,MAT0263,MAT0886",B,high,29.92,16.84
SKUI0316,SKU0316,consumable,Cobalt,industrial,pcs,11.610941678339874,5,1,1,10.58136135602652,1.096050965306597,SUP0160,"MAT0092,MAT0848,MAT0479,MAT1004",B,medium,41.14,19.23
SKUI0317,SKU0317,assembly,Zenith,retail,box,18.265294955298945,1,1,1,12.99823360690646,1.346747895761396,SUP0352,"MAT0986,MAT0927,MAT0614,MAT0550,MAT1139",C,high,9.43,5.67
SKUI0318,SKU0318,finished,Nova,retail,kg,19.04244470869547,7,2,2,14.526664626183308,3.1505844354301997,SUP0118,"MAT1045,MAT0092,MAT0622,MAT0170,MAT0405,MAT0311,MAT0989",A,high,83.6,53.57
SKUI0319,SKU0319,kit,Nova,standard,meter,22.205866148675447,8,2,2,14.85170650371285,1.9315358755115009,SUP0265,"MAT0136,MAT1108,MAT0004,MAT0500,MAT1183,MAT0796",B,medium,17.17,12.67
SKUI0320,SKU0320,consumable,Cobalt,retail,pcs,18.987992062347747,12,3,3,15.412131123852093,1.5089049124926281,SUP0038,"MAT0874,MAT0528,MAT1028,MAT0303",A,medium,68.57,45.78
SKUI0321,SKU0321,consumable,Zenith,economy,meter,18.142449116138728,6,1,1,13.305822692805805,1.4666600822274556,SUP0336,"MAT1101,MAT0980,MAT0680,MAT1005,MAT0424",B,low,12.16,8.32
SKUI0322,SKU0322,spares,Nova,industrial,meter,14.483451406701704,16,3,3,15.312910281733306,2.1326367975383924,SUP0048,"MAT0295,MAT0314,MAT0413,MAT0785,MAT0307,MAT0390,MAT0540",B,low,6.85,4.96
SKUI0323,SKU0323,spares,Orion,retail,kg,18.580327185662284,31,8,8,6.170743634780986,0.9313588669316402,SUP0178,"MAT1100,MAT1132,MAT0902",B,medium,42.13,23.05
SKUI0324,SKU0324,spares,Astra,industrial,pcs,18.467144575415283,3,1,1,19.881167221130454,1.176323675708348,SUP0021,"MAT0567,MAT0975,MAT0601,MAT1141",A,high,38.83,24.06
SKUI0325,SKU0325,spares,Zenith,retail,kg,17.2098182554466,3,1,1,20.147806959291245,2.1159115951013256,SUP0234,"MAT0692,MAT0733,MAT0105,MAT0271,MAT1098,MAT0434",C,medium,7.17,5.32
SKUI0326,SKU0326,kit,Astra,premium,kg,24.24518468789293,11,4,3,10.331751555935307,1.9583866930143015,SUP0081,"MAT1101,MAT1159,MAT0766,MAT1122,MAT0447",C,high,7.03,4.33
SKUI0327,SKU0327,assembly,Zenith,retail,box,12.858259720960458,13,2,3,12.493680227538716,2.4656881547124416,SUP0160,"MAT0864,MAT1062,MAT0357,MAT1068,MAT1019",C,low,13.42,6.56
SKUI0328,SKU0328,consumable,Cobalt,economy,meter,26.389251019589924,3,1,1,11.277217469858416,1.1302739167613995,SUP0307,"MAT0098,MAT1197,MAT0518,MAT0706",B,medium,20.42,15.06
SKUI0329,SKU0329,spares,Zenith,premium,pcs,21.739136731075,29,5,6,17.959865542706765,1.8871919034556213,SUP0062,"MAT0504,MAT0671,MAT0262,MAT0791,MAT0907,MAT0587",B,low,15.84,8.8
SKUI0330,SKU0330,consumable,Orion,retail,box,22.471438948666822,4,1,1,17.42063891953024,3.274925038114775,SUP0319,"MAT0089,MAT0665,MAT0730,MAT0914,MAT0021,MAT0986,MAT0976",C,high,23.85,12.54
SKUI0331,SKU0331,kit,Orion,premium,pcs,13.72119982974592,7,2,2,20.75525579973418,1.4509183547899454,SUP0022,"MAT0954,MAT0908,MAT0931,MAT0175,MAT1024",A,medium,25.54,16.32
SKUI0332,SKU0332,finished,Kite,standard,kg,20.211658530716804,14,2,3,15.84585949391147,2.064633337679243,SUP0062,"MAT0671,MAT0142,MAT1003,MAT0693,MAT0423",C,low,13.11,7.29
SKUI0333,SKU0333,kit,Kite,economy,kg,17.203177855369624,24,4,5,18.887525939820776,1.9593828639336235,SUP0002,"MAT0376,MAT0846,MAT1152,MAT1155,MAT1138,MAT0075",B,low,22.14,12.69
SKUI0334,SKU0334,assembly,Nova,retail,meter,21.477038105307436,4,1,1,12.304812582013623,2.5192886874570104,SUP0491,"MAT0069,MAT0754,MAT0690,MAT0559,MAT0796",C,low,9.3,4.79
SKUI0335,SKU0335,consumable,Vertex,economy,box,8.278998192721154,15,5,4,8.897801319535336,1.0038115295630905,SUP0438,"MAT0737,MAT0785,MAT0664,MAT0160,MAT0192,MAT1089",A,high,52.36,24.16
SKUI0336,SKU0336,spares,Orion,industrial,meter,15.375967502756804,8,2,2,14.47644894942149,2.453728891603242,SUP0403,"MAT0045,MAT0382,MAT0410,MAT0672,MAT0318,MAT1057,MAT0891",B,medium,30.16,14.23
SKUI0337,SKU0337,spares,Astra,retail,box,18.54180481120498,3,1,1,19.129478337312342,2.3858866138701775,SUP0025,"MAT0741,MAT0984,MAT0586,MAT0486,MAT1000,MAT0861",C,high,41.06,21.89
SKUI0338,SKU0338,consumable,Kite,premium,pcs,13.680729256014281,5,2,1,12.407671012550628,1.6576084448651451,SUP0099,"MAT0574,MAT0730,MAT0562,MAT0437,MAT0374",A,high,8.75,5.05
SKUI0339,SKU0339,assembly,Zenith,standard,meter,14.71762326382639,3,1,1,14.984108930735115,1.8887991569866187,SUP0134,"MAT0204,MAT0326,MAT0074,MAT1028,MAT0007",C,medium,11.62,8.11
SKUI0340,SKU0340,spares,Kite,retail,pcs,17.15876654201071,14,5,4,14.727072836955962,2.448484860228141,SUP0109,"MAT0097,MAT0987,MAT0672,MAT1057,MAT0762,MAT0669,MAT0835",C,high,29.31,15.07
SKUI0341,SKU0341,kit,Nova,industrial,meter,7.945920040180777,3,1,1,13.850721312444753,1.0697468514844908,SUP0018,"MAT0618,MAT0517,MAT0371,MAT0388,MAT0331,MAT0309",B,low,54.12,34.98
SKUI0342,SKU0342,finished,Nova,economy,box,17.90872554112969,12,4,3,11.335217516220334,1.4390199680376352,SUP0118,"MAT0311,MAT1028,MAT0180,MAT0247",B,high,59.73,43.47
SKUI0343,SKU0343,finished,Cobalt,retail,box,9.224237528883725,8,2,2,14.498021069224437,1.800528710755207,SUP0055,"MAT0173,MAT0650,MAT1184,MAT0463,MAT0582,MAT0910",C,medium,33.57,19.2
SKUI0344,SKU0344,spares,Nova,economy,pcs,16.520987332185523,11,4,3,10.69544589466424,1.4197332136129688,SUP0116,"MAT1129,MAT1017,MAT0515,MAT0228",A,high,210.16,156.29
SKUI0345,SKU0345,consumable,Kite,retail,box,17.134415110724632,8,2,2,10.145732601434524,0.9072029192575274,SUP0380,"MAT0888,MAT0281,MAT0104",B,medium,19.67,12.61
SKUI0346,SKU0346,finished,Cobalt,economy,pcs,15.718672819309237,4,1,1,15.046196777819093,1.9745015141434432,SUP0038,"MAT0645,MAT0446,MAT1144,MAT0325,MAT0574",C,high,78.74,58.04
SKUI0347,SKU0347,finished,Cobalt,premium,kg,27.99082806814873,11,4,3,23.5734313024747,1.214410552182488,SUP0126,"MAT0899,MAT0410,MAT0528,MAT0901,MAT0746,MAT0877,MAT0535",B,high,43.21,23.27
SKUI0348,SKU0348,spares,Vertex,standard,box,13.499723253724596,9,3,3,25.87676717714343,3.19386758789046,SUP0398,"MAT0058,MAT0135,MAT0064,MAT0943,MAT1134,MAT0873,MAT0286",C,high,10.83,7.0
SKUI0349,SKU0349,finished,Astra,premium,box,27.08493453493974,6,1,1,21.63226500017252,3.0116740599674943,SUP0290,"MAT0213,MAT0315,MAT0398,MAT1124,MAT0798,MAT0078,MAT0955",A,low,6.15,3.06
SKUI0350,SKU0350,assembly,Vertex,industrial,pcs,19.70150293007147,54,9,11,11.15012068582619,1.5696272419311768,SUP0178,"MAT0871,MAT0160,MAT1006,MAT1100,MAT0600",C,low,8.84,6.4
SKUI0351,SKU0351,assembly,Orion,standard,meter,23.54011831871427,3,1,1,19.198415466630678,2.6910554205882704,SUP0113,"MAT0016,MAT0096,MAT0337,MAT0588,MAT0370,MAT1058,MAT0347",A,medium,43.07,23.75
SKUI0352,SKU0352,spares,Vertex,economy,pcs,26.37890588440754,12,4,3,19.15639084740469,1.856192313608838,SUP0427,"MAT1184,MAT0522,MAT1022,MAT0227,MAT0559,MAT0171,MAT0516",B,high,23.33,11.61
SKUI0353,SKU0353,consumable,Orion,standard,pcs,11.36577216232524,13,4,4,28.07672361698558,2.6112521532043558,SUP0200,"MAT0034,MAT1139,MAT0909,MAT0773,MAT0114,MAT0448,MAT0602",A,high,40.33,24.55
SKUI0354,SKU0354,kit,Astra,retail,meter,17.68295503499687,7,1,1,10.311168250642638,1.079034455581871,SUP0340,"MAT0192,MAT1103,MAT0475",C,low,35.61,17.81
SKUI0355,SKU0355,finished,Cobalt,standard,meter,22.98372468312658,10,3,2,7.622762762687244,2.251271642860176,SUP0189,"MAT0037,MAT0242,MAT0040,MAT0153,MAT0002",C,medium,15.83,8.45
SKUI0356,SKU0356,spares,Cobalt,industrial,kg,22.291356905692965,12,3,3,11.81427729790636,2.9567780864110627,SUP0206,"MAT0996,MAT0146,MAT1017,MAT0556,MAT0500",C,medium,55.09,31.1
SKUI0357,SKU0357,consumable,Nova,premium,pcs,23.61558810569405,8,2,2,15.585172719200179,2.092216879905679,SUP0532,"MAT0778,MAT0117,MAT0636,MAT0683,MAT0282,MAT0366",C,medium,25.41,12.55
SKUI0358,SKU0358,kit,Cobalt,economy,box,19.372844465008367,6,2,1,8.119826473807294,1.0956966616314723,SUP0367,"MAT0913,MAT0344,MAT0405",C,medium,30.72,14.2
SKUI0359,SKU0359,kit,Zenith,standard,box,20.542318743969297,8,3,2,10.80153512931204,2.329732820164536,SUP0020,"MAT1168,MAT0678,MAT0421,MAT0476",B,high,23.95,13.47
SKUI0360,SKU0360,assembly,Zenith,retail,pcs,23.068376512829264,5,2,1,10.082636720992426,1.8142997786456327,SUP0135,"MAT1026,MAT0807,MAT1032,MAT0686",C,high,19.53,10.0
SKUI0361,SKU0361,spares,Nova,retail,box,15.520154045127502,23,4,5,9.430682480610129,1.7817294274601156,SUP0060,"MAT0526,MAT0127,MAT0318,MAT1130",B,low,14.01,9.13
SKUI0362,SKU0362,spares,Vertex,retail,box,19.096109380857758,16,5,5,8.879871422885849,0.9760389095421693,SUP0055,"MAT0547,MAT1161,MAT0443,MAT1082",C,high,19.35,8.71
SKUI0363,SKU0363,kit,Astra,retail,box,14.47014386558475,9,2,2,9.788283522932765,2.0060138741431284,SUP0604,"MAT1064,MAT0864,MAT1191,MAT0115",C,medium,23.46,15.12
SKUI0364,SKU0364,consumable,Kite,economy,kg,11.224626130220262,5,1,1,11.493064918156156,2.784814420104032,SUP0103,"MAT0286,MAT0850,MAT0168,MAT0183,MAT0093,MAT1112",B,low,32.07,19.66
SKUI0365,SKU0365,kit,Nova,retail,kg,20.55305563132454,7,2,2,16.962081576893354,1.1867848434863453,SUP0118,"MAT0750,MAT0311,MAT1103,MAT0823,MAT0663",B,medium,103.04,62.54
SKUI0366,SKU0366,spares,Vertex,retail,box,21.243870936161652,5,2,1,11.030437134716276,1.4124242012185346,SUP0074,"MAT0487,MAT0079,MAT0537,MAT1044,MAT0017",A,high,23.72,14.29
SKUI0367,SKU0367,finished,Kite,industrial,meter,14.201953010144274,8,1,2,20.91343059695387,1.2502720727025602,SUP0059,"MAT0892,MAT0637,MAT0734,MAT0178,MAT0352",B,low,13.85,8.49
SKUI0368,SKU0368,kit,Zenith,economy,kg,27.45314624271621,2,1,1,14.097017899825211,1.3987129820182849,SUP0015,"MAT0602,MAT1012,MAT1055",A,high,71.32,42.93
SKUI0369,SKU0369,assembly,Orion,premium,meter,17.60249505567959,6,2,2,13.524082470575092,1.8034105798280595,SUP0106,"MAT1087,MAT0562,MAT0284,MAT0020,MAT0622",C,high,21.32,12.45
SKUI0370,SKU0370,consumable,Cobalt,premium,box,19.781067735821043,4,1,1,16.923731684960604,2.5260613824860165,SUP0055,"MAT1135,MAT1089,MAT0582,MAT1163,MAT0264,MAT0262,MAT0076",A,medium,12.07,6.66
SKUI0371,SKU0371,kit,Nova,economy,kg,13.953620545518634,5,1,1,10.065860617468687,0.8128655153634422,SUP0185,"MAT0649,MAT0833,MAT0141",C,medium,25.76,14.4
SKUI0372,SKU0372,finished,Cobalt,economy,kg,15.119674027089198,32,11,9,10.506280161442152,1.567972459891559,SUP0346,"MAT0678,MAT0896,MAT0415",C,high,12.16,5.83
SKUI0373,SKU0373,kit,Kite,industrial,pcs,17.768802146062814,7,2,2,10.99213844750557,1.6360943686195732,SUP0396,"MAT0339,MAT0429,MAT0062,MAT0882",B,medium,23.62,13.42
SKUI0374,SKU0374,assembly,Vertex,economy,box,18.57794997900941,10,2,2,4.267040963445872,1.0601376701134784,SUP0964,"MAT0054,MAT0037,MAT0161",B,low,42.41,25.32
SKUI0375,SKU0375,consumable,Kite,industrial,box,13.452325249177637,7,1,1,34.47875978927263,3.7944418432996416,SUP0146,"MAT0851,MAT0492,MAT0633,MAT0099,MAT0568,MAT0635,MAT0417",B,low,21.92,14.88
SKUI0376,SKU0376,assembly,Astra,economy,kg,20.734389892870134,13,2,3,14.28488460986788,1.363714242741847,SUP0653,"MAT0333,MAT0284,MAT0184,MAT0775",C,low,15.43,8.97
SKUI0377,SKU0377,consumable,Cobalt,industrial,meter,25.717213357290536,6,2,1,2.6536821970354807,1.5861121728153276,SUP0712,"MAT0927,MAT0164,MAT1041",B,medium,54.86,37.36
SKUI0378,SKU0378,spares,Astra,standard,pcs,19.8872387078003,6,1,1,22.929153802915987,1.8608892596392546,SUP0055,"MAT0660,MAT1150,MAT0836,MAT0124,MAT0582",C,low,9.45,6.46
SKUI0379,SKU0379,assembly,Kite,industrial,kg,22.239953146484815,5,1,1,21.554262815205433,1.5541045403818807,SUP0193,"MAT0782,MAT0328,MAT0047,MAT0662,MAT0684",A,low,23.33,12.79
SKUI0380,SKU0380,kit,Orion,premium,pcs,16.66584158074205,5,1,1,13.460968632629806,1.5356799728127088,SUP0305,"MAT0530,MAT0433,MAT0403,MAT0648,MAT1006",C,medium,13.69,8.2
SKUI0381,SKU0381,finished,Cobalt,economy,box,18.251327570810073,25,6,6,2.002814237077099,1.6074245244640122,SUP0581,"MAT0989,MAT0587,MAT0392",C,medium,25.61,14.03
SKUI0382,SKU0382,finished,Cobalt,premium,box,18.536581507927536,11,3,3,17.524370217254333,1.7725795453227913,SUP0262,"MAT1067,MAT0558,MAT0934,MAT0287,MAT0271,MAT0674",C,medium,6.47,3.05
SKUI0383,SKU0383,consumable,Kite,premium,meter,14.413719931087941,5,2,1,12.768729433948671,1.163045570047285,SUP0262,"MAT0458,MAT0398,MAT0934",B,high,15.57,11.0
SKUI0384,SKU0384,consumable,Zenith,industrial,kg,9.171481831613132,16,3,3,27.24362989674375,1.7874703758162116,SUP0772,"MAT0810,MAT0292,MAT0997,MAT0142,MAT0531,MAT0721",C,low,10.47,7.29
SKUI0385,SKU0385,consumable,Orion,retail,kg,19.921317670282257,20,3,4,18.688125642053,2.588682801072215,SUP0002,"MAT0334,MAT0209,MAT0946,MAT0140,MAT0069,MAT0982,MAT0685",B,low,20.51,9.75
SKUI0386,SKU0386,kit,Astra,premium,meter,16.961868132959324,5,2,1,15.591307271479208,1.6432858374897852,SUP0084,"MAT0553,MAT0604,MAT0319,MAT0056",B,high,95.54,61.75
SKUI0387,SKU0387,consumable,Zenith,industrial,box,14.032000130759664,7,2,2,13.100137987324011,1.4688700225069358,SUP0100,"MAT0258,MAT0803,MAT0966,MAT0759,MAT0670",B,medium,11.63,8.18
SKUI0388,SKU0388,spares,Orion,standard,pcs,16.35913604265976,9,2,2,12.230070910949902,1.3669292868604928,SUP0079,"MAT1184,MAT0452,MAT0993,MAT0281",B,medium,19.94,9.21
SKUI0389,SKU0389,assembly,Kite,economy,box,23.351444402373957,5,1,1,21.708302420666058,3.4359321889115875,SUP0058,"MAT0788,MAT0128,MAT0499,MAT0924,MAT1086,MAT0905,MAT0591",A,medium,33.08,18.76
SKUI0390,SKU0390,assembly,Cobalt,premium,kg,23.86286956502603,6,2,1,6.042893098778219,0.7926182922433643,SUP0230,"MAT0872,MAT0782,MAT1174",A,medium,13.27,6.94
SKUI0391,SKU0391,finished,Kite,standard,kg,11.169327756529256,6,2,2,12.574111244617008,1.9800927686630652,SUP0176,"MAT0139,MAT0254,MAT0992,MAT0345",B,high,17.04,10.1
SKUI0392,SKU0392,consumable,Cobalt,premium,box,21.333856261916964,8,1,2,13.427900610886283,1.902463094100028,SUP0267,"MAT0913,MAT0693,MAT0806,MAT0014,MAT0519",C,low,3.19,1.58
SKUI0393,SKU0393,finished,Vertex,industrial,box,16.332377338774496,76,13,16,19.56716405050989,3.2387459108509487,SUP0178,"MAT0723,MAT0805,MAT0127,MAT0827,MAT0030,MAT0070,MAT1043",B,low,19.87,9.14
SKUI0394,SKU0394,finished,Cobalt,standard,pcs,18.258841083490108,4,1,1,9.726008048100915,1.2817277200227708,SUP0055,"MAT0192,MAT0443,MAT0280,MAT0480,MAT0771",C,medium,9.11,4.16
SKUI0395,SKU0395,finished,Astra,economy,pcs,27.06533819599736,3,1,1,10.50824246607666,1.282016873570688,SUP0305,"MAT0313,MAT1056,MAT0648,MAT0339",A,low,41.48,30.47
SKUI0396,SKU0396,consumable,Orion,economy,pcs,15.422067124277994,17,6,5,21.627876870507393,2.4905550362766475,SUP0065,"MAT0029,MAT0934,MAT0592,MAT0674,MAT0441,MAT1194,MAT0300",B,high,36.39,17.11
SKUI0397,SKU0397,assembly,Kite,premium,box,19.981705588985704,10,2,2,19.01838623465741,1.7342118188999711,SUP0005,"MAT0994,MAT0514,MAT0036,MAT0097,MAT0685,MAT0789",C,low,9.04,4.66
SKUI0398,SKU0398,finished,Cobalt,economy,kg,17.18425769285461,7,2,2,18.499122871067353,1.380490981997725,SUP0039,"MAT0999,MAT0459,MAT0537,MAT0635,MAT0254,MAT0382",C,high,12.58,8.02
SKUI0399,SKU0399,assembly,Cobalt,industrial,meter,15.541593509391829,16,4,4,11.191343258469825,1.4891992890970094,SUP0490,"MAT0863,MAT0842,MAT0976,MAT0605",B,medium,26.68,17.12
SKUI0400,SKU0400,kit,Cobalt,retail,kg,26.833302975838926,3,1,1,9.701078388354777,1.333941401795818,SUP0094,"MAT0550,MAT0052,MAT0809,MAT0989",C,high,17.36,8.31
SKUI0401,SKU0401,kit,Nova,economy,kg,13.409552812819992,11,4,3,13.409775456875309,1.3271652480102891,SUP0139,"MAT0249,MAT0735,MAT0337,MAT0266,MAT0652",C,high,29.09,17.85
SKUI0402,SKU0402,kit,Cobalt,economy,meter,18.488604554031593,7,2,2,12.40302770933355,0.8275040994496993,SUP0263,"MAT0798,MAT0903,MAT0331",B,medium,44.04,25.88
SKUI0403,SKU0403,finished,Nova,premium,kg,15.216269275808022,9,2,2,11.287420597182171,1.2564051950225659,SUP0186,"MAT0104,MAT0093,MAT0970,MAT0482",C,low,6.25,3.23
SKUI0404,SKU0404,spares,Orion,industrial,pcs,19.79936292315288,9,3,3,11.936112072188287,1.7891066315164443,SUP0410,"MAT1198,MAT0266,MAT0461,MAT0669,MAT1196,MAT0584",B,high,20.91,14.46
SKUI0405,SKU0405,consumable,Cobalt,premium,kg,13.565955802365314,47,8,10,17.73656692355022,0.8643234250578762,SUP0038,"MAT0601,MAT0085,MAT0843,MAT0446,MAT0252",B,low,31.83,23.54
SKUI0406,SKU0406,consumable,Zenith,industrial,meter,23.84036271923473,6,1,1,17.149439911921412,3.1401598948407266,SUP0258,"MAT1183,MAT0681,MAT0262,MAT0157,MAT1125,MAT0667,MAT1200",B,low,34.22,18.42
SKUI0407,SKU0407,consumable,Astra,retail,box,22.622814470600378,5,1,1,11.83918052682531,2.7060159606803014,SUP0081,"MAT0741,MAT1187,MAT0878,MAT0932,MAT0517,MAT1159,MAT0779",B,low,7.4,3.79
SKUI0408,SKU0408,assembly,Vertex,economy,pcs,17.088268643353995,13,2,3,9.452531720283027,2.0774120334175414,SUP0206,"MAT0933,MAT1200,MAT0400,MAT0148,MAT0996,MAT0341",A,low,10.83,6.06
SKUI0409,SKU0409,spares,Nova,premium,kg,17.76833741009655,18,3,4,17.177387951291067,1.5058825064258454,SUP0242,"MAT0016,MAT0738,MAT0052,MAT0535,MAT0863",B,low,7.98,5.7
SKUI0410,SKU0410,finished,Zenith,economy,kg,16.71808587550385,3,1,1,19.129787809975358,1.6681919844065323,SUP0125,"MAT1029,MAT1085,MAT0263,MAT0431,MAT0923,MAT0388",B,high,32.35,21.99
SKUI0411,SKU0411,kit,Zenith,economy,kg,8.515049662086978,11,4,3,5.084555110549087,0.43364719148573455,SUP0053,"MAT0463,MAT0804,MAT0635",B,high,11.22,7.58
SKUI0412,SKU0412,consumable,Kite,premium,pcs,20.45092890153157,3,1,1,13.459632782433946,1.9810761246255966,SUP0022,"MAT0954,MAT0962,MAT0377,MAT0367,MAT0175",B,medium,21.25,15.32
SKUI0413,SKU0413,consumable,Vertex,retail,box,19.6570908052234,3,1,1,16.07063547335202,2.2556471293266616,SUP0127,"MAT0881,MAT0938,MAT0685,MAT0321,MAT1182",B,high,27.01,14.04
SKUI0414,SKU0414,finished,Orion,standard,kg,13.843821118016805,7,1,1,7.959594786031845,1.1582535483554823,SUP0265,"MAT0004,MAT0623,MAT0702,MAT0366",C,low,6.87,4.87
SKUI0415,SKU0415,consumable,Nova,premium,box,10.364998923947356,5,1,1,10.539421970397463,1.239347331164038,SUP0106,"MAT0947,MAT1047,MAT0278,MAT1087,MAT0447",B,medium,22.04,15.98
SKUI0416,SKU0416,kit,Cobalt,economy,box,17.734092855346162,3,1,1,14.341836304594661,2.33920224334503,SUP0146,"MAT0417,MAT0254,MAT0545,MAT1183",B,high,29.36,19.34
SKUI0417,SKU0417,finished,Astra,industrial,kg,10.309691053833884,4,1,1,22.268746996132293,2.0116467097613078,SUP0038,"MAT0040,MAT0873,MAT0585,MAT0366,MAT0764,MAT0706,MAT1161",C,high,16.24,9.29
SKUI0418,SKU0418,assembly,Orion,premium,box,19.45934232175461,6,1,1,11.179758687119556,1.6951802010965373,SUP0333,"MAT0544,MAT0861,MAT0533",B,low,41.33,29.86
SKUI0419,SKU0419,kit,Vertex,retail,box,21.678034473141953,13,3,3,18.263153191429605,2.2770863778836454,SUP0094,"MAT0809,MAT0884,MAT0005,MAT0672,MAT1063,MAT1095,MAT1130",B,medium,15.95,7.35
SKUI0420,SKU0420,finished,Astra,premium,kg,16.55971802347856,4,1,1,20.165483689715376,1.804647685135242,SUP0708,"MAT0521,MAT0737,MAT0475,MAT0328,MAT0949,MAT0852,MAT0931",C,high,21.06,11.27
SKUI0421,SKU0421,assembly,Orion,retail,box,18.489254865803506,9,3,3,11.164768114979967,2.396155551118657,SUP0587,"MAT0984,MAT0471,MAT0950,MAT0069,MAT0912",B,high,18.74,8.97
SKUI0422,SKU0422,finished,Nova,industrial,kg,28.47639683876207,2,1,1,14.30384060359722,1.6706093803833688,SUP0520,"MAT1173,MAT1154,MAT0545,MAT1055",B,medium,39.05,22.07
SKUI0423,SKU0423,kit,Nova,premium,pcs,20.26018055056491,7,1,1,11.044277187854705,0.9024194051986223,SUP0191,"MAT0352,MAT0820,MAT0978",B,low,6.63,4.46
SKUI0424,SKU0424,kit,Astra,industrial,pcs,21.36533090674936,15,4,4,15.681520206392962,3.710948202126107,SUP0515,"MAT0611,MAT1183,MAT0787,MAT0099,MAT0679,MAT1122,MAT0630",C,medium,16.92,9.65
SKUI0425,SKU0425,spares,Zenith,standard,kg,11.929505988690893,6,2,1,15.671287596818114,1.945541770117978,SUP0299,"MAT0037,MAT1105,MAT0604,MAT0280,MAT0540,MAT0410,MAT0966",B,medium,11.53,7.12
SKUI0426,SKU0426,spares,Zenith,standard,kg,16.86943219558841,13,3,3,21.903216852019188,2.6306152456280443,SUP0066,"MAT0581,MAT1138,MAT0680,MAT0173,MAT0939,MAT0445",C,medium,5.04,2.89
SKUI0427,SKU0427,kit,Orion,standard,box,28.36143697589997,2,1,1,12.765371443728899,2.29071163815252,SUP0062,"MAT1165,MAT0027,MAT0541,MAT0511,MAT1099,MAT0561,MAT1177",A,high,24.18,11.12
SKUI0428,SKU0428,spares,Astra,standard,kg,25.661622348091456,4,1,1,17.044067620698417,1.569970426982747,SUP0012,"MAT0330,MAT0297,MAT0751,MAT0995,MAT0150",B,medium,13.76,6.45
SKUI0429,SKU0429,consumable,Vertex,industrial,meter,28.147781686052888,13,4,4,11.298930670136132,0.8785243665048994,SUP0159,"MAT0370,MAT0665,MAT1193",C,high,29.05,13.46
SKUI0430,SKU0430,spares,Nova,retail,kg,6.449729092968085,14,2,3,9.860394584963885,1.7493862114751295,SUP0177,"MAT1144,MAT0878,MAT0723,MAT0541",C,low,5.91,4.1
SKUI0431,SKU0431,spares,Cobalt,industrial,meter,20.820859040802176,33,11,9,8.33905213757049,1.5669505395950771,SUP0089,"MAT0026,MAT0976,MAT0495,MAT1104",C,high,5.32,2.53
SKUI0432,SKU0432,consumable,Zenith,premium,meter,19.382014991778135,14,5,4,17.92880471262151,1.084827461312379,SUP0015,"MAT0114,MAT0192,MAT0179,MAT1012,MAT0550,MAT0303",B,high,7.61,4.18
SKUI0433,SKU0433,spares,Vertex,economy,kg,17.28708237648744,20,7,6,19.352290429962306,1.1044983518894327,SUP0033,"MAT0355,MAT0047,MAT0087,MAT1071",C,high,22.77,14.05
SKUI0434,SKU0434,consumable,Nova,standard,pcs,23.335734355983067,4,1,1,10.871923409003841,1.3483012809460027,SUP0612,"MAT0159,MAT1198,MAT1177,MAT0842",B,medium,28.18,17.21
SKUI0435,SKU0435,consumable,Vertex,economy,box,21.673267067458443,8,1,2,15.284390754445319,1.552693241566216,SUP0084,"MAT1096,MAT0672,MAT0579,MAT0524,MAT0726,MAT1025",A,low,20.94,13.29
SKUI0436,SKU0436,consumable,Nova,industrial,kg,19.775707016329605,3,1,1,8.537158164412714,1.5333655794179304,SUP0272,"MAT0316,MAT0481,MAT0308",B,medium,15.77,9.58
SKUI0437,SKU0437,kit,Astra,industrial,box,14.337648434917845,19,5,5,18.800442427703867,1.8302259368844023,SUP0113,"MAT0424,MAT0088,MAT0050,MAT0243,MAT0814,MAT0853",C,medium,18.87,11.28
SKUI0438,SKU0438,spares,Orion,retail,box,15.627321556510662,7,2,2,9.035662213954529,1.5817011200200068,SUP0084,"MAT0553,MAT0680,MAT0975,MAT0235",B,medium,6.25,4.07
SKUI0439,SKU0439,kit,Zenith,economy,box,18.877693468055,12,2,2,16.747558483079196,2.863680556711797,SUP0025,"MAT0529,MAT0904,MAT0486,MAT0456,MAT0128,MAT0462",B,low,3.74,2.01
