user_id,item_id,rating,orders_fulfilled,storage_units,throughput_units
U0070,WARI0420,5.0,25,10,10
U0070,WARI0356,5.0,24,10,10
U0070,WARI0734,5.0,29,13,10
U0070,WARI0040,5.0,37,10,10
U0071,WARI0372,5.0,29,10,10
U0071,WARI0777,5.0,23,10,10
U0071,WARI0704,5.0,33,10,10
U0071,WARI0345,5.0,31,10,10
U0071,WARI0837,5.0,30,10,10
U0071,WARI0579,5.0,30,12,10
U0071,WARI0809,5.0,43,11,10
U0071,WARI0726,5.0,34,10,10
U0071,WARI0637,5.0,25,10,10
U0071,WARI0595,5.0,29,10,10
U0072,WARI1110,5.0,22,10,10
U0072,WARI0957,5.0,26,10,10
U0072,WARI0810,5.0,26,10,10
U0072,WARI0900,4.0,37,10,10
U0072,WARI0829,5.0,24,10,10
U0072,WARI0556,5.0,30,10,10
U0072,WARI0522,5.0,29,11,10
U0072,WARI0301,3.0,21,10,10
U0072,WARI0183,5.0,35,10,10
U0072,WARI1038,5.0,37,10,10
U0073,WARI0826,5.0,31,10,10
U0073,WARI0613,5.0,35,10,10
U0073,WARI0754,5.0,33,10,10
U0073,WARI0570,5.0,22,10,10
U0073,WARI0711,5.0,30,10,10
U0073,WARI0916,5.0,26,10,10
U0073,WARI0370,5.0,39,10,10
U0073,WARI0819,5.0,30,10,10
U0073,WARI0900,3.0,30,10,10
U0073,WARI0854,5.0,28,10,10
U0074,WARI1047,5.0,36,10,10
U0074,WARI0153,5.0,28,10,10
U0074,WARI0134,5.0,28,10,10
U0074,WARI0381,5.0,24,10,10
U0074,WARI0001,5.0,32,10,10
U0074,WARI0456,5.0,29,10,10
U0074,WARI0664,5.0,18,10,10
U0074,WARI1103,5.0,18,10,10
U0074,WARI0438,5.0,34,10,10
U0074,WARI0482,5.0,24,10,10
U0075,WARI0208,5.0,27,10,10
U0075,WARI0691,5.0,40,10,10
U0075,WARI0063,5.0,19,10,10
U0075,WARI0113,5.0,26,10,10
U0075,WARI0405,5.0,32,10,10
U0075,WARI0629,5.0,20,10,10
U0075,WARI0969,5.0,35,10,10
U0075,WARI1131,5.0,51,10,10
U0075,WARI0570,5.0,33,10,10
U0075,WARI0063,5.0,21,10,10
U0076,WARI0067,5.0,22,10,10
U0076,WARI1045,5.0,32,10,10
U0076,WARI1172,5.0,28,10,10
U0076,WARI0189,4.0,35,10,10
U0076,WARI0495,5.0,27,10,10
U0076,WARI0339,5.0,33,10,10
U0076,WARI0393,5.0,29,10,10
U0076,WARI0242,3.0,26,10,10
U0076,WARI0166,5.0,27,10,10
U0076,WARI0619,5.0,31,10,10
U0077,WARI0050,5.0,37,10,10
U0077,WARI1186,5.0,46,10,10
U0077,WARI0361,5.0,35,10,10
U0077,WARI0359,5.0,35,10,10
U0077,WARI0835,5.0,23,10,10
U0077,WARI0305,3.0,18,10,10
U0077,WARI0956,2.0,32,10,10
U0077,WARI0251,5.0,34,10,10
U0077,WARI0327,5.0,48,10,10
U0077,WARI1083,5.0,42,10,10
U0078,WARI0803,5.0,24,10,10
U0078,WARI0420,5.0,25,13,10
U0078,WARI0028,5.0,41,10,10
U0078,WARI0719,5.0,20,10,10
U0078,WARI0577,5.0,25,10,10
U0078,WARI0687,5.0,27,10,10
U0078,WARI0419,5.0,25,10,10
U0078,WARI0451,5.0,27,10,10
U0078,WARI1098,5.0,22,10,10
U0078,WARI0511,5.0,46,10,10
U0079,WARI0698,5.0,41,10,10
U0079,WARI0327,5.0,31,10,10
U0079,WARI0032,5.0,28,10,10
U0079,WARI0435,5.0,42,10,10
U0079,WARI0259,5.0,32,10,10
U0079,WARI0120,5.0,49,10,10
U0079,WARI0928,5.0,38,10,10
U0079,WARI0579,5.0,41,10,10
U0079,WARI0473,5.0,33,10,10
U0079,WARI0726,5.0,36,10,10
U0080,WARI0733,5.0,25,10,10
U0080,WARI1151,5.0,32,10,10
U0080,WARI0964,5.0,31,10,10
U0080,WARI0224,5.0,27,10,10
U0080,WARI0522,5.0,22,10,10
U0080,WARI0165,5.0,31,10,10
U0080,WARI0461,5.0,38,10,10
U0080,WARI1057,5.0,41,10,10
U0080,WARI0411,5.0,22,10,10
U0080,WARI0168,5.0,22,10,10
U0081,WARI0659,5.0,30,10,10
U0081,WARI0929,5.0,34,10,10
U0081,WARI0332,5.0,43,10,10
U0081,WARI0133,5.0,37,10,10
U0081,WARI1014,5.0,26,10,10
U0081,WARI0780,5.0,27,10,10
U0081,WARI0020,5.0,31,10,10
U0081,WARI0380,5.0,34,10,10
U0081,WARI0777,5.0,29,10,10
U0081,WARI0686,1.0,14,10,10
U0082,WARI0674,5.0,30,10,10
U0082,WARI0001,5.0,25,10,10
U0082,WARI0965,5.0,31,10,10
U0082,WARI0665,5.0,30,11,10
U0082,WARI0954,4.0,37,10,10
U0082,WARI0003,5.0,34,10,10
U0082,WARI1138,5.0,17,10,10
U0082,WARI0557,5.0,26,10,10
U0082,WARI0644,5.0,25,10,10
U0082,WARI1193,5.0,28,10,10
U0083,WARI0754,5.0,30,10,10
U0083,WARI0167,5.0,11,10,10
U0083,WARI0239,5.0,23,10,10
U0083,WARI0731,5.0,26,10,10
U0083,WARI0959,5.0,26,10,10
U0083,WARI0912,5.0,44,10,10
U0083,WARI0530,5.0,24,10,10
U0083,WARI1141,5.0,25,10,10
U0083,WARI0128,5.0,25,10,10
U0083,WARI0784,5.0,30,10,10
U0084,WARI1153,5.0,45,10,10
U0084,WARI0744,5.0,27,10,10
U0084,WARI1164,5.0,31,10,10
U0084,WARI1138,5.0,28,10,10
U0084,WARI0517,5.0,25,10,10
U0084,WARI0324,5.0,42,10,10
U0084,WARI0523,5.0,33,10,10
U0084,WARI0956,2.0,27,10,10
U0084,WARI0427,5.0,28,10,10
U0084,WARI1138,5.0,28,10,10
U0085,WARI0984,5.0,25,10,10
U0085,WARI0031,5.0,29,10,10
U0085,WARI0191,5.0,35,10,10
U0085,WARI0880,5.0,29,10,10
U0085,WARI0227,3.0,19,10,10
U0085,WARI0540,5.0,33,10,10
U0085,WARI0893,5.0,29,10,10
U0085,WARI0347,5.0,20,10,10
U0085,WARI0781,5.0,29,10,10
U0085,WARI0056,5.0,30,10,10
U0086,WARI0966,2.0,19,10,10
U0086,WARI1131,5.0,36,10,10
U0086,WARI0626,5.0,20,10,10
U0086,WARI0281,5.0,26,10,10
U0086,WARI0818,5.0,31,10,10
U0086,WARI0094,5.0,20,10,10
U0086,WARI0444,5.0,27,10,10
U0086,WARI1016,5.0,30,10,10
U0086,WARI0756,5.0,29,10,10
U0086,WARI1001,5.0,25,10,10
U0087,WARI0544,4.0,25,10,10
U0087,WARI0934,5.0,22,10,10
U0087,WARI0325,5.0,30,10,10
U0087,WARI0606,5.0,26,10,10
U0087,WARI0071,5.0,41,10,10
U0087,WARI1128,5.0,17,10,10
U0087,WARI0700,5.0,19,10,10
U0087,WARI0871,5.0,21,10,10
U0087,WARI0286,5.0,32,10,10
U0087,WARI0399,5.0,34,10,10
U0088,WARI0033,5.0,26,10,10
U0088,WARI0023,5.0,40,10,10
U0088,WARI1157,5.0,39,10,10
U0088,WARI0684,5.0,38,10,10
U0088,WARI0835,5.0,18,10,10
U0088,WARI0858,5.0,29,10,10
U0088,WARI0968,5.0,34,10,10
U0088,WARI1010,5.0,38,10,10
U0088,WARI0065,5.0,23,10,10
U0088,WARI1016,5.0,35,10,10
U0089,WARI0735,5.0,23,10,10
U0089,WARI0566,5.0,27,10,10
U0089,WARI0338,3.0,9,10,10
U0089,WARI0296,5.0,31,10,10
U0089,WARI0579,5.0,29,10,10
U0089,WARI0647,5.0,30,10,10
U0089,WARI0631,5.0,36,10,10
U0089,WARI0881,5.0,21,10,10
U0089,WARI1064,5.0,37,10,10
U0089,WARI1080,5.0,30,10,10
U0090,WARI0384,5.0,19,10,10
U0090,WARI0824,5.0,36,10,10
U0090,WARI0934,5.0,30,10,10
U0090,WARI0609,3.0,25,10,10
U0090,WARI0638,5.0,33,10,10
U0090,WARI0172,5.0,37,10,10
U0090,WARI0902,5.0,33,10,10
U0090,WARI0802,5.0,25,10,10
U0090,WARI0475,5.0,25,10,10
U0090,WARI0949,5.0,29,10,10
U0091,WARI0048,5.0,28,10,10
U0091,WARI0397,5.0,19,10,10
U0091,WARI0634,5.0,43,10,10
U0091,WARI1010,5.0,32,10,10
U0091,WARI0854,5.0,38,10,10
U0091,WARI0968,5.0,38,10,10
U0091,WARI0852,5.0,48,10,10
U0091,WARI0906,5.0,26,10,10
U0091,WARI0164,5.0,21,10,10
U0091,WARI0294,5.0,25,10,10
U0092,WARI0907,5.0,18,10,10
U0092,WARI0321,5.0,17,10,10
U0092,WARI0118,4.0,27,10,10
U0092,WARI0386,5.0,23,10,10
U0092,WARI0633,1.0,13,10,10
U0092,WARI0994,5.0,18,10,10
U0092,WARI1078,5.0,34,10,10
U0092,WARI0804,5.0,35,10,10
U0092,WARI0834,5.0,30,10,10
U0092,WARI0664,5.0,29,10,10
U0093,WARI1032,5.0,28,10,10
U0093,WARI0966,2.0,17,10,10
U0093,WARI0893,5.0,37,10,10
U0093,WARI0928,5.0,38,10,10
U0093,WARI0898,5.0,31,10,10
U0093,WARI0361,5.0,32,10,10
U0093,WARI0972,4.0,29,10,10
U0093,WARI0543,4.0,33,10,10
U0093,WARI1191,5.0,23,10,10
U0093,WARI0361,5.0,25,10,10
U0094,WARI1067,5.0,26,10,10
U0094,WARI1125,4.0,32,10,10
U0094,WARI0940,5.0,25,10,10
U0094,WARI0544,4.0,17,10,10
U0094,WARI0047,4.0,27,10,10
U0094,WARI0262,5.0,29,10,10
U0094,WARI0262,5.0,21,10,10
U0094,WARI0309,4.0,19,10,10
U0094,WARI1177,1.0,15,10,10
U0094,WARI0424,4.0,17,10,10
U0095,WARI0702,5.0,32,10,10
U0095,WARI1122,5.0,36,10,10
U0095,WARI0473,5.0,30,10,10
U0095,WARI1097,5.0,56,10,10
U0095,WARI0087,5.0,27,10,10
U0095,WARI0061,5.0,17,10,10
U0095,WARI0544,4.0,22,10,10
U0095,WARI0703,5.0,26,10,10
U0095,WARI0399,5.0,40,10,10
U0095,WARI1156,5.0,35,10,10
U0096,WARI0588,5.0,27,10,10
U0096,WARI0548,5.0,28,10,10
U0096,WARI0031,5.0,31,10,10
U0096,WARI1124,5.0,25,10,10
U0096,WARI0502,5.0,29,10,10
U0096,WARI0461,5.0,26,10,10
U0096,WARI0675,5.0,25,10,10
U0096,WARI0984,5.0,25,10,10
U0096,WARI1023,5.0,39,10,10
U0096,WARI1114,5.0,28,10,10
U0097,WARI0062,5.0,37,10,10
U0097,WARI0764,5.0,25,10,10
U0097,WARI0373,5.0,28,10,10
U0097,WARI0613,5.0,22,10,10
U0097,WARI0403,5.0,25,10,10
U0097,WARI0815,5.0,29,10,10
U0097,WARI0868,5.0,45,10,10
U0097,WARI0125,5.0,21,10,10
U0097,WARI0008,5.0,23,10,10
U0097,WARI0502,5.0,24,10,10
U0098,WARI0740,5.0,44,10,10
U0098,WARI0347,5.0,42,10,10
U0098,WARI1098,5.0,28,10,10
U0098,WARI0529,5.0,30,10,10
U0098,WARI0996,5.0,23,10,10
U0098,WARI0585,5.0,36,10,10
U0098,WARI0016,5.0,31,10,10
U0098,WARI0875,5.0,28,10,10
U0098,WARI0612,5.0,25,10,10
U0098,WARI0845,5.0,42,10,10
U0099,WARI0455,5.0,25,10,10
U0099,WARI0782,5.0,29,10,10
U0099,WARI0572,2.0,25,10,10
U0099,WARI1082,5.0,25,10,10
U0099,WARI0400,5.0,16,10,10
U0099,WARI0961,5.0,26,10,10
U0099,WARI0326,5.0,32,10,10
U0099,WARI0604,5.0,26,10,10
U0099,WARI0370,5.0,31,10,10
U0099,WARI0268,5.0,28,10,10
U0100,WARI0464,5.0,32,10,10
U0100,WARI0156,5.0,26,10,10
U0100,WARI0048,5.0,32,10,10
U0100,WARI1149,5.0,36,10,10
U0100,WARI0184,5.0,31,10,10
U0100,WARI0836,5.0,36,10,10
U0100,WARI0769,5.0,40,10,10
U0100,WARI0535,5.0,23,10,10
U0100,WARI1177,1.0,10,10,10
U0100,WARI0295,5.0,21,10,10
U0101,WARI0704,5.0,27,10,10
U0101,WARI0160,5.0,25,10,10
U0101,WARI0341,5.0,23,10,10
U0101,WARI0235,5.0,34,10,10
U0101,WARI0928,5.0,37,10,10
U0101,WARI1046,5.0,24,10,10
U0101,WARI0510,5.0,32,12,10
U0101,WARI1009,1.0,17,10,10
U0101,WARI1014,5.0,26,10,10
U0101,WARI1091,5.0,36,10,10
U0102,WARI0371,5.0,33,10,10
U0102,WARI0378,5.0,25,10,10
U0102,WARI0791,5.0,38,10,10
U0102,WARI0687,5.0,23,10,10
U0102,WARI1165,5.0,19,10,10
U0102,WARI0063,5.0,21,10,10
U0102,WARI1184,5.0,25,10,10
U0102,WARI0678,5.0,23,10,10
U0102,WARI0696,5.0,32,10,10
U0102,WARI0330,4.0,25,10,10
U0103,WARI1190,5.0,33,11,10
U0103,WARI0045,5.0,35,10,10
U0103,WARI0182,5.0,42,10,10
U0103,WARI0700,5.0,29,10,10
U0103,WARI1075,1.0,15,10,10
U0103,WARI0655,5.0,23,10,10
U0103,WARI0515,5.0,18,10,10
U0103,WARI1011,5.0,15,10,10
U0103,WARI0070,5.0,24,10,10
U0103,WARI0969,5.0,47,10,10
U0104,WARI0022,1.0,24,10,10
U0104,WARI1130,5.0,26,10,10
U0104,WARI1099,5.0,31,10,10
U0104,WARI0704,5.0,37,10,10
U0104,WARI0125,5.0,25,10,10
U0104,WARI0297,5.0,33,10,10
U0104,WARI0233,5.0,23,10,10
U0104,WARI1013,5.0,31,10,10
U0104,WARI1158,5.0,34,10,10
U0104,WARI0747,5.0,39,10,10
U0105,WARI0176,5.0,25,11,10
U0105,WARI0567,5.0,26,10,10
U0105,WARI0865,5.0,23,10,10
U0105,WARI0761,5.0,37,10,10
U0105,WARI0333,5.0,45,10,10
U0105,WARI0287,4.0,30,10,10
U0105,WARI1199,4.0,20,10,10
U0105,WARI0016,5.0,31,10,10
U0105,WARI0515,5.0,30,10,10
U0105,WARI0098,5.0,37,10,10
U0106,WARI0239,5.0,26,10,10
U0106,WARI0980,5.0,33,10,10
U0106,WARI0821,5.0,41,10,10
U0106,WARI0105,5.0,20,10,10
U0106,WARI1141,5.0,28,10,10
U0106,WARI0974,5.0,25,10,10
U0106,WARI0010,5.0,29,10,10
U0106,WARI0391,5.0,23,10,10
U0106,WARI0377,5.0,30,10,10
U0106,WARI0343,2.0,25,10,10
U0107,WARI0985,5.0,37,10,10
U0107,WARI0757,5.0,30,10,10
U0107,WARI0839,5.0,22,10,10
U0107,WARI1003,5.0,29,10,10
U0107,WARI0145,4.0,27,10,10
U0107,WARI0413,5.0,38,10,10
U0107,WARI0540,5.0,45,10,10
U0107,WARI0721,5.0,32,10,10
U0107,WARI0131,5.0,41,10,10
U0107,WARI1162,5.0,30,10,10
U0108,WARI0045,5.0,38,10,10
U0108,WARI0577,5.0,26,10,10
U0108,WARI0844,1.0,24,10,10
U0108,WARI1175,5.0,27,10,10
U0108,WARI1139,5.0,22,10,10
U0108,WARI0055,5.0,35,10,10
U0108,WARI0976,5.0,31,10,10
U0108,WARI0247,5.0,28,10,10
U0108,WARI0813,5.0,31,10,10
U0108,WARI0622,5.0,32,10,10
U0109,WARI0754,5.0,21,10,10
U0109,WARI0760,5.0,22,10,10
U0109,WARI0051,4.0,36,10,10
U0109,WARI0730,5.0,32,10,10
U0109,WARI0589,5.0,19,10,10
U0109,WARI0673,5.0,27,10,10
U0109,WARI0357,5.0,23,10,10
U0109,WARI0924,5.0,25,10,10
U0109,WARI0895,5.0,28,10,10
U0109,WARI0932,5.0,26,11,10
U0110,WARI1131,5.0,45,10,11
U0110,WARI0266,5.0,23,10,10
U0110,WARI0351,5.0,30,10,10
U0110,WARI1130,5.0,34,10,10
U0110,WARI0654,5.0,43,10,10
U0110,WARI0295,5.0,31,10,10
U0110,WARI0409,5.0,29,10,10
U0110,WARI0982,5.0,36,10,10
U0110,WARI1085,5.0,29,10,10
U0110,WARI0317,5.0,27,11,10
U0111,WARI1147,5.0,31,10,10
U0111,WARI0723,5.0,24,10,10
U0111,WARI0651,5.0,36,10,10
U0111,WARI0396,5.0,31,10,10
U0111,WARI1044,5.0,22,10,10
U0111,WARI0771,5.0,21,10,10
U0111,WARI0563,5.0,24,10,10
U0111,WARI0167,5.0,21,10,10
U0111,WARI0010,5.0,26,10,10
U0111,WARI0565,5.0,31,10,10
U0112,WARI0316,5.0,48,10,10
U0112,WARI1077,5.0,38,10,10
U0112,WARI0577,5.0,26,10,10
U0112,WARI1139,5.0,43,10,10
U0112,WARI0417,5.0,29,10,10
U0112,WARI0199,5.0,29,10,10
U0112,WARI0260,5.0,26,10,10
U0112,WARI0878,5.0,41,10,10
U0112,WARI0387,5.0,34,10,10
U0112,WARI0360,5.0,34,10,10
U0113,WARI0226,5.0,26,10,10
U0113,WARI0493,1.0,16,10,10
U0113,WARI0585,5.0,35,10,10
U0113,WARI0498,5.0,25,10,10
U0113,WARI0431,5.0,25,10,10
U0113,WARI0125,5.0,31,10,10
U0113,WARI0977,5.0,22,10,10
U0113,WARI1076,5.0,42,10,10
U0113,WARI0498,5.0,27,10,10
U0113,WARI0964,5.0,34,10,10
U0114,WARI0039,5.0,31,10,10
U0114,WARI0132,2.0,22,10,10
U0114,WARI0192,5.0,18,10,10
U0114,WARI0896,5.0,48,10,10
U0114,WARI0693,5.0,21,10,10
U0114,WARI0069,5.0,27,10,10
U0114,WARI0555,4.0,38,10,10
U0114,WARI0039,5.0,32,10,10
U0114,WARI0083,5.0,27,10,10
U0114,WARI0663,2.0,12,10,10
U0115,WARI0968,5.0,36,10,10
U0115,WARI1049,5.0,23,10,10
U0115,WARI1065,5.0,43,10,10
U0115,WARI0120,5.0,43,10,10
U0115,WARI0506,5.0,31,10,10
U0115,WARI0638,5.0,23,10,10
U0115,WARI0973,5.0,31,10,10
U0115,WARI0037,5.0,34,10,10
U0115,WARI0194,5.0,29,11,10
U0115,WARI1062,5.0,39,10,10
U0116,WARI1113,5.0,27,10,10
U0116,WARI1139,5.0,38,10,10
U0116,WARI0735,5.0,19,10,10
U0116,WARI0479,5.0,25,10,10
U0116,WARI0260,5.0,23,10,10
U0116,WARI0768,5.0,36,10,10
U0116,WARI0882,5.0,25,10,10
U0116,WARI0047,4.0,28,10,10
U0116,WARI0210,5.0,28,10,10
U0116,WARI0668,5.0,36,10,10
U0117,WARI0196,5.0,33,10,10
U0117,WARI1038,5.0,27,10,10
U0117,WARI0612,5.0,27,10,10
U0117,WARI0858,5.0,25,10,10
U0117,WARI1001,5.0,30,10,10
U0117,WARI0458,5.0,24,10,10
U0117,WARI0262,5.0,22,10,10
U0117,WARI0068,5.0,27,10,10
U0117,WARI0529,5.0,26,10,10
U0117,WARI0990,3.0,17,10,10
U0118,WARI0274,5.0,27,10,10
U0118,WARI0641,3.0,33,10,10
U0118,WARI0300,5.0,17,10,10
U0118,WARI0353,5.0,27,10,10
U0118,WARI0751,5.0,29,10,10
U0118,WARI0556,5.0,41,10,10
U0118,WARI0356,5.0,26,10,10
U0118,WARI0468,5.0,27,12,10
U0118,WARI0462,5.0,22,10,10
U0118,WARI0681,5.0,28,10,10
U0119,WARI0380,5.0,30,10,10
U0119,WARI0879,4.0,32,10,10
U0119,WARI0267,2.0,20,10,10
U0119,WARI0350,4.0,23,10,10
U0119,WARI0624,5.0,17,10,10
U0119,WARI0771,5.0,28,10,10
U0119,WARI1081,5.0,25,10,10
U0119,WARI0074,5.0,25,10,10
U0119,WARI0923,1.0,18,10,10
U0119,WARI1045,4.0,20,10,10
U0120,WARI0406,5.0,24,10,10
U0120,WARI0881,5.0,21,10,10
U0120,WARI0287,4.0,23,10,10
U0120,WARI1150,5.0,31,10,10
U0120,WARI0578,5.0,30,10,10
U0120,WARI0055,5.0,32,10,10
U0120,WARI0249,5.0,25,10,10
U0120,WARI0052,5.0,29,10,10
U0120,WARI0029,5.0,29,10,10
U0120,WARI0820,5.0,28,10,10
U0121,WARI0587,5.0,39,10,10
U0121,WARI0507,2.0,24,10,10
U0121,WARI1073,5.0,34,10,10
U0121,WARI0948,5.0,20,10,10
U0121,WARI0281,5.0,28,10,10
U0121,WARI0613,5.0,27,10,10
U0121,WARI0018,5.0,30,10,10
U0121,WARI0776,5.0,26,10,10
U0121,WARI0196,5.0,29,10,10
U0121,WARI0753,5.0,39,10,10
U0122,WARI0835,5.0,25,10,10
U0122,WARI0396,5.0,20,10,10
U0122,WARI0392,4.0,20,10,10
U0122,WARI0767,3.0,23,10,10
U0122,WARI0266,5.0,22,10,10
U0122,WARI0524,5.0,24,10,10
U0122,WARI0348,5.0,26,11,10
U0122,WARI0815,5.0,22,10,10
U0122,WARI0628,5.0,22,10,10
U0122,WARI0032,5.0,31,10,10
U0123,WARI0300,5.0,17,10,10
U0123,WARI0586,2.0,20,10,10
U0123,WARI0482,5.0,24,10,10
U0123,WARI0275,5.0,29,10,10
U0123,WARI0249,5.0,30,10,10
U0123,WARI0171,5.0,13,10,10
U0123,WARI1027,5.0,15,10,10
U0123,WARI0002,5.0,29,10,10
U0123,WARI0441,5.0,33,10,10
U0123,WARI0894,5.0,26,10,10
U0124,WARI1046,5.0,26,10,10
U0124,WARI0754,5.0,33,10,10
U0124,WARI1181,5.0,25,10,10
U0124,WARI1163,5.0,29,10,10
U0124,WARI0351,5.0,29,10,10
U0124,WARI0440,5.0,35,10,10
U0124,WARI1138,5.0,31,10,10
U0124,WARI0073,5.0,32,10,10
U0124,WARI0994,5.0,27,10,10
U0124,WARI0554,5.0,23,10,10
U0125,WARI0178,5.0,28,10,10
U0125,WARI0607,5.0,39,10,10
U0125,WARI0594,5.0,29,10,10
U0125,WARI0367,5.0,20,10,10
U0125,WARI0151,5.0,33,10,10
U0125,WARI1067,5.0,24,10,10
U0125,WARI0644,5.0,23,10,10
U0125,WARI0596,5.0,38,10,10
U0125,WARI0380,5.0,27,10,10
U0125,WARI0902,5.0,16,10,10
U0126,WARI0838,5.0,16,10,10
U0126,WARI0213,5.0,22,10,10
U0126,WARI0117,5.0,24,10,10
U0126,WARI1047,5.0,46,10,10
U0126,WARI0747,5.0,39,10,10
U0126,WARI0689,5.0,20,10,10
U0126,WARI0813,5.0,28,10,10
U0126,WARI1157,5.0,28,10,10
U0126,WARI0964,5.0,18,10,10
U0126,WARI0443,5.0,22,10,10
U0127,WARI0182,5.0,35,10,10
U0127,WARI0277,5.0,27,10,10
U0127,WARI0892,5.0,38,10,10
U0127,WARI1196,5.0,25,10,10
U0127,WARI0190,5.0,30,10,10
U0127,WARI0649,5.0,31,10,10
U0127,WARI0667,5.0,24,10,10
U0127,WARI0116,5.0,34,10,10
U0127,WARI0571,5.0,38,10,10
U0127,WARI1068,5.0,20,10,10
U0128,WARI0459,5.0,36,10,10
U0128,WARI0028,5.0,38,10,10
U0128,WARI0689,5.0,18,10,10
U0128,WARI0109,4.0,30,10,10
U0128,WARI1170,5.0,47,10,10
U0128,WARI0510,5.0,36,10,10
U0128,WARI0715,5.0,25,10,10
U0128,WARI1097,5.0,32,10,10
U0128,WARI1121,5.0,36,10,10
U0128,WARI0578,5.0,28,10,10
U0129,WARI0365,4.0,19,10,10
U0129,WARI1111,5.0,23,10,10
U0129,WARI0146,5.0,21,10,10
U0129,WARI0769,5.0,40,10,10
U0129,WARI0055,5.0,37,10,10
U0129,WARI0101,5.0,27,10,10
U0129,WARI0226,5.0,31,10,10
U0129,WARI0312,5.0,43,10,10
U0129,WARI0767,3.0,29,10,10
U0129,WARI0199,5.0,32,10,10
U0130,WARI1091,5.0,41,10,10
U0130,WARI0095,5.0,40,10,10
U0130,WARI1136,5.0,30,10,10
U0130,WARI0613,5.0,30,10,10
U0130,WARI0755,5.0,34,10,10
U0130,WARI0416,5.0,49,10,10
U0130,WARI0868,5.0,40,10,10
U0130,WARI0020,5.0,24,10,10
U0130,WARI0970,5.0,26,10,10
U0130,WARI0438,5.0,27,10,10
U0131,WARI0051,4.0,29,10,10
U0131,WARI1096,5.0,26,10,10
U0131,WARI0836,5.0,35,12,10
U0131,WARI0453,5.0,39,10,10
U0131,WARI0507,2.0,31,10,10
U0131,WARI0314,3.0,19,10,10
U0131,WARI0165,5.0,34,10,10
U0131,WARI0715,5.0,26,10,10
U0131,WARI0308,5.0,33,10,10
U0131,WARI0599,5.0,28,10,10
U0132,WARI0329,1.0,14,10,10
U0132,WARI0151,5.0,39,10,10
U0132,WARI0690,5.0,20,10,10
U0132,WARI0863,5.0,37,10,10
U0132,WARI0669,5.0,37,10,10
U0132,WARI0063,5.0,29,10,10
U0132,WARI0335,5.0,25,10,10
U0132,WARI0582,5.0,33,10,10
U0132,WARI0922,5.0,40,10,10
U0132,WARI0571,5.0,43,10,10
U0133,WARI0070,5.0,33,10,10
U0133,WARI0204,5.0,28,10,10
U0133,WARI0940,5.0,27,10,10
U0133,WARI0058,5.0,24,10,10
U0133,WARI0781,4.0,28,10,10
U0133,WARI0838,5.0,30,10,10
U0133,WARI0057,2.0,16,10,10
U0133,WARI0879,3.0,17,10,10
U0133,WARI0791,5.0,31,10,10
U0133,WARI0475,5.0,28,10,10
U0134,WARI1063,5.0,26,10,10
U0134,WARI1048,5.0,40,10,10
U0134,WARI1171,5.0,35,10,10
U0134,WARI0963,5.0,35,10,10
U0134,WARI0623,5.0,23,10,10
U0134,WARI0038,5.0,23,10,10
U0134,WARI0202,4.0,39,10,10
U0134,WARI0671,5.0,30,10,10
U0134,WARI0059,4.0,48,10,10
U0134,WARI1083,5.0,38,10,10
U0135,WARI0990,2.0,18,10,10
U0135,WARI0403,5.0,26,10,10
U0135,WARI0009,5.0,20,10,10
U0135,WARI0660,5.0,26,10,10
U0135,WARI0361,5.0,26,10,10
U0135,WARI0377,5.0,31,10,10
U0135,WARI1135,3.0,30,10,10
U0135,WARI1149,5.0,29,10,10
U0135,WARI0742,5.0,25,10,10
U0135,WARI0879,4.0,23,10,10
U0136,WARI0813,5.0,38,10,10
U0136,WARI1020,5.0,20,10,10
U0136,WARI0091,5.0,37,10,10
U0136,WARI0188,5.0,19,10,10
U0136,WARI0644,5.0,28,10,10
U0136,WARI0541,5.0,26,10,10
U0136,WARI0175,4.0,19,10,10
U0136,WARI0652,5.0,28,10,10
U0136,WARI0795,5.0,43,10,10
U0136,WARI0145,3.0,32,10,10
U0137,WARI0616,5.0,31,10,10
U0137,WARI0349,5.0,38,10,10
U0137,WARI0953,5.0,27,10,10
U0137,WARI0330,4.0,27,10,10
U0137,WARI0028,5.0,48,10,10
U0137,WARI0291,5.0,40,11,10
U0137,WARI0535,5.0,39,10,10
U0137,WARI0852,5.0,43,10,10
U0137,WARI0083,5.0,24,10,10
U0137,WARI0148,5.0,25,10,10
U0138,WARI0274,5.0,24,10,10
U0138,WARI0080,5.0,33,10,10
U0138,WARI0964,5.0,33,10,10
U0138,WARI1118,5.0,23,12,10
U0138,WARI0668,5.0,25,10,10
U0138,WARI0469,5.0,40,10,10
U0138,WARI0835,5.0,26,10,10
U0138,WARI0172,5.0,41,11,10
U0138,WARI1191,5.0,27,10,10
U0138,WARI1111,5.0,38,10,10
U0139,WARI0320,5.0,31,10,10
U0139,WARI0583,5.0,25,10,10
U0139,WARI0881,5.0,27,11,10
U0139,WARI0445,5.0,26,11,10
U0139,WARI0916,5.0,20,10,10
U0139,WARI0915,5.0,33,10,10
U0139,WARI1048,5.0,32,10,10
U0139,WARI0094,5.0,27,10,10
U0139,WARI0595,5.0,28,10,10
U0139,WARI0600,5.0,23,12,10
U0140,WARI0554,5.0,20,10,10
U0140,WARI0893,5.0,31,10,10
U0140,WARI0989,5.0,21,10,10
U0140,WARI0629,5.0,25,10,10
