item_id,supplier_name,category,region,country,lead_time_days,min_order_value,min_order_qty,payment_terms,quality_score,reliability_score,risk_rating
SUP0254,Supplier_0254,chemicals,Central,CN,28.465972855039283,21391,17,Net 60,69.0,71.57357018380036,medium
SUP0255,Supplier_0255,fasteners,Central,SG,14.052254326768994,8862,70,Net 45,84.0,94.14934831172323,low
SUP0256,Supplier_0256,metals,East,SG,23.27587371401517,29461,11,Net 45,61.0,53.66942502820386,high
SUP0257,Supplier_0257,components,Central,US,14.824689270097668,27116,45,Net 45,85.0,82.53125767336569,medium
SUP0258,Supplier_0258,chemicals,Central,IN,18.90998522788915,62904,17,Net 45,59.0,54.10620253801396,high
SUP0259,Supplier_0259,metals,Central,BR,23.89469224736041,35113,35,Net 45,62.0,56.18675070049606,high
SUP0260,Supplier_0260,electronics,South,MX,14.299554269403359,17455,52,Net 15,81.0,78.87929696735024,medium
SUP0261,Supplier_0261,components,East,IN,25.972439075987232,34542,41,Net 60,90.0,99.27865434394928,low
SUP0262,Supplier_0262,electronics,South,DE,10.050416983148136,10211,46,Net 15,62.0,73.94301339066888,medium
SUP0263,Supplier_0263,chemicals,North,MX,20.356742740467034,12973,10,Net 30,68.0,65.81639503723903,high
SUP0264,Supplier_0264,plastics,North,IN,25.381117782302823,26455,53,Net 30,96.0,100.0,low
SUP0265,Supplier_0265,packaging,West,IN,23.280299934322677,6720,13,Net 60,99.0,99.23124710040007,low
SUP0266,Supplier_0266,metals,East,US,33.33155901388328,21580,29,Net 15,81.0,92.39899167355702,low
SUP0267,Supplier_0267,electronics,Central,IN,11.892485461514717,12567,29,Net 30,75.0,74.39355877725231,medium
SUP0268,Supplier_0268,plastics,West,SG,6.966805989211297,23288,34,Net 30,70.0,70.85187586929993,medium
SUP0269,Supplier_0269,packaging,North,DE,10.045319132039044,12176,31,Net 15,82.0,84.37558407217843,medium
SUP0270,Supplier_0270,electronics,Central,MX,23.283540532387498,27815,13,Net 15,81.0,100.0,low
SUP0271,Supplier_0271,metals,East,MX,21.98338347415503,22261,9,Net 30,68.0,73.53335623649113,medium
SUP0272,Supplier_0272,packaging,East,MX,18.818053277179327,47581,45,Net 60,56.0,51.40278055531549,high
SUP0273,Supplier_0273,metals,Central,BR,9.01634360714296,22108,27,Net 30,61.0,67.29848615679307,high
SUP0274,Supplier_0274,chemicals,West,SG,24.134938346632488,14432,54,Net 60,98.0,95.64808850895179,low
SUP0275,Supplier_0275,electronics,North,CN,8.202361778795677,19229,23,Net 45,73.0,69.81662381114214,high
SUP0276,Supplier_0276,fasteners,North,MX,27.2715966590152,10516,9,Net 60,76.0,81.90590883929872,medium
SUP0277,Supplier_0277,plastics,East,US,40.85950738511892,27539,48,Net 60,76.0,76.2020563205125,medium
SUP0278,Supplier_0278,fasteners,North,BR,20.931609172572404,30467,18,Net 45,90.0,91.81074344432673,low
SUP0279,Supplier_0279,electronics,North,US,22.664865085261944,85652,31,Net 45,57.0,57.0909039421244,high
SUP0280,Supplier_0280,chemicals,West,DE,14.057121848835525,15646,15,Net 15,58.0,60.18779032293533,high
SUP0281,Supplier_0281,metals,North,IN,4.0,19009,77,Net 45,67.0,69.76227833333498,high
SUP0282,Supplier_0282,plastics,North,SG,13.178245095758221,16047,13,Net 15,76.0,63.409714937414805,high
SUP0283,Supplier_0283,fasteners,East,BR,9.256838071210005,24752,19,Net 45,85.0,89.33272234596197,low
SUP0284,Supplier_0284,metals,North,US,6.423963388679875,27171,26,Net 45,77.0,70.61687377110304,medium
SUP0285,Supplier_0285,fasteners,South,SG,31.778879535965196,21389,11,Net 60,74.0,64.62505561886383,high
SUP0286,Supplier_0286,plastics,Central,IN,20.182900144206183,40033,30,Net 45,97.0,96.62032691491856,low
SUP0287,Supplier_0287,fasteners,West,US,21.03750064491187,15688,75,Net 30,62.0,62.54587652154395,high
SUP0288,Supplier_0288,electronics,Central,DE,15.527821078430003,37888,17,Net 30,80.0,75.49220993028018,medium
SUP0289,Supplier_0289,components,South,SG,16.61703134045251,29619,32,Net 45,79.0,84.40170707484184,medium
SUP0290,Supplier_0290,packaging,West,IN,25.716405457914668,21881,5,Net 30,76.0,67.2758614185891,high
SUP0291,Supplier_0291,metals,South,DE,17.741303050438276,18523,23,Net 30,91.0,88.35486563297837,low
SUP0292,Supplier_0292,metals,South,MX,22.245551504197863,83672,19,Net 30,67.0,63.1983181229355,high
SUP0293,Supplier_0293,components,North,DE,16.43196561723987,14053,13,Net 45,97.0,96.6971827427943,low
SUP0294,Supplier_0294,components,Central,MX,15.262776874143622,25948,52,Net 15,69.0,70.81261785020705,medium
SUP0295,Supplier_0295,electronics,North,BR,6.744686675185104,14579,19,Net 45,79.0,72.44869582744695,medium
SUP0296,Supplier_0296,packaging,South,DE,4.0,58811,21,Net 30,78.0,82.70783740346549,medium
SUP0297,Supplier_0297,fasteners,East,SG,15.907504791468785,35873,18,Net 30,93.0,93.40951539417554,low
SUP0298,Supplier_0298,plastics,East,SG,18.45197353594586,15167,6,Net 30,74.0,61.702349353472584,high
SUP0299,Supplier_0299,metals,South,CN,7.710959706329673,29200,11,Net 15,67.0,54.2691556374193,high
SUP0300,Supplier_0300,chemicals,South,DE,17.72420107972294,25380,48,Net 45,55.0,54.91992459595948,high
SUP0301,Supplier_0301,chemicals,South,DE,18.430020503924016,16578,5,Net 45,71.0,69.5637124343887,high
SUP0302,Supplier_0302,chemicals,Central,US,4.0,33422,14,Net 60,92.0,91.32776926176489,low
SUP0303,Supplier_0303,components,East,US,10.67900272416399,27285,18,Net 30,55.0,54.81811403255358,high
SUP0304,Supplier_0304,metals,Central,DE,21.25811114988375,24800,83,Net 45,95.0,96.46613895681618,low
SUP0305,Supplier_0305,plastics,Central,BR,21.09646983516595,21524,42,Net 45,79.0,85.15972246401395,low
SUP0306,Supplier_0306,components,West,IN,8.770600668801915,27919,16,Net 45,61.0,53.77781814403587,high
SUP0307,Supplier_0307,fasteners,Central,IN,19.26758440399788,24988,61,Net 45,68.0,60.382184646144836,high
SUP0308,Supplier_0308,fasteners,North,DE,26.179257802883775,22754,14,Net 60,79.0,71.89339492373202,medium
SUP0309,Supplier_0309,metals,Central,SG,24.216583671927186,15482,49,Net 60,69.0,70.87795833659659,medium
SUP0310,Supplier_0310,electronics,East,IN,17.237713703888524,55914,9,Net 15,59.0,67.09215796120189,high
SUP0311,Supplier_0311,fasteners,West,IN,14.25618949340566,12360,52,Net 30,84.0,81.19629365144318,medium
SUP0312,Supplier_0312,fasteners,South,US,12.965244125323965,27867,18,Net 45,85.0,68.73895101296225,high
SUP0313,Supplier_0313,fasteners,North,DE,21.742558263277257,18469,11,Net 45,60.0,48.924046393032555,high
SUP0314,Supplier_0314,chemicals,Central,IN,19.560831785143105,57974,21,Net 30,67.0,61.58526130182592,high
SUP0315,Supplier_0315,packaging,East,BR,23.035232048817605,13400,29,Net 15,65.0,61.3747622312811,high
SUP0316,Supplier_0316,electronics,North,MX,19.054990504969215,14700,17,Net 45,84.0,81.34547392284428,medium
SUP0317,Supplier_0317,chemicals,West,DE,24.550111602779534,12920,36,Net 45,87.0,87.25077729937595,low
SUP0318,Supplier_0318,packaging,North,US,18.7567402636616,26315,16,Net 15,87.0,84.9736488496541,medium
SUP0319,Supplier_0319,electronics,East,US,24.27750972905349,10350,37,Net 45,97.0,100.0,low
SUP0320,Supplier_0320,electronics,West,DE,24.96658216293311,16929,33,Net 60,89.0,84.60588751307111,medium
SUP0321,Supplier_0321,electronics,West,CN,11.563786958201492,6742,23,Net 45,69.0,63.39493326340897,high
SUP0322,Supplier_0322,metals,East,CN,4.0,25140,18,Net 60,59.0,62.112691000383,high
SUP0323,Supplier_0323,components,South,DE,30.347942848116425,16728,27,Net 30,82.0,72.01832654548022,medium
SUP0324,Supplier_0324,plastics,Central,DE,20.053269845698093,9716,36,Net 15,96.0,98.53299608458002,low
SUP0325,Supplier_0325,components,North,IN,4.284112836031028,40018,103,Net 45,98.0,98.66659569422073,low
SUP0326,Supplier_0326,metals,North,CN,12.289444022250311,10729,47,Net 15,65.0,64.0416238155319,high
SUP0327,Supplier_0327,plastics,North,SG,24.174994338958626,34143,48,Net 15,65.0,75.3237946964702,medium
SUP0328,Supplier_0328,components,Central,US,15.762585350936856,14979,213,Net 15,56.0,51.955651605584336,high
SUP0329,Supplier_0329,chemicals,East,CN,13.903508645446983,53149,35,Net 60,61.0,74.3919381084065,medium
SUP0330,Supplier_0330,plastics,North,SG,29.207054882503733,33264,34,Net 60,79.0,77.53469558001736,medium
SUP0331,Supplier_0331,plastics,North,SG,9.621702828929516,12652,40,Net 30,79.0,70.69939310769351,medium
SUP0332,Supplier_0332,fasteners,North,CN,11.614773137961329,13301,12,Net 45,71.0,71.45447727646636,medium
SUP0333,Supplier_0333,components,Central,CN,19.69109180038614,30731,17,Net 30,68.0,61.004406197928006,high
SUP0334,Supplier_0334,plastics,East,SG,21.123639456431057,19066,17,Net 15,92.0,87.11358698921225,low
SUP0335,Supplier_0335,plastics,North,DE,21.970744274725853,20067,38,Net 60,75.0,77.5807164501007,medium
SUP0336,Supplier_0336,components,South,CN,25.289904356551574,44343,21,Net 60,91.0,94.61128357622582,low
SUP0337,Supplier_0337,plastics,West,DE,19.588628965452134,14591,27,Net 30,98.0,93.95590994834733,low
SUP0338,Supplier_0338,chemicals,East,CN,21.91507151150727,23160,52,Net 30,69.0,75.4181334428016,medium
SUP0339,Supplier_0339,plastics,Central,US,15.926325925479334,37236,44,Net 60,64.0,71.52380042713737,medium
SUP0340,Supplier_0340,packaging,North,DE,18.501586425893713,34372,21,Net 30,97.0,100.0,low
SUP0341,Supplier_0341,metals,North,US,18.860273440429076,20175,15,Net 30,83.0,86.44118714631719,low
SUP0342,Supplier_0342,packaging,North,IN,19.72078508655229,18790,54,Net 30,68.0,76.86228662855704,medium
SUP0343,Supplier_0343,plastics,South,DE,24.180318460662086,8464,42,Net 30,82.0,69.77481021816862,high
SUP0344,Supplier_0344,components,West,CN,22.441165455558647,12321,7,Net 45,78.0,75.933607433915,medium
SUP0345,Supplier_0345,plastics,West,MX,18.353736023201463,26241,19,Net 15,95.0,89.36446583389773,low
SUP0346,Supplier_0346,metals,South,US,11.526992120471682,20417,27,Net 30,66.0,66.77496809732804,high
SUP0347,Supplier_0347,components,West,MX,18.541370064501677,22953,42,Net 30,99.0,95.2855800752212,low
SUP0348,Supplier_0348,plastics,West,DE,17.775857720834047,39010,46,Net 30,97.0,95.91997402732675,low
SUP0349,Supplier_0349,chemicals,North,BR,19.545452638505587,11464,29,Net 30,63.0,75.23413672132632,medium
SUP0350,Supplier_0350,fasteners,West,SG,35.65220245712322,19343,36,Net 30,62.0,60.89682132326754,high
SUP0351,Supplier_0351,chemicals,East,MX,13.809817771670117,24435,25,Net 30,78.0,80.68965006173639,medium
SUP0352,Supplier_0352,chemicals,North,US,21.378312153002877,14953,15,Net 60,57.0,55.49024935549247,high
SUP0353,Supplier_0353,fasteners,South,MX,26.547696537954387,48402,20,Net 45,68.0,68.49213637171943,high
SUP0354,Supplier_0354,components,West,US,18.784015312795063,36305,24,Net 45,74.0,74.03910842283446,medium
SUP0355,Supplier_0355,packaging,West,MX,36.70276095337732,25837,23,Net 30,98.0,100.0,low
SUP0356,Supplier_0356,chemicals,South,SG,14.975685666148186,59090,6,Net 60,99.0,100.0,low
SUP0357,Supplier_0357,components,West,CN,20.592713778560377,9658,18,Net 15,61.0,71.70806098442164,medium
SUP0358,Supplier_0358,metals,South,DE,11.609554040856144,21933,25,Net 45,95.0,97.01253053240958,low
SUP0359,Supplier_0359,fasteners,East,US,15.187802118853655,26943,20,Net 15,59.0,62.83205475923141,high
SUP0360,Supplier_0360,plastics,North,BR,19.99147128317326,13319,20,Net 60,88.0,80.51938069029381,medium
SUP0361,Supplier_0361,fasteners,Central,BR,24.770432498461837,25988,34,Net 30,93.0,92.42880117429847,low
SUP0362,Supplier_0362,chemicals,Central,MX,20.552758672188595,11984,11,Net 30,95.0,100.0,low
SUP0363,Supplier_0363,fasteners,North,BR,28.07291879467789,32202,7,Net 15,65.0,70.62879614971149,medium
SUP0364,Supplier_0364,electronics,East,MX,17.240277515258626,39411,19,Net 60,95.0,96.37546326316783,low
SUP0365,Supplier_0365,fasteners,West,MX,15.342651761287957,25585,41,Net 30,60.0,65.76156073719169,high
SUP0366,Supplier_0366,electronics,East,DE,39.63188085823509,7950,79,Net 30,78.0,81.18998360845983,medium
SUP0367,Supplier_0367,plastics,South,SG,21.153901195536246,12942,42,Net 60,76.0,83.80199067868558,medium
SUP0368,Supplier_0368,metals,Central,IN,12.244147632171618,30049,8,Net 15,69.0,70.88083452022123,medium
SUP0369,Supplier_0369,components,South,BR,12.445889902015448,22284,20,Net 30,55.0,52.68796094878827,high
SUP0370,Supplier_0370,fasteners,South,SG,10.458560683749276,5005,29,Net 15,89.0,91.18296817006465,low
SUP0371,Supplier_0371,electronics,South,CN,25.492554846854304,43632,27,Net 15,70.0,50.95113655695695,high
SUP0372,Supplier_0372,components,Central,SG,15.084981656854065,23745,35,Net 15,84.0,86.48875728650282,low
SUP0373,Supplier_0373,metals,East,IN,19.018899805251884,14037,12,Net 15,73.0,49.28531663610391,high
SUP0374,Supplier_0374,packaging,West,SG,17.49193060449385,38071,25,Net 60,71.0,59.79748785186479,high
SUP0375,Supplier_0375,electronics,Central,CN,23.851939263527477,15174,32,Net 30,94.0,96.93649590611639,low
SUP0376,Supplier_0376,electronics,Central,DE,11.226047256927838,15083,43,Net 60,59.0,62.10394069223417,high
SUP0377,Supplier_0377,metals,Central,MX,9.395421710855876,26825,13,Net 30,88.0,80.44421292909045,medium
SUP0378,Supplier_0378,packaging,Central,US,19.794378457452755,58663,19,Net 60,88.0,83.3713367277869,medium
SUP0379,Supplier_0379,packaging,Central,BR,22.807674277599176,53796,5,Net 15,72.0,80.90851642599186,medium
SUP0380,Supplier_0380,fasteners,Central,IN,20.660258504781126,26845,15,Net 15,66.0,62.853804144777605,high
SUP0381,Supplier_0381,metals,West,IN,11.52437016722138,28404,16,Net 15,55.0,69.5789820306194,high
SUP0382,Supplier_0382,fasteners,North,IN,23.41987873673115,34041,12,Net 60,97.0,96.98752095435376,low
SUP0383,Supplier_0383,electronics,North,US,12.049112583234926,11033,27,Net 45,97.0,99.65223514972823,low
SUP0384,Supplier_0384,chemicals,West,US,13.827690841708932,31391,23,Net 45,65.0,75.50968359024095,medium
SUP0385,Supplier_0385,metals,South,BR,10.448371802223981,14709,5,Net 60,56.0,56.851676255257225,high
SUP0386,Supplier_0386,electronics,Central,MX,28.409266789216247,26243,28,Net 30,60.0,53.48476412550979,high
SUP0387,Supplier_0387,plastics,Central,SG,23.067372328218795,19436,12,Net 45,58.0,57.28677156398712,high
SUP0388,Supplier_0388,components,West,US,22.839947005430986,29017,34,Net 45,92.0,91.76853021476441,low
SUP0389,Supplier_0389,plastics,West,MX,27.977691369139603,23504,10,Net 45,95.0,86.12917926068982,low
SUP0390,Supplier_0390,fasteners,South,SG,40.50119398590979,4063,25,Net 45,61.0,59.337091536284646,high
SUP0391,Supplier_0391,plastics,East,CN,4.326191168718756,24303,20,Net 30,88.0,83.17575138901667,medium
SUP0392,Supplier_0392,electronics,Central,MX,12.092987352983135,31356,30,Net 15,63.0,69.00832542171833,high
SUP0393,Supplier_0393,chemicals,Central,DE,13.070599326603809,28148,26,Net 15,71.0,71.22497718220416,medium
SUP0394,Supplier_0394,fasteners,South,DE,11.193443020938457,20818,20,Net 45,81.0,79.1618276305408,medium
SUP0395,Supplier_0395,electronics,Central,BR,9.3793340191703,54349,8,Net 45,87.0,86.30981745095326,low
SUP0396,Supplier_0396,electronics,East,CN,15.602775487557075,26140,8,Net 45,94.0,95.45029311964008,low
SUP0397,Supplier_0397,fasteners,Central,BR,8.26717027768476,28021,16,Net 45,57.0,61.00929229798357,high
SUP0398,Supplier_0398,electronics,East,SG,20.680338940299304,39123,24,Net 15,63.0,56.501870513649024,high
SUP0399,Supplier_0399,components,West,BR,18.413586571428915,26887,16,Net 30,67.0,60.229680387961736,high
SUP0400,Supplier_0400,fasteners,North,DE,21.848229318109244,13441,38,Net 30,68.0,75.18041490011645,medium
SUP0401,Supplier_0401,plastics,South,US,22.06182761310602,5761,20,Net 60,99.0,96.31981033066926,low
SUP0402,Supplier_0402,packaging,West,CN,22.824054827413413,16942,12,Net 45,89.0,79.79052639812032,medium
SUP0403,Supplier_0403,electronics,Central,SG,15.01272850540894,33473,20,Net 45,69.0,71.88478261099019,medium
SUP0404,Supplier_0404,chemicals,North,BR,34.969147221069335,18138,28,Net 45,98.0,100.0,low
SUP0405,Supplier_0405,fasteners,North,IN,19.87544893185678,34222,30,Net 30,77.0,67.05035082783141,high
SUP0406,Supplier_0406,components,West,BR,4.0,23903,91,Net 60,77.0,78.49163115051344,medium
SUP0407,Supplier_0407,packaging,East,BR,9.98099403387026,44731,15,Net 45,74.0,78.78129010078443,medium
SUP0408,Supplier_0408,fasteners,Central,BR,4.075976087777475,18725,23,Net 60,61.0,63.43351193609071,high
SUP0409,Supplier_0409,fasteners,North,BR,18.13867703321046,28486,33,Net 45,97.0,100.0,low
SUP0410,Supplier_0410,electronics,South,MX,17.02555820757333,29092,24,Net 45,55.0,45.87225086241013,high
SUP0411,Supplier_0411,plastics,North,SG,14.252594416804337,50306,17,Net 15,62.0,64.15176100747527,high
SUP0412,Supplier_0412,plastics,West,DE,34.087408899204114,8615,8,Net 45,65.0,63.032971563442096,high
SUP0413,Supplier_0413,packaging,Central,CN,22.391862992615287,17117,17,Net 15,67.0,63.86186396828981,high
SUP0414,Supplier_0414,fasteners,North,BR,23.808786891570676,35125,11,Net 45,60.0,65.65861146122822,high
SUP0415,Supplier_0415,components,South,IN,10.551412096463174,51546,7,Net 45,55.0,64.6152843193825,high
SUP0416,Supplier_0416,packaging,Central,SG,10.006840869351901,25135,14,Net 45,85.0,96.66340535490234,low
SUP0417,Supplier_0417,chemicals,North,SG,18.294443992775637,18751,11,Net 30,98.0,100.0,low
SUP0418,Supplier_0418,components,Central,SG,19.384057117217807,33403,36,Net 15,60.0,59.28672781940381,high
SUP0419,Supplier_0419,components,Central,DE,4.0,35517,37,Net 45,68.0,70.29268105967122,medium
SUP0420,Supplier_0420,plastics,North,BR,16.557543817203726,18073,13,Net 45,77.0,81.98434866659758,medium
SUP0421,Supplier_0421,plastics,North,US,18.112576662988037,26414,20,Net 30,96.0,96.78765667044651,low
SUP0422,Supplier_0422,electronics,West,BR,16.278806673830967,42162,6,Net 45,86.0,86.84996722142503,low
SUP0423,Supplier_0423,chemicals,North,BR,11.492876701226589,62302,17,Net 60,89.0,94.35439535719519,low
SUP0424,Supplier_0424,metals,East,MX,13.68371854463088,33137,32,Net 45,81.0,80.61466280083144,medium
SUP0425,Supplier_0425,packaging,North,MX,16.585126451417633,22567,43,Net 15,73.0,68.2596349135712,high
SUP0426,Supplier_0426,fasteners,East,DE,18.726400188880383,21381,14,Net 60,63.0,60.30592507206692,high
SUP0427,Supplier_0427,metals,South,US,22.838332660404543,29928,51,Net 30,93.0,97.12041745526932,low
SUP0428,Supplier_0428,components,West,SG,26.64684963960697,20668,8,Net 45,91.0,91.01945639279971,low
SUP0429,Supplier_0429,electronics,Central,US,15.645218211782002,24447,10,Net 60,56.0,58.2113648496442,high
SUP0430,Supplier_0430,electronics,East,IN,14.350750431077138,12310,40,Net 30,87.0,91.35551507431424,low
SUP0431,Supplier_0431,components,West,SG,21.501245388274448,44953,79,Net 45,58.0,55.56353049116554,high
SUP0432,Supplier_0432,electronics,West,SG,22.886759331286832,11765,34,Net 15,88.0,92.91561306359374,low
SUP0433,Supplier_0433,fasteners,Central,SG,14.526396533928915,17367,23,Net 60,92.0,94.46247692247957,low
SUP0434,Supplier_0434,fasteners,South,BR,24.323147815729378,23241,5,Net 15,60.0,51.97371493507539,high
SUP0435,Supplier_0435,chemicals,South,IN,25.836682729247784,65843,5,Net 45,74.0,83.3749811427106,medium
SUP0436,Supplier_0436,electronics,South,BR,28.333491725269383,17457,26,Net 30,60.0,56.74515916558005,high
SUP0437,Supplier_0437,chemicals,West,SG,32.22656725375858,15270,19,Net 15,80.0,69.2418802692963,high
SUP0438,Supplier_0438,electronics,Central,DE,11.068670890724489,16269,11,Net 30,96.0,89.20721588768903,low
SUP0439,Supplier_0439,plastics,South,CN,18.11118567466009,54851,25,Net 60,58.0,51.363206455590905,high
SUP0440,Supplier_0440,components,North,CN,18.090221572949282,4690,26,Net 15,72.0,72.33912657127397,medium
SUP0441,Supplier_0441,components,West,CN,17.21541145173994,12689,47,Net 30,98.0,96.21997171394946,low
SUP0442,Supplier_0442,fasteners,East,DE,12.80589664311891,98934,26,Net 15,68.0,65.81059221033615,high
SUP0443,Supplier_0443,fasteners,South,IN,6.115503974151428,30484,57,Net 15,60.0,64.02806277563612,high
SUP0444,Supplier_0444,components,North,IN,18.74143556823203,11988,24,Net 15,76.0,78.20918984775257,medium
SUP0445,Supplier_0445,fasteners,Central,DE,11.8531547236167,21524,22,Net 45,77.0,79.05431115918786,medium
SUP0446,Supplier_0446,plastics,Central,IN,18.687947845981,22858,51,Net 60,84.0,86.66388497263651,low
SUP0447,Supplier_0447,components,West,CN,11.647651666409173,35079,12,Net 45,69.0,73.00487534201454,medium
SUP0448,Supplier_0448,chemicals,East,MX,9.202733233245269,60580,175,Net 60,98.0,84.29830327844662,medium
SUP0449,Supplier_0449,chemicals,South,US,19.87438688301518,27274,31,Net 45,78.0,75.631151360281,medium
SUP0450,Supplier_0450,components,East,DE,19.20737221445197,16368,32,Net 30,67.0,52.82863458081842,high
SUP0451,Supplier_0451,chemicals,North,US,22.634255770567464,33958,35,Net 60,98.0,98.23438952418567,low
SUP0452,Supplier_0452,chemicals,South,MX,35.486910131341006,15002,91,Net 15,96.0,95.96988568054175,low
SUP0453,Supplier_0453,metals,East,SG,20.218316249686776,12477,42,Net 45,77.0,83.79595978613293,medium
SUP0454,Supplier_0454,metals,East,IN,21.880654136513037,8366,7,Net 15,56.0,63.71962355268729,high
SUP0455,Supplier_0455,plastics,North,DE,9.379509369061397,9313,65,Net 60,81.0,82.31803781364039,medium
SUP0456,Supplier_0456,components,Central,BR,7.704740475709004,13452,19,Net 15,79.0,75.74765299692015,medium
SUP0457,Supplier_0457,electronics,South,MX,30.66263557418667,11524,26,Net 15,61.0,64.1535472315473,high
SUP0458,Supplier_0458,plastics,East,SG,10.61216176053357,26167,10,Net 30,83.0,79.56853535739197,medium
SUP0459,Supplier_0459,fasteners,East,IN,9.648447428250863,11388,35,Net 45,92.0,91.99094776561823,low
SUP0460,Supplier_0460,components,East,SG,17.687208630267577,3908,15,Net 15,59.0,65.40988606024499,high
SUP0461,Supplier_0461,fasteners,Central,SG,17.278460692980893,12404,26,Net 30,87.0,83.37448625106875,medium
SUP0462,Supplier_0462,metals,West,SG,10.779947948453668,16991,20,Net 30,61.0,66.23691115507626,high
SUP0463,Supplier_0463,packaging,Central,US,15.5602142502952,15787,94,Net 45,88.0,92.40310889649996,low
SUP0464,Supplier_0464,components,South,SG,27.835005741200835,50804,98,Net 60,73.0,66.79385318864966,high
SUP0465,Supplier_0465,components,South,US,11.55205112934562,15717,25,Net 45,55.0,61.330311833413106,high
SUP0466,Supplier_0466,plastics,East,MX,6.850620125070627,35757,25,Net 45,98.0,100.0,low
SUP0467,Supplier_0467,components,East,MX,25.54074896719834,21797,18,Net 30,62.0,62.66251826792227,high
SUP0468,Supplier_0468,plastics,South,CN,21.938375295504294,21519,53,Net 60,81.0,76.04489752282026,medium
SUP0469,Supplier_0469,electronics,East,SG,13.035851034810708,13912,19,Net 15,63.0,57.41516087925879,high
SUP0470,Supplier_0470,components,North,US,5.342663870984657,21325,18,Net 15,96.0,92.50519325013036,low
SUP0471,Supplier_0471,metals,East,MX,12.043013148491495,14460,48,Net 15,88.0,91.52686401139773,low
SUP0472,Supplier_0472,chemicals,West,IN,17.562364505205828,24185,16,Net 30,91.0,84.78843641189091,medium
SUP0473,Supplier_0473,metals,East,IN,27.325376719070555,19342,23,Net 30,74.0,76.84382961602915,medium
SUP0474,Supplier_0474,fasteners,Central,SG,9.707344201042744,13101,8,Net 60,76.0,67.92858906229046,high
SUP0475,Supplier_0475,electronics,Central,MX,17.323840947908213,38007,40,Net 45,83.0,81.67355420114748,medium
SUP0476,Supplier_0476,plastics,Central,CN,23.401157279159186,27854,95,Net 30,90.0,90.71271040473106,low
SUP0477,Supplier_0477,components,North,CN,4.0,17215,40,Net 15,93.0,100.0,low
SUP0478,Supplier_0478,fasteners,Central,CN,26.270289343511198,23861,68,Net 45,55.0,46.047448239117614,high
SUP0479,Supplier_0479,chemicals,South,DE,8.540395422348501,21034,13,Net 30,84.0,93.56809468218587,low
SUP0480,Supplier_0480,components,East,SG,20.655963947655476,13668,28,Net 60,59.0,59.97397569091732,high
SUP0481,Supplier_0481,chemicals,East,MX,19.973465196885954,22897,12,Net 30,67.0,69.67261746710376,high
SUP0482,Supplier_0482,plastics,South,DE,26.67669113171076,15653,20,Net 45,92.0,92.76926143702333,low
SUP0483,Supplier_0483,packaging,Central,BR,22.407395047148324,13098,42,Net 60,66.0,68.89072431826901,high
SUP0484,Supplier_0484,electronics,West,BR,4.0,9022,26,Net 30,90.0,89.00104682164688,low
SUP0485,Supplier_0485,electronics,Central,BR,11.72176602275207,18083,9,Net 30,75.0,84.45132617947348,medium
SUP0486,Supplier_0486,metals,Central,BR,19.10564103482624,30086,9,Net 45,65.0,62.0329375625393,high
SUP0487,Supplier_0487,components,East,MX,16.440160911041705,15032,9,Net 30,70.0,77.35952471916511,medium
SUP0488,Supplier_0488,components,West,BR,21.820885838054163,88114,34,Net 15,78.0,73.81161371861535,medium
SUP0489,Supplier_0489,chemicals,East,MX,24.31493244535764,35851,104,Net 30,89.0,88.60836299839164,low
SUP0490,Supplier_0490,components,East,BR,22.867613891437433,45133,63,Net 15,82.0,75.03224341011358,medium
SUP0491,Supplier_0491,electronics,West,BR,16.28580045956428,34111,6,Net 45,96.0,98.95765418225888,low
SUP0492,Supplier_0492,components,West,MX,4.0,61027,66,Net 15,94.0,100.0,low
SUP0493,Supplier_0493,metals,Central,MX,14.356150009161462,14287,47,Net 30,88.0,87.49718483116445,low
SUP0494,Supplier_0494,electronics,West,SG,21.33094518511164,5386,8,Net 60,82.0,80.72024295842459,medium
SUP0495,Supplier_0495,fasteners,West,SG,9.27642197959618,17233,19,Net 45,68.0,60.75498974005848,high
SUP0496,Supplier_0496,chemicals,Central,MX,23.05019784097261,29942,52,Net 45,73.0,71.50959775191,medium
SUP0497,Supplier_0497,chemicals,North,DE,25.267146378138435,23940,36,Net 45,60.0,49.646837311810074,high
SUP0498,Supplier_0498,fasteners,West,US,19.01493581036674,25629,9,Net 30,71.0,65.06629308632762,high
SUP0499,Supplier_0499,chemicals,South,MX,4.0,45547,37,Net 45,96.0,97.47410929970938,low
SUP0500,Supplier_0500,fasteners,East,SG,7.775293098305573,27177,5,Net 15,74.0,82.57358578531907,medium
SUP0501,Supplier_0501,metals,West,DE,33.089513268448655,34180,20,Net 45,60.0,78.25987059799178,medium
SUP0502,Supplier_0502,electronics,South,BR,13.627697655772977,13137,54,Net 45,84.0,80.18719694703914,medium
SUP0503,Supplier_0503,chemicals,Central,US,4.0,12058,24,Net 60,98.0,100.0,low
SUP0504,Supplier_0504,plastics,East,CN,27.881979106482177,53517,17,Net 60,94.0,95.58439112261071,low
SUP0505,Supplier_0505,metals,South,IN,18.106844732349384,23283,45,Net 15,67.0,66.01689029614856,high
SUP0506,Supplier_0506,metals,South,DE,26.839523911661804,15634,48,Net 30,75.0,77.81186393621999,medium
SUP0507,Supplier_0507,fasteners,East,MX,20.215669401754923,15650,61,Net 45,78.0,78.40245714391973,medium
