item_id,material_id,material_type,spec_grade,unit,supplier_id,category,lead_time_days,min_order_qty,price_per_unit,shelf_life_days,substitute_ids,bom_parent_sku
MATI0187,MAT0187,aluminum,Grade A,meter,SUP1187,consumable,12.506155691861583,13,59.05,696.1776628023472,"MAT0630,MAT0411,MAT0249",SKU0840
MATI0188,MAT0188,chem_pack,Grade A,box,SUP0185,component,13.257506762748351,35,313.32,350.92123232939775,"MAT0018,MAT0901,MAT0105",SKU0692
MATI0189,MAT0189,steel,Grade A,liter,SUP0367,consumable,28.24040483890734,12,123.12,761.3402225538287,MAT0313,SKU0195
MATI0190,MAT0190,textile,Grade B,meter,SUP0157,pack,36.353612885510934,29,33.56,283.77374796716265,"MAT0821,MAT0333",SKU1100
MATI0191,MAT0191,aluminum,Grade A,liter,SUP0684,component,7.245441463945599,49,129.94,1016.1598962196354,"MAT0159,MAT0431,MAT0267",SKU0787
MATI0192,MAT0192,textile,Grade A,liter,SUP0523,consumable,19.398252396545423,9,186.01,354.5725801644593,"MAT0229,MAT1034,MAT0302",SKU1148
MATI0193,MAT0193,glass,Grade A,pcs,SUP0725,raw,20.721964918709453,19,55.03,946.5765839756509,"MAT1162,MAT0639",SKU0807
MATI0194,MAT0194,steel,Premium,liter,SUP0346,component,14.995398202191888,25,270.26,961.9228027509505,"MAT0075,MAT0456",SKU0803
MATI0195,MAT0195,chem_pack,Premium,pcs,SUP0633,component,15.446145626607075,8,185.72,304.91002390532196,"MAT0320,MAT1035,MAT0544",SKU0678
MATI0196,MAT0196,electronics,Grade B,kg,SUP0563,raw,28.063164881890124,23,126.43,245.69336339392953,MAT0005,SKU0494
MATI0197,MAT0197,plastic,Grade C,liter,SUP0341,sub-assembly,22.69909738692987,12,105.89,700.3930954047808,MAT0037,SKU0755
MATI0198,MAT0198,plastic,Grade C,kg,SUP1015,sub-assembly,19.042298724492408,10,58.3,614.8730564956292,"MAT0769,MAT0910",SKU0036
MATI0199,MAT0199,glass,Grade A,kg,SUP1033,consumable,7.607155077010427,14,107.12,1038.714912074747,"MAT0631,MAT0367,MAT0567",SKU0209
MATI0200,MAT0200,electronics,Grade C,box,SUP0126,component,27.51618706845686,13,87.24,230.88116597595695,"MAT0830,MAT0396",SKU1189
MATI0201,MAT0201,chem_pack,Grade A,meter,SUP0354,raw,18.178100825215097,29,47.35,289.8101547333337,"MAT0569,MAT0582,MAT1050",SKU0233
MATI0202,MAT0202,electronics,Grade B,pcs,SUP0313,sub-assembly,19.15011944642044,18,143.4,255.39535019052363,"MAT0852,MAT0544,MAT1053",SKU0447
MATI0203,MAT0203,steel,Grade C,box,SUP0333,consumable,12.697191699281207,72,72.02,953.3854801818206,"MAT0465,MAT1068",SKU0597
MATI0204,MAT0204,steel,Premium,liter,SUP0136,consumable,24.328722041836297,13,95.05,1102.2737958399189,MAT1154,SKU1020
MATI0205,MAT0205,aluminum,Grade B,box,SUP0466,consumable,9.965980276968534,24,18.2,670.7969871810811,MAT0095,SKU0070
MATI0206,MAT0206,plastic,Grade A,meter,SUP0765,pack,13.504236782543154,16,123.1,764.6454537334579,"MAT0523,MAT0092",SKU0923
MATI0207,MAT0207,steel,Grade C,box,SUP0448,consumable,6.440735455214991,8,36.95,865.2836318699975,"MAT0703,MAT0598",SKU0908
MATI0208,MAT0208,chem_pack,Grade C,box,SUP0748,consumable,36.523926245752314,47,41.98,237.12432614404685,MAT0988,SKU0657
MATI0209,MAT0209,textile,Grade A,box,SUP0086,pack,28.653564654193698,19,40.72,414.8181399994204,"MAT0254,MAT0134",SKU0585
MATI0210,MAT0210,steel,Grade A,liter,SUP1019,sub-assembly,23.65347525463437,11,31.4,1161.7705598940136,"MAT0578,MAT0970",SKU0065
MATI0211,MAT0211,chem_pack,Grade B,pcs,SUP0624,pack,18.538336063951167,23,147.78,326.54781443913527,MAT0040,SKU0077
MATI0212,MAT0212,electronics,Grade A,pcs,SUP0876,component,27.806154123224957,33,557.45,396.02274253297975,"MAT0133,MAT0865",SKU0598
MATI0213,MAT0213,plastic,Premium,meter,SUP0588,raw,39.984597444681036,10,70.26,519.8469286265058,MAT0585,SKU0660
MATI0214,MAT0214,plastic,Premium,box,SUP0840,component,13.075362410537565,18,162.83,668.3922110642461,"MAT0699,MAT1009",SKU0700
MATI0215,MAT0215,textile,Premium,kg,SUP0678,sub-assembly,16.29769655941589,33,94.06,440.3913482650771,"MAT0863,MAT0542,MAT0377",SKU0776
MATI0216,MAT0216,glass,Grade A,meter,SUP0193,sub-assembly,18.34757069925083,20,100.0,1286.8919531099616,MAT0557,SKU0900
MATI0217,MAT0217,chem_pack,Grade B,kg,SUP0276,consumable,21.436192350269714,25,107.63,220.73363815474096,"MAT1187,MAT0148,MAT0145",SKU0912
MATI0218,MAT0218,chem_pack,Grade B,box,SUP0984,raw,10.178829508299676,15,179.13,188.4990577947629,"MAT0685,MAT0390",SKU0633
MATI0219,MAT0219,chem_pack,Grade B,g,SUP0409,pack,20.60840701754433,7,54.26,251.70384309906356,"MAT0582,MAT0356",SKU0816
MATI0220,MAT0220,textile,Grade A,g,SUP0009,pack,27.939232575938785,15,89.97,423.96930104898837,"MAT0485,MAT0319",SKU1077
MATI0221,MAT0221,electronics,Grade A,box,SUP0629,raw,2.0,12,267.91,345.97791662464005,"MAT0782,MAT0350",SKU0783
MATI0222,MAT0222,glass,Grade C,kg,SUP0858,sub-assembly,31.0703495457654,17,78.57,950.3756048483613,"MAT0746,MAT0906",SKU0562
MATI0223,MAT0223,electronics,Grade C,pcs,SUP1024,sub-assembly,17.357465845420375,13,100.4,180.06683483920358,MAT0453,SKU0195
MATI0224,MAT0224,textile,Premium,kg,SUP0978,sub-assembly,31.33482601054132,20,105.49,465.872576766752,"MAT0665,MAT0300",SKU0175
MATI0225,MAT0225,glass,Grade B,kg,SUP1132,consumable,4.398732380385985,14,56.38,1067.2196263535764,"MAT0347,MAT0734,MAT0797",SKU0215
MATI0226,MAT0226,aluminum,Grade A,pcs,SUP0272,sub-assembly,25.272348090375644,29,82.31,1016.235960366592,MAT0619,SKU1150
MATI0227,MAT0227,chem_pack,Premium,box,SUP0858,raw,34.24031738402478,26,62.69,329.12489884593174,MAT1141,SKU0640
MATI0228,MAT0228,steel,Grade C,meter,SUP0375,raw,27.954276209488405,10,83.73,1169.3983168205566,"MAT1077,MAT0800,MAT0510",SKU0344
MATI0229,MAT0229,steel,Premium,liter,SUP1052,raw,6.880565101249413,38,270.78,876.4029781346983,"MAT0148,MAT0140,MAT0893",SKU0045
MATI0230,MAT0230,textile,Premium,g,SUP0291,consumable,19.975263690108548,11,118.69,397.9212282661697,MAT0353,SKU0772
MATI0231,MAT0231,plastic,Grade A,pcs,SUP0859,consumable,29.147398747545957,9,85.6,738.5242083357857,"MAT0278,MAT1123",SKU0962
MATI0232,MAT0232,chem_pack,Premium,liter,SUP0984,pack,6.265061347191125,34,228.05,159.39303242926468,"MAT0239,MAT0367",SKU0105
MATI0233,MAT0233,steel,Grade C,g,SUP0712,component,26.327934977693076,12,17.37,918.4773167686965,MAT0442,SKU0915
MATI0234,MAT0234,textile,Premium,box,SUP0506,component,26.371373174086923,19,73.39,329.1772810461283,"MAT0498,MAT0064,MAT0852",SKU0137
MATI0235,MAT0235,aluminum,Grade C,meter,SUP0559,component,14.040572059903361,8,59.22,695.4247022976999,"MAT0080,MAT0819",SKU0765
MATI0236,MAT0236,glass,Grade A,pcs,SUP0437,pack,38.6834644284687,14,30.44,1024.9589394374539,"MAT0914,MAT1050",SKU0520
MATI0237,MAT0237,glass,Grade A,liter,SUP0140,component,15.32319137362342,16,93.32,1061.7618862676504,MAT0883,SKU0756
MATI0238,MAT0238,aluminum,Grade B,g,SUP0603,sub-assembly,25.326929056612343,14,27.68,999.8803326946884,"MAT0460,MAT0610",SKU0811
MATI0239,MAT0239,plastic,Grade A,kg,SUP0727,component,25.43125885127467,13,128.31,843.3002743618983,MAT0492,SKU0586
MATI0240,MAT0240,steel,Grade C,kg,SUP0877,pack,5.100321787027903,18,70.89,1058.5561962129225,"MAT0705,MAT0208,MAT0329",SKU0007
MATI0241,MAT0241,electronics,Premium,box,SUP0071,component,14.93494627476376,32,141.97,373.2275475156208,"MAT1141,MAT0636,MAT0923",SKU0903
MATI0242,MAT0242,aluminum,Grade C,box,SUP0793,consumable,19.726944443131146,10,97.76,649.2361571998237,"MAT0429,MAT0121",SKU0075
MATI0243,MAT0243,steel,Grade B,box,SUP0347,consumable,24.681766275858124,3,91.77,978.5077419263157,MAT0874,SKU1118
MATI0244,MAT0244,chem_pack,Premium,pcs,SUP0850,pack,35.61097704558266,38,211.74,182.1156875943535,MAT0404,SKU0571
MATI0245,MAT0245,textile,Grade B,pcs,SUP0597,sub-assembly,36.825905465233,12,83.0,325.59297826190993,MAT0368,SKU0112
MATI0246,MAT0246,glass,Premium,liter,SUP1137,component,8.830283448394553,12,59.39,1221.8286833776683,"MAT0158,MAT1071",SKU0914
MATI0247,MAT0247,glass,Grade B,pcs,SUP0131,pack,21.128811197841827,13,179.41,1368.1522234960903,MAT0873,SKU0342
MATI0248,MAT0248,electronics,Grade C,meter,SUP0307,pack,19.2211303989816,8,174.3,265.6407676059807,"MAT0315,MAT0964,MAT0814",SKU1143
MATI0249,MAT0249,plastic,Grade A,liter,SUP0865,pack,25.77969319689499,14,109.62,730.993046823722,"MAT0624,MAT1117,MAT0925",SKU0401
MATI0250,MAT0250,steel,Grade B,kg,SUP0249,consumable,7.451214890696627,15,91.95,753.5485292135024,"MAT0337,MAT0472",SKU0068
MATI0251,MAT0251,textile,Grade B,g,SUP0304,component,19.52435129687175,23,109.83,404.7630786941172,MAT0423,SKU0485
MATI0252,MAT0252,glass,Grade C,box,SUP0780,pack,5.988614016126233,13,109.88,942.8376753593484,"MAT0067,MAT1052,MAT0235",SKU0186
MATI0253,MAT0253,steel,Premium,meter,SUP0615,component,28.817502441363416,4,374.23,934.514732644985,"MAT0232,MAT0375",SKU0192
MATI0254,MAT0254,aluminum,Grade A,liter,SUP0176,consumable,9.004049484651658,8,73.49,762.9043330689223,MAT0175,SKU1068
MATI0255,MAT0255,plastic,Grade B,meter,SUP0392,raw,7.205537585796048,35,131.13,520.2620013735822,"MAT1130,MAT0301,MAT0074",SKU0903
MATI0256,MAT0256,chem_pack,Grade B,liter,SUP0773,consumable,26.859689481981256,10,106.31,297.7794669166444,"MAT0937,MAT0836",SKU0878
MATI0257,MAT0257,electronics,Grade C,liter,SUP0079,pack,15.566550404483477,25,31.43,328.65040820579065,MAT0401,SKU0915
MATI0258,MAT0258,aluminum,Grade A,liter,SUP1148,raw,11.03541516589374,11,168.16,1008.8055044302291,"MAT0668,MAT0768",SKU0199
MATI0259,MAT0259,aluminum,Grade C,box,SUP0480,component,16.94600300194325,29,149.31,1073.1572422821591,"MAT0501,MAT0091",SKU0245
MATI0260,MAT0260,steel,Grade C,meter,SUP0551,pack,36.19488875681665,19,110.99,905.4308965785533,"MAT0920,MAT0728",SKU0685
MATI0261,MAT0261,aluminum,Grade C,liter,SUP0789,consumable,17.34745980606982,7,55.94,978.1441617404059,"MAT0825,MAT0781",SKU0619
MATI0262,MAT0262,aluminum,Premium,g,SUP0258,sub-assembly,25.973956985660372,9,150.65,754.9273566066549,MAT1117,SKU0796
MATI0263,MAT0263,glass,Grade C,box,SUP0675,sub-assembly,8.889054890840814,7,78.46,1059.7134092508934,"MAT0048,MAT0922",SKU0315
MATI0264,MAT0264,steel,Premium,box,SUP1194,component,25.281155402633974,31,168.38,1117.9552700146196,"MAT1072,MAT0262",SKU0284
MATI0265,MAT0265,glass,Grade A,pcs,SUP1151,sub-assembly,20.470877068428027,8,177.29,1339.1036705056754,"MAT0528,MAT0720,MAT0711",SKU0759
MATI0266,MAT0266,plastic,Grade B,meter,SUP0460,pack,24.44836227999192,14,123.28,650.3796168709334,"MAT0859,MAT0260,MAT0968",SKU0404
MATI0267,MAT0267,textile,Grade C,meter,SUP1190,component,32.91339468889091,17,36.45,440.8330748140487,"MAT0618,MAT0945",SKU0512
MATI0268,MAT0268,chem_pack,Grade A,liter,SUP0137,pack,2.9927122454675468,20,137.78,303.81362054640624,"MAT0660,MAT0923,MAT0613",SKU0762
MATI0269,MAT0269,chem_pack,Grade C,g,SUP1080,raw,18.240826379461396,13,60.98,164.7571078069634,"MAT0347,MAT0171,MAT1065",SKU1105
MATI0270,MAT0270,chem_pack,Grade A,liter,SUP0500,pack,10.98737040835863,7,149.38,270.1456295517289,MAT0137,SKU0775
MATI0271,MAT0271,glass,Grade C,liter,SUP0377,sub-assembly,12.759999406102345,8,16.81,1097.6681898246989,"MAT1014,MAT0827,MAT0689",SKU0779
MATI0272,MAT0272,textile,Premium,box,SUP0106,sub-assembly,21.907852921173898,9,316.42,218.848553390549,"MAT0409,MAT0410,MAT1165",SKU0651
MATI0273,MAT0273,textile,Grade A,pcs,SUP0744,raw,22.832398992487384,3,53.09,364.1515307768417,"MAT0046,MAT0995",SKU0529
MATI0274,MAT0274,electronics,Grade A,g,SUP0100,sub-assembly,29.450435683385095,23,99.67,415.08617761913627,"MAT0764,MAT1085,MAT1048",SKU0732
MATI0275,MAT0275,aluminum,Grade C,meter,SUP0876,component,24.853804448764947,24,65.06,989.9501440107167,MAT0758,SKU0277
MATI0276,MAT0276,plastic,Grade B,box,SUP0058,sub-assembly,19.46631758405067,9,30.63,580.3600305068619,"MAT1016,MAT1115,MAT0364",SKU0761
MATI0277,MAT0277,plastic,Premium,box,SUP0630,consumable,15.86749851472295,39,81.36,588.428941574527,MAT1023,SKU0688
MATI0278,MAT0278,chem_pack,Grade A,liter,SUP0546,consumable,29.026232765558305,17,150.04,196.56475642490798,MAT1159,SKU0166
MATI0279,MAT0279,aluminum,Premium,meter,SUP1187,consumable,9.996753894659616,30,321.06,608.9957528178854,"MAT0692,MAT0801",SKU0803
MATI0280,MAT0280,aluminum,Premium,box,SUP0551,raw,32.44007302718467,28,130.02,636.8114469257805,"MAT0133,MAT0195,MAT0730",SKU0394
MATI0281,MAT0281,plastic,Grade C,kg,SUP0380,pack,23.990441672728483,16,40.44,787.6996409323888,"MAT0070,MAT0132,MAT0350",SKU0345
MATI0282,MAT0282,plastic,Grade B,kg,SUP0881,consumable,11.504713501753098,5,35.63,718.6598926439779,"MAT0407,MAT0183",SKU0844
MATI0283,MAT0283,textile,Grade C,meter,SUP1042,component,28.1047098800851,20,186.1,408.8168106897663,MAT0156,SKU1095
MATI0284,MAT0284,steel,Grade B,pcs,SUP0653,consumable,29.805806314628537,24,87.97,1057.7072024529305,"MAT0246,MAT0569",SKU1160
MATI0285,MAT0285,aluminum,Grade B,kg,SUP0910,component,2.0,12,88.28,636.8335058099569,MAT0990,SKU1142
MATI0286,MAT0286,chem_pack,Grade C,meter,SUP1033,raw,3.9501161112219894,20,36.25,347.0097637699668,"MAT0810,MAT0321,MAT0780",SKU0080
MATI0287,MAT0287,textile,Premium,meter,SUP0552,pack,23.261341246683017,17,136.31,490.80677495472736,"MAT0535,MAT0167,MAT1162",SKU0104
MATI0288,MAT0288,plastic,Grade C,liter,SUP1048,sub-assembly,26.49159961436657,10,36.25,513.655732929282,"MAT0535,MAT0003,MAT0182",SKU0955
MATI0289,MAT0289,chem_pack,Premium,g,SUP0961,sub-assembly,22.916541592083192,17,384.95,136.27102916513968,"MAT0624,MAT0573",SKU0995
MATI0290,MAT0290,aluminum,Grade C,pcs,SUP0206,sub-assembly,17.496696890127,13,81.8,1009.8439374010193,MAT0534,SKU1152
MATI0291,MAT0291,textile,Premium,box,SUP0519,raw,29.896566569529217,22,107.24,382.40147008250926,MAT1142,SKU0810
MATI0292,MAT0292,aluminum,Grade A,meter,SUP0050,pack,18.798644944661813,12,45.99,1095.8578321723496,MAT0277,SKU1093
MATI0293,MAT0293,textile,Grade A,g,SUP0921,raw,26.29477430797601,11,79.91,274.0726146443433,"MAT0727,MAT0415",SKU0516
MATI0294,MAT0294,glass,Grade A,g,SUP0848,consumable,16.11913784246041,6,74.55,1277.2918439715288,"MAT0797,MAT1062,MAT0263",SKU0683
MATI0295,MAT0295,steel,Grade B,box,SUP0048,sub-assembly,14.698522805147643,68,90.45,962.3371018893101,"MAT0119,MAT0793",SKU0603
MATI0296,MAT0296,glass,Grade B,pcs,SUP0012,component,11.98971949565863,13,21.47,1133.109994424021,MAT1017,SKU0301
MATI0297,MAT0297,glass,Grade C,liter,SUP0729,consumable,27.627158345040307,9,29.89,925.3328933637717,"MAT0345,MAT1173",SKU0796
MATI0298,MAT0298,textile,Premium,g,SUP0473,sub-assembly,35.82171530752745,26,73.89,382.0224747480939,"MAT0529,MAT0764",SKU0830
MATI0299,MAT0299,chem_pack,Grade A,kg,SUP0053,pack,17.72235863220333,20,183.07,218.56214616712543,"MAT0436,MAT0080,MAT0143",SKU0268
MATI0300,MAT0300,electronics,Grade A,meter,SUP0065,consumable,17.886728842603716,25,42.59,232.94904046710673,"MAT0111,MAT0668",SKU0907
MATI0301,MAT0301,plastic,Premium,meter,SUP1040,sub-assembly,5.363661820130473,26,227.95,834.8245836871238,"MAT0723,MAT0742,MAT1138",SKU0256
MATI0302,MAT0302,textile,Grade B,liter,SUP0551,component,26.73257803929582,35,147.51,264.26093156917995,"MAT0958,MAT0968,MAT1167",SKU0164
MATI0303,MAT0303,glass,Grade C,g,SUP0909,consumable,19.752006613723196,9,28.41,980.1877258927858,"MAT0085,MAT0481,MAT0178",SKU0320
MATI0304,MAT0304,glass,Grade A,meter,SUP0540,sub-assembly,10.43970097348073,19,372.85,852.1135024657945,MAT0244,SKU1069
MATI0305,MAT0305,aluminum,Premium,liter,SUP1105,pack,27.399012662244957,7,137.75,938.1130235647245,MAT0362,SKU0184
MATI0306,MAT0306,glass,Grade B,box,SUP1015,sub-assembly,22.34984891781633,15,65.58,970.3233584878376,MAT0616,SKU1102
MATI0307,MAT0307,plastic,Premium,g,SUP1087,component,40.76683727675929,27,142.1,883.1534496877068,"MAT0982,MAT0584,MAT0507",SKU1106
MATI0308,MAT0308,chem_pack,Grade A,box,SUP0775,component,19.085226295596733,10,174.27,297.96541260613105,MAT0128,SKU0072
MATI0309,MAT0309,glass,Grade C,box,SUP0018,consumable,3.9374221720392013,69,55.35,1340.7061589192147,"MAT0022,MAT0539",SKU0341
MATI0310,MAT0310,glass,Premium,liter,SUP0484,consumable,6.00211618171773,18,51.9,917.8505236239148,"MAT0874,MAT0288,MAT0090",SKU0967
MATI0311,MAT0311,steel,Grade A,pcs,SUP0118,consumable,20.190275186919305,6,78.24,1019.8893688329193,"MAT0359,MAT0640",SKU0365
MATI0312,MAT0312,plastic,Premium,liter,SUP0612,consumable,29.075660349019444,27,123.28,851.9363454761178,MAT0334,SKU0818
MATI0313,MAT0313,chem_pack,Premium,g,SUP0578,component,12.615317966043946,68,262.59,350.7638441803267,MAT0730,SKU0486
MATI0314,MAT0314,textile,Grade B,meter,SUP0659,sub-assembly,12.908953334447792,4,166.08,395.0641796784223,MAT0836,SKU0101
MATI0315,MAT0315,electronics,Premium,meter,SUP1127,sub-assembly,17.81285804361527,27,121.0,407.42417863455603,"MAT0758,MAT0442,MAT0027",SKU0504
MATI0316,MAT0316,textile,Premium,box,SUP0272,consumable,20.466380733197433,10,104.34,244.28825083686996,"MAT0187,MAT0919",SKU0436
MATI0317,MAT0317,glass,Grade A,box,SUP1046,raw,25.123736137137406,17,57.03,824.3381466545642,MAT1034,SKU0687
MATI0318,MAT0318,chem_pack,Grade A,meter,SUP0931,consumable,7.33770046057522,8,261.41,231.62070397753783,MAT1018,SKU0361
MATI0319,MAT0319,plastic,Grade A,kg,SUP0536,component,28.849600471602106,30,70.31,626.9254392658197,MAT0621,SKU1091
MATI0320,MAT0320,plastic,Grade B,pcs,SUP0561,consumable,26.925758141590297,15,49.2,870.3990637535805,"MAT0329,MAT1131",SKU0840
MATI0321,MAT0321,electronics,Grade C,liter,SUP0471,component,8.256827812821808,36,85.67,183.86025478241424,"MAT0201,MAT0364",SKU0130
MATI0322,MAT0322,glass,Grade A,pcs,SUP0766,sub-assembly,7.503817323213941,9,31.06,990.2299336722433,"MAT0204,MAT0873",SKU1035
MATI0323,MAT0323,plastic,Grade B,kg,SUP0930,pack,21.841136814567367,16,96.87,639.8988508241314,"MAT1173,MAT1045,MAT0157",SKU1100
MATI0324,MAT0324,textile,Grade B,liter,SUP0039,raw,10.930705108209658,4,58.14,413.89332467399197,MAT0543,SKU0754
MATI0325,MAT0325,electronics,Grade C,meter,SUP1191,component,21.454924369799585,86,434.36,180.44639444538458,MAT0283,SKU0818
MATI0326,MAT0326,textile,Grade B,box,SUP0134,pack,8.371191152896785,57,48.32,454.97094871254086,"MAT0183,MAT0283,MAT0290",SKU0839
MATI0327,MAT0327,glass,Grade B,liter,SUP0189,raw,25.53215420682357,67,59.64,1360.669315778064,"MAT0171,MAT0475",SKU0462
MATI0328,MAT0328,steel,Grade C,box,SUP0708,raw,14.206262363345383,45,113.98,942.056759697786,"MAT0055,MAT1161",SKU0186
MATI0329,MAT0329,electronics,Grade C,liter,SUP0127,consumable,17.055909109093403,12,131.96,205.96239366469734,MAT0774,SKU0962
MATI0330,MAT0330,chem_pack,Premium,kg,SUP0894,component,18.702646426384526,17,296.38,132.16979287189812,MAT0493,SKU0428
MATI0331,MAT0331,electronics,Premium,pcs,SUP0263,raw,15.112531104898443,21,134.59,242.02479953866785,MAT0629,SKU0402
MATI0332,MAT0332,aluminum,Premium,box,SUP0385,pack,11.932572084047681,22,59.99,667.2887113232198,MAT0925,SKU0883
MATI0333,MAT0333,chem_pack,Premium,box,SUP0711,pack,23.19439313762648,9,789.19,240.70724101811365,"MAT0731,MAT0227",SKU1009
MATI0334,MAT0334,aluminum,Grade B,pcs,SUP1135,pack,36.64160207307318,9,114.53,805.0881834688231,MAT0175,SKU0740
MATI0335,MAT0335,chem_pack,Grade C,kg,SUP0239,raw,25.086063991380634,8,94.51,166.0229241874276,"MAT1038,MAT0882,MAT0287",SKU0683
MATI0336,MAT0336,textile,Grade C,g,SUP1020,sub-assembly,15.50464242318007,14,83.66,449.9520110571576,"MAT0249,MAT0383,MAT0666",SKU0184
MATI0337,MAT0337,glass,Grade C,meter,SUP0788,raw,31.985893366753594,14,23.6,1160.1789333526922,MAT0571,SKU0401
MATI0338,MAT0338,aluminum,Premium,liter,SUP0630,consumable,15.999975111423788,13,90.79,913.14855440922,"MAT0009,MAT0796",SKU0035
MATI0339,MAT0339,plastic,Premium,kg,SUP1056,sub-assembly,24.26520643062552,21,53.21,773.3366325978723,MAT1057,SKU0373
MATI0340,MAT0340,steel,Grade B,liter,SUP0768,sub-assembly,11.32711000213941,7,92.87,1132.4049068151292,"MAT1094,MAT1085,MAT1173",SKU1110
MATI0341,MAT0341,textile,Grade A,liter,SUP0972,sub-assembly,10.491820793733389,10,37.07,402.47855206332446,MAT0166,SKU0543
MATI0342,MAT0342,chem_pack,Grade C,liter,SUP0712,consumable,20.268517661049366,11,123.67,151.915723247208,MAT0302,SKU0807
MATI0343,MAT0343,electronics,Grade C,g,SUP0571,consumable,10.645664761015839,29,167.91,271.9439193592335,"MAT0561,MAT0199,MAT0917",SKU0979
MATI0344,MAT0344,textile,Grade C,pcs,SUP0367,component,21.42943370995509,20,102.65,356.48173633261655,"MAT0370,MAT0922,MAT0179",SKU1124
MATI0345,MAT0345,chem_pack,Grade A,g,SUP0321,sub-assembly,9.89213916620518,22,176.62,164.45284246302936,MAT0493,SKU0209
MATI0346,MAT0346,chem_pack,Grade A,box,SUP0076,consumable,7.547417801477588,10,152.19,345.6573117969451,"MAT0663,MAT0181,MAT0435",SKU0486
MATI0347,MAT0347,chem_pack,Grade C,kg,SUP0345,pack,9.54742557055214,18,64.23,180.55660005372957,"MAT0520,MAT0042,MAT0646",SKU0617
MATI0348,MAT0348,steel,Grade C,g,SUP0966,raw,11.393337514451035,11,81.03,1086.034030077503,"MAT0608,MAT0347,MAT0865",SKU0763
MATI0349,MAT0349,chem_pack,Grade C,box,SUP0359,component,18.73842827624734,11,77.28,348.3852588546715,"MAT0442,MAT0955,MAT0127",SKU0812
MATI0350,MAT0350,steel,Grade C,pcs,SUP0553,consumable,27.112438158031804,22,20.16,837.4052031460803,"MAT1183,MAT0889,MAT0472",SKU0115
MATI0351,MAT0351,plastic,Premium,pcs,SUP0460,sub-assembly,26.09278698682701,12,68.72,682.263149524309,"MAT0126,MAT0384",SKU0121
MATI0352,MAT0352,aluminum,Grade B,g,SUP1011,consumable,17.376940218562016,17,135.15,724.3961277232727,"MAT0911,MAT0870",SKU0367
MATI0353,MAT0353,electronics,Grade C,g,SUP0695,raw,15.953582419592909,15,42.01,377.39859573327874,"MAT0543,MAT0646,MAT0038",SKU0026
MATI0354,MAT0354,steel,Premium,box,SUP0450,component,19.112818986728996,8,60.05,1097.6216769725706,MAT0060,SKU0813
MATI0355,MAT0355,chem_pack,Premium,g,SUP1118,consumable,9.185165298138706,12,141.22,334.3983459279249,"MAT0652,MAT0517",SKU0733
MATI0356,MAT0356,glass,Grade A,g,SUP0018,consumable,3.2609213739325678,12,23.07,837.6198193039603,"MAT0741,MAT0681,MAT0339",SKU0855
MATI0357,MAT0357,steel,Grade A,kg,SUP0160,component,21.506920391765348,14,157.57,1070.0250714638528,"MAT0436,MAT0399,MAT0852",SKU0072
MATI0358,MAT0358,chem_pack,Premium,g,SUP0153,pack,27.8084812472175,6,233.88,259.1156436924507,"MAT0552,MAT0811",SKU0036
MATI0359,MAT0359,steel,Grade C,g,SUP0117,pack,5.609039822006145,11,109.28,911.7419809290126,"MAT0397,MAT1162",SKU0708
MATI0360,MAT0360,plastic,Grade C,pcs,SUP0189,consumable,29.000959518688916,31,58.91,855.7918612442288,MAT0098,SKU1197
MATI0361,MAT0361,aluminum,Grade A,g,SUP0824,sub-assembly,15.708428568507452,23,60.97,1033.6751787980222,"MAT0281,MAT0117,MAT0046",SKU1012
MATI0362,MAT0362,electronics,Grade A,kg,SUP0878,component,19.304743221947337,14,64.83,347.9365340665142,MAT0755,SKU0474
MATI0363,MAT0363,aluminum,Grade C,pcs,SUP0097,component,15.204978536821503,8,86.16,686.0349499092019,MAT1198,SKU0555
MATI0364,MAT0364,textile,Grade A,liter,SUP0039,sub-assembly,11.08534726095218,19,130.19,277.88669993219173,"MAT0722,MAT0306,MAT0673",SKU1168
MATI0365,MAT0365,steel,Premium,box,SUP1085,raw,29.489088804161074,32,61.09,778.0399682702348,"MAT0426,MAT0352",SKU0785
MATI0366,MAT0366,steel,Premium,g,SUP0984,sub-assembly,8.061522542606031,45,56.37,828.120858035158,"MAT0614,MAT0529,MAT0798",SKU0577
MATI0367,MAT0367,steel,Premium,liter,SUP0948,raw,12.11987299669155,13,118.04,1086.5820995351621,"MAT1061,MAT1116",SKU0552
MATI0368,MAT0368,aluminum,Grade A,box,SUP0829,component,2.556190130815848,9,110.39,766.8008900035954,"MAT1059,MAT0721",SKU0601
MATI0369,MAT0369,glass,Grade B,meter,SUP0502,raw,14.758285786946507,24,122.69,969.5695601932014,MAT0553,SKU0200
MATI0370,MAT0370,textile,Grade A,kg,SUP0389,consumable,33.94292572331474,22,126.11,274.66879535013084,"MAT0920,MAT0410",SKU0429
MATI0371,MAT0371,textile,Grade C,g,SUP0399,component,14.19344989810578,18,49.17,215.14230316174982,"MAT0383,MAT0601,MAT0782",SKU0341
MATI0372,MAT0372,steel,Grade C,pcs,SUP0627,component,11.146873673433777,12,115.23,870.1071754457594,"MAT0144,MAT0190",SKU0157
MATI0373,MAT0373,plastic,Grade A,meter,SUP0058,raw,21.631866571149114,8,68.72,537.7820843654081,"MAT0299,MAT0555",SKU0245
