user_id,item_id,rating,consumption_qty,orders_placed,stockouts,wastage_rate
U0057,MATI0359,5.0,11,11,0,0.0
U0057,MATI0917,3.0,21,9,5,0.0593
U0057,MATI0380,5.0,10,5,2,0.0
U0057,MATI0642,2.0,7,3,3,0.2116
U0058,MATI0545,5.0,12,5,1,0.0339
U0058,MATI0937,4.0,53,16,6,0.0298
U0058,MATI0185,4.0,21,7,2,0.0528
U0058,MATI0985,1.0,15,8,10,0.2761
U0058,MATI0399,5.0,12,5,5,0.0
U0058,MATI0321,3.0,41,11,2,0.1675
U0058,MATI1192,5.0,11,4,2,0.0
U0058,MATI0839,5.0,26,12,1,0.0022
U0058,MATI0609,5.0,6,4,2,0.0
U0058,MATI0480,5.0,26,16,1,0.0
U0059,MATI0830,3.0,12,4,0,0.0606
U0059,MATI0364,4.0,19,8,6,0.0697
U0059,MATI0878,5.0,31,10,3,0.0
U0059,MATI0884,3.0,35,12,4,0.1625
U0059,MATI0707,3.0,13,10,2,0.1373
U0059,MATI1118,5.0,18,4,1,0.0427
U0059,MATI0790,5.0,14,7,3,0.0109
U0059,MATI0695,2.0,20,6,7,0.2038
U0059,MATI0764,4.0,6,12,3,0.077
U0059,MATI1097,3.0,2,2,1,0.175
U0060,MATI0096,5.0,39,18,5,0.0
U0060,MATI0979,4.0,36,16,7,0.0
U0060,MATI1148,2.0,5,7,7,0.2334
U0060,MATI0710,5.0,27,8,2,0.0048
U0060,MATI1054,4.0,7,4,3,0.0627
U0060,MATI0899,5.0,36,17,2,0.0
U0060,MATI0984,5.0,21,10,1,0.0
U0060,MATI0911,5.0,18,13,2,0.0
U0060,MATI0725,4.0,12,7,4,0.012
U0060,MATI1175,5.0,14,9,3,0.0
U0061,MATI0417,3.0,15,5,1,0.1398
U0061,MATI0153,5.0,50,23,2,0.0162
U0061,MATI0344,2.0,14,8,7,0.216
U0061,MATI0729,4.0,17,9,1,0.0993
U0061,MATI0568,1.0,20,16,6,0.3462
U0061,MATI0653,5.0,33,14,4,0.028
U0061,MATI1061,4.0,17,4,3,0.0657
U0061,MATI0206,5.0,26,4,4,0.0
U0061,MATI0287,4.0,13,10,2,0.0558
U0061,MATI0224,4.0,17,5,5,0.0987
U0062,MATI0618,5.0,32,16,3,0.0072
U0062,MATI0280,4.0,25,9,4,0.0739
U0062,MATI1086,2.0,4,1,5,0.1971
U0062,MATI0859,5.0,9,7,3,0.007
U0062,MATI0547,5.0,53,16,2,0.0
U0062,MATI0775,5.0,23,7,1,0.0
U0062,MATI1162,5.0,26,11,2,0.0
U0062,MATI1184,2.0,11,6,9,0.1209
U0062,MATI0837,5.0,70,21,4,0.0
U0062,MATI0720,2.0,15,7,3,0.2322
U0063,MATI1021,5.0,26,6,1,0.0331
U0063,MATI0082,4.0,18,16,1,0.1298
U0063,MATI1099,5.0,29,11,6,0.0
U0063,MATI0491,5.0,15,5,1,0.0
U0063,MATI1039,5.0,14,7,0,0.0
U0063,MATI0071,2.0,16,6,8,0.2301
U0063,MATI0001,5.0,28,11,2,0.0
U0063,MATI0706,3.0,16,10,6,0.1109
U0063,MATI1154,4.0,6,5,6,0.0524
U0063,MATI0600,5.0,36,13,2,0.0143
U0064,MATI1164,5.0,10,2,1,0.0
U0064,MATI0105,4.0,17,4,4,0.127
U0064,MATI0695,2.0,14,10,3,0.1907
U0064,MATI1030,3.0,16,6,4,0.1262
U0064,MATI0915,4.0,21,11,4,0.0747
U0064,MATI0339,5.0,21,9,2,0.0
U0064,MATI1185,5.0,10,4,6,0.0
U0064,MATI0874,5.0,18,5,7,0.0084
U0064,MATI0223,2.0,11,10,4,0.2178
U0064,MATI0139,5.0,14,11,3,0.0
U0065,MATI1007,4.0,36,11,4,0.0
U0065,MATI0626,2.0,15,3,4,0.0837
U0065,MATI0932,5.0,9,7,3,0.0
U0065,MATI0073,5.0,39,9,0,0.0
U0065,MATI0629,4.0,14,5,5,0.0044
U0065,MATI0060,4.0,5,2,2,0.0863
U0065,MATI1194,5.0,19,8,1,0.0
U0065,MATI0594,3.0,14,7,5,0.0585
U0065,MATI0132,4.0,24,11,6,0.1206
U0065,MATI0310,5.0,21,5,4,0.0
U0066,MATI0480,5.0,37,10,2,0.0
U0066,MATI0059,3.0,44,20,8,0.183
U0066,MATI0651,5.0,17,8,3,0.0
U0066,MATI0698,3.0,61,25,7,0.1503
U0066,MATI0394,2.0,9,6,5,0.2044
U0066,MATI0226,5.0,26,23,3,0.0017
U0066,MATI0347,3.0,23,8,2,0.1778
U0066,MATI0696,5.0,39,16,2,0.0003
U0066,MATI0048,5.0,25,8,5,0.0
U0066,MATI0513,3.0,51,19,2,0.1845
U0067,MATI0432,3.0,26,12,4,0.167
U0067,MATI0390,3.0,8,2,8,0.1062
U0067,MATI1124,5.0,16,7,3,0.0
U0067,MATI0613,4.0,8,10,4,0.047
U0067,MATI0028,5.0,37,10,1,0.0
U0067,MATI0108,3.0,18,4,4,0.2083
U0067,MATI1172,5.0,25,8,3,0.0
U0067,MATI0203,5.0,85,34,2,0.0102
U0067,MATI0030,3.0,18,6,4,0.0783
U0067,MATI0818,5.0,21,8,0,0.0
U0068,MATI0826,5.0,19,5,3,0.0
U0068,MATI0295,5.0,71,24,1,0.0
U0068,MATI0575,1.0,18,6,7,0.3225
U0068,MATI0146,5.0,14,3,3,0.0
U0068,MATI0073,5.0,44,15,1,0.0
U0068,MATI0297,5.0,13,6,4,0.0952
U0068,MATI1155,3.0,6,6,5,0.0539
U0068,MATI0692,3.0,9,3,5,0.1288
U0068,MATI0171,5.0,48,17,3,0.0041
U0068,MATI0147,5.0,34,17,3,0.0
U0069,MATI1112,2.0,7,1,6,0.0928
U0069,MATI0297,4.0,9,8,2,0.1047
U0069,MATI0310,5.0,17,9,2,0.0
U0069,MATI0632,5.0,33,14,3,0.0
U0069,MATI0069,2.0,12,2,4,0.2107
U0069,MATI0459,2.0,10,6,5,0.1783
U0069,MATI1082,5.0,15,7,3,0.0
U0069,MATI0352,4.0,26,10,0,0.0424
U0069,MATI1006,5.0,28,13,2,0.0
U0069,MATI0586,5.0,18,8,1,0.0
U0070,MATI0351,4.0,12,4,7,0.0208
U0070,MATI0396,4.0,14,5,4,0.0444
U0070,MATI0159,2.0,14,4,4,0.1751
U0070,MATI1036,2.0,39,13,2,0.2115
U0070,MATI0735,5.0,22,8,4,0.0
U0070,MATI0847,2.0,11,8,7,0.1908
U0070,MATI0700,2.0,14,7,3,0.2469
U0070,MATI0838,3.0,21,8,3,0.024
U0070,MATI1165,3.0,23,7,3,0.0771
U0070,MATI0300,3.0,23,8,3,0.1181
U0071,MATI0780,5.0,17,6,2,0.0533
U0071,MATI1177,3.0,11,5,7,0.13
U0071,MATI0287,4.0,18,8,8,0.0553
U0071,MATI0402,4.0,28,10,3,0.0436
U0071,MATI0962,4.0,9,7,2,0.0
U0071,MATI0098,2.0,9,3,3,0.1228
U0071,MATI0260,4.0,17,9,0,0.1502
U0071,MATI0714,5.0,23,6,3,0.0032
U0071,MATI0513,4.0,55,24,1,0.1823
U0071,MATI0667,4.0,13,8,4,0.0641
U0072,MATI0024,5.0,23,8,0,0.0247
U0072,MATI0820,3.0,15,6,6,0.1306
U0072,MATI1114,5.0,25,7,3,0.0
U0072,MATI0695,1.0,12,6,8,0.1979
U0072,MATI1128,3.0,14,12,4,0.1241
U0072,MATI1141,5.0,6,3,3,0.0399
U0072,MATI0960,4.0,27,13,0,0.0474
U0072,MATI0598,3.0,34,21,6,0.1523
U0072,MATI0687,4.0,23,9,5,0.0629
U0072,MATI0671,5.0,52,12,5,0.0
U0073,MATI0342,1.0,2,4,10,0.2516
U0073,MATI1107,3.0,36,14,5,0.1651
U0073,MATI0813,5.0,19,10,2,0.0308
U0073,MATI1146,5.0,71,28,0,0.0
U0073,MATI0201,3.0,24,11,2,0.116
U0073,MATI0117,3.0,7,3,1,0.1321
U0073,MATI0111,5.0,21,10,2,0.0
U0073,MATI0471,5.0,23,7,4,0.0
U0073,MATI0500,4.0,48,30,1,0.125
U0073,MATI0018,2.0,34,14,3,0.2082
U0074,MATI1152,2.0,25,5,1,0.0988
U0074,MATI0369,5.0,28,10,3,0.0
U0074,MATI0137,5.0,23,8,5,0.0
U0074,MATI0873,5.0,22,8,0,0.0374
U0074,MATI0147,5.0,33,11,0,0.0
U0074,MATI0796,2.0,11,2,5,0.2249
U0074,MATI1084,5.0,29,7,2,0.0213
U0074,MATI0752,5.0,12,4,0,0.0
U0074,MATI0119,4.0,15,9,6,0.0
U0074,MATI1076,2.0,26,12,8,0.1986
U0075,MATI0765,4.0,21,12,3,0.0786
U0075,MATI0127,5.0,1,2,2,0.0578
U0075,MATI0303,5.0,13,5,2,0.0349
U0075,MATI0315,4.0,31,8,5,0.0437
U0075,MATI0715,5.0,14,4,2,0.0
U0075,MATI0887,2.0,10,2,9,0.1695
U0075,MATI0112,4.0,20,5,3,0.0433
U0075,MATI0472,5.0,41,16,1,0.0
U0075,MATI0485,1.0,8,7,8,0.136
U0075,MATI1184,2.0,10,5,1,0.1177
U0076,MATI0550,5.0,11,5,4,0.0
U0076,MATI0987,2.0,7,5,5,0.1671
U0076,MATI0026,5.0,5,4,4,0.0153
U0076,MATI0514,2.0,15,10,4,0.236
U0076,MATI0267,2.0,7,5,6,0.2306
U0076,MATI0153,5.0,51,18,2,0.015
U0076,MATI0905,4.0,19,8,0,0.0238
U0076,MATI0842,5.0,54,30,7,0.0
U0076,MATI0814,3.0,9,1,6,0.1283
U0076,MATI0420,2.0,16,5,5,0.1039
U0077,MATI0201,3.0,25,8,4,0.1275
U0077,MATI0461,5.0,27,9,3,0.0085
U0077,MATI0987,2.0,13,7,2,0.1632
U0077,MATI0440,5.0,35,16,6,0.0
U0077,MATI0571,5.0,19,7,0,0.0
U0077,MATI0869,5.0,24,9,1,0.0
U0077,MATI0102,4.0,13,5,2,0.1332
U0077,MATI0049,5.0,76,30,0,0.0
U0077,MATI0170,5.0,30,16,4,0.0
U0077,MATI0424,2.0,11,6,6,0.2636
U0078,MATI1174,5.0,33,14,4,0.0
U0078,MATI0246,5.0,17,7,1,0.0
U0078,MATI0123,5.0,28,8,5,0.0091
U0078,MATI0163,5.0,26,6,2,0.0
U0078,MATI1198,5.0,77,22,4,0.0
U0078,MATI0385,5.0,25,6,8,0.0
U0078,MATI1072,3.0,5,1,3,0.0898
U0078,MATI0264,5.0,43,17,5,0.0
U0078,MATI1195,4.0,18,3,2,0.0373
U0078,MATI1139,4.0,46,17,3,0.0738
U0079,MATI0136,2.0,10,4,5,0.1665
U0079,MATI0729,4.0,23,15,1,0.1202
U0079,MATI0168,5.0,9,2,2,0.0197
U0079,MATI0290,5.0,17,7,2,0.0235
U0079,MATI0029,2.0,22,13,0,0.1909
U0079,MATI0126,4.0,29,6,1,0.0394
U0079,MATI1061,4.0,11,6,6,0.0512
U0079,MATI0270,4.0,6,3,2,0.0807
U0079,MATI0080,2.0,6,3,5,0.2031
U0079,MATI0959,5.0,24,9,1,0.0449
U0080,MATI0670,5.0,25,11,2,0.0002
U0080,MATI0686,4.0,38,16,3,0.0235
U0080,MATI1132,3.0,24,11,6,0.1423
U0080,MATI1169,3.0,30,11,3,0.1788
U0080,MATI0286,3.0,19,9,3,0.1045
U0080,MATI0726,4.0,45,15,8,0.0144
U0080,MATI1018,4.0,25,7,7,0.0752
U0080,MATI1174,5.0,34,9,0,0.0
U0080,MATI0476,5.0,53,21,4,0.0
U0080,MATI1028,3.0,28,13,4,0.1423
U0081,MATI0258,5.0,16,15,3,0.0
U0081,MATI0838,3.0,18,9,10,0.0185
U0081,MATI1019,5.0,14,4,2,0.0
U0081,MATI0804,5.0,21,10,0,0.0
U0081,MATI0863,4.0,16,14,8,0.0558
U0081,MATI0584,3.0,31,17,9,0.1043
U0081,MATI0710,5.0,41,15,2,0.0031
U0081,MATI0618,5.0,27,17,4,0.0158
U0081,MATI0801,5.0,31,11,2,0.0758
U0081,MATI0861,1.0,6,6,4,0.1804
U0082,MATI0536,1.0,12,5,7,0.1554
U0082,MATI0415,2.0,25,9,3,0.104
U0082,MATI0033,2.0,10,7,3,0.2173
U0082,MATI0488,5.0,20,13,1,0.0
U0082,MATI0565,2.0,9,4,1,0.1289
U0082,MATI0253,4.0,5,2,4,0.0
U0082,MATI0268,4.0,9,9,3,0.0348
U0082,MATI0426,5.0,15,6,2,0.0
U0082,MATI0736,4.0,27,10,5,0.0
U0082,MATI0290,5.0,15,8,1,0.0191
U0083,MATI0029,3.0,34,10,5,0.1924
U0083,MATI0950,5.0,19,7,0,0.0
U0083,MATI0784,2.0,5,1,6,0.17
U0083,MATI0606,5.0,23,8,2,0.026
U0083,MATI1195,4.0,13,9,2,0.0545
U0083,MATI0737,2.0,9,5,6,0.2191
U0083,MATI1173,4.0,17,7,3,0.0245
U0083,MATI0719,5.0,32,19,3,0.0
U0083,MATI0402,5.0,39,12,2,0.0269
U0083,MATI0085,3.0,14,5,4,0.1149
U0084,MATI0844,4.0,70,34,13,0.1015
U0084,MATI0970,3.0,14,4,4,0.152
U0084,MATI1125,4.0,17,9,6,0.1077
U0084,MATI1174,5.0,26,19,1,0.0
U0084,MATI0678,3.0,19,5,3,0.1536
U0084,MATI0408,5.0,42,19,1,0.0024
U0084,MATI0308,3.0,17,9,7,0.1153
U0084,MATI0137,5.0,12,8,2,0.0
U0084,MATI0675,5.0,13,5,1,0.0
U0084,MATI0017,5.0,69,29,3,0.0
U0085,MATI0172,5.0,16,9,2,0.0
U0085,MATI0897,5.0,23,8,1,0.0
U0085,MATI1083,5.0,1,1,0,0.0
U0085,MATI0035,5.0,42,13,2,0.0
U0085,MATI0579,5.0,27,11,5,0.0
U0085,MATI1025,3.0,18,10,8,0.1664
U0085,MATI0930,3.0,16,9,4,0.1318
U0085,MATI0746,5.0,23,10,2,0.0023
U0085,MATI0371,2.0,18,8,4,0.1867
U0085,MATI0180,2.0,21,10,6,0.138
U0086,MATI0852,4.0,27,9,5,0.0369
U0086,MATI0783,4.0,41,12,2,0.0254
U0086,MATI0116,4.0,21,6,6,0.1378
U0086,MATI0826,5.0,23,10,1,0.0
U0086,MATI0458,5.0,20,7,4,0.0948
U0086,MATI0945,4.0,43,12,7,0.051
U0086,MATI0639,4.0,35,22,4,0.1338
U0086,MATI0907,4.0,17,9,3,0.0444
U0086,MATI0563,5.0,20,4,3,0.0
U0086,MATI0914,1.0,19,5,6,0.3075
U0087,MATI0680,4.0,20,9,2,0.0332
U0087,MATI0789,5.0,19,9,1,0.0014
U0087,MATI1049,4.0,18,14,3,0.0186
U0087,MATI1049,4.0,25,12,3,0.0316
U0087,MATI1199,3.0,17,10,9,0.1329
U0087,MATI0675,5.0,12,2,1,0.0
U0087,MATI0259,5.0,35,12,4,0.0127
U0087,MATI0458,4.0,14,3,4,0.1084
U0087,MATI0805,5.0,9,4,2,0.0
U0087,MATI0348,5.0,16,7,3,0.0
U0088,MATI1197,4.0,75,20,7,0.0459
U0088,MATI0139,5.0,14,8,5,0.0
U0088,MATI0707,3.0,24,11,3,0.1292
U0088,MATI0736,4.0,27,16,4,0.0
U0088,MATI0660,4.0,34,12,6,0.1287
U0088,MATI0542,4.0,24,5,7,0.1275
U0088,MATI0215,4.0,33,12,2,0.0374
U0088,MATI0850,4.0,21,7,2,0.0334
U0088,MATI1087,5.0,31,10,3,0.0
U0088,MATI0772,4.0,17,4,4,0.0061
U0089,MATI0290,5.0,16,9,4,0.0198
U0089,MATI0998,5.0,48,21,3,0.0
U0089,MATI0447,2.0,17,4,5,0.1748
U0089,MATI0136,2.0,5,1,8,0.1788
U0089,MATI1003,4.0,21,11,2,0.0
U0089,MATI1077,5.0,22,13,2,0.0
U0089,MATI0689,2.0,19,16,8,0.2659
U0089,MATI1086,2.0,13,3,4,0.2046
U0089,MATI0365,5.0,43,18,1,0.0117
U0089,MATI0453,5.0,12,7,3,0.0
U0090,MATI0293,3.0,14,2,8,0.1576
U0090,MATI1146,5.0,88,32,3,0.0
U0090,MATI0163,5.0,12,5,4,0.0
U0090,MATI0581,5.0,53,31,2,0.0222
U0090,MATI0531,5.0,2,2,1,0.0
U0090,MATI0421,5.0,39,10,3,0.0
U0090,MATI0176,4.0,13,5,3,0.0152
U0090,MATI0514,2.0,16,8,2,0.2265
U0090,MATI0577,5.0,10,8,2,0.014
U0090,MATI0616,3.0,52,29,4,0.043
U0091,MATI0640,3.0,18,7,2,0.1086
U0091,MATI0454,5.0,23,5,4,0.0
U0091,MATI0613,4.0,20,11,10,0.0478
U0091,MATI0694,5.0,38,16,5,0.0
U0091,MATI0880,3.0,31,11,2,0.1316
U0091,MATI1006,5.0,17,7,1,0.0
U0091,MATI0107,5.0,60,24,3,0.0
U0091,MATI0462,4.0,33,17,3,0.1024
U0091,MATI0154,2.0,7,3,5,0.1826
U0091,MATI0871,4.0,5,2,7,0.0163
U0092,MATI0133,4.0,30,4,4,0.0981
U0092,MATI0427,3.0,13,4,7,0.1469
U0092,MATI0255,4.0,42,12,1,0.0183
U0092,MATI0709,4.0,17,16,2,0.083
U0092,MATI0770,2.0,14,4,7,0.188
U0092,MATI0795,2.0,8,6,4,0.1459
U0092,MATI0657,5.0,7,3,5,0.0081
U0092,MATI0745,2.0,28,8,8,0.1731
U0092,MATI0071,2.0,14,7,8,0.2278
U0092,MATI0407,5.0,22,9,4,0.0395
U0093,MATI1046,5.0,28,15,4,0.0
U0093,MATI0479,5.0,12,7,2,0.0
U0093,MATI0280,4.0,35,10,3,0.0634
U0093,MATI0839,5.0,19,6,6,0.0
U0093,MATI0057,2.0,36,10,10,0.2478
U0093,MATI1075,5.0,16,7,2,0.0
U0093,MATI0866,3.0,32,11,3,0.1143
U0093,MATI0415,3.0,29,9,4,0.1023
U0093,MATI0309,5.0,89,37,0,0.0
U0093,MATI1154,3.0,4,4,8,0.0673
U0094,MATI1162,5.0,28,9,2,0.0
U0094,MATI0120,5.0,21,12,6,0.0
U0094,MATI1188,2.0,23,3,7,0.2002
U0094,MATI0963,5.0,57,39,5,0.0956
U0094,MATI0351,4.0,9,4,1,0.0327
U0094,MATI0848,4.0,38,12,1,0.019
U0094,MATI0334,3.0,12,7,3,0.1448
U0094,MATI0556,4.0,57,21,8,0.0693
U0094,MATI0454,5.0,28,9,2,0.0
U0094,MATI0563,5.0,11,5,2,0.0
U0095,MATI0886,3.0,22,5,2,0.1174
U0095,MATI0232,3.0,27,15,5,0.0365
U0095,MATI0061,5.0,30,24,3,0.0
U0095,MATI0607,5.0,19,6,5,0.0
U0095,MATI1188,2.0,17,11,4,0.2126
U0095,MATI0844,4.0,74,37,3,0.1134
U0095,MATI0869,4.0,22,14,3,0.0279
U0095,MATI0883,2.0,3,3,0,0.2015
U0095,MATI0326,4.0,55,20,4,0.0395
U0095,MATI0831,4.0,54,16,2,0.0824
U0096,MATI0934,2.0,14,6,6,0.2158
U0096,MATI0006,2.0,17,8,5,0.1586
U0096,MATI0713,4.0,25,8,6,0.0511
U0096,MATI0199,5.0,13,3,4,0.0
U0096,MATI0182,4.0,33,10,3,0.0
U0096,MATI0610,4.0,23,9,0,0.0241
U0096,MATI0424,2.0,12,8,6,0.2509
U0096,MATI0462,4.0,27,17,4,0.09
U0096,MATI1047,5.0,31,11,1,0.0
U0096,MATI1016,3.0,14,7,3,0.1143
U0097,MATI0660,4.0,31,10,5,0.1203
U0097,MATI1092,4.0,15,4,3,0.0361
U0097,MATI0593,4.0,27,21,5,0.0707
U0097,MATI0825,4.0,18,14,9,0.0807
U0097,MATI0009,3.0,5,2,4,0.0917
U0097,MATI1013,1.0,4,1,8,0.1837
U0097,MATI0855,3.0,24,10,5,0.1552
U0097,MATI0328,5.0,59,18,1,0.0116
U0097,MATI1153,3.0,29,12,6,0.124
U0097,MATI1073,4.0,36,12,4,0.0483
U0098,MATI1030,3.0,10,9,4,0.1501
U0098,MATI0746,5.0,20,4,0,0.0121
U0098,MATI0463,5.0,44,21,1,0.0
U0098,MATI0435,5.0,13,5,4,0.0
U0098,MATI1170,1.0,12,8,8,0.2584
U0098,MATI0565,2.0,7,6,5,0.1244
U0098,MATI0951,5.0,37,19,2,0.0
U0098,MATI0499,5.0,24,12,1,0.0
U0098,MATI0878,5.0,24,7,0,0.0
U0098,MATI1162,5.0,19,9,4,0.0
U0099,MATI0282,5.0,6,4,1,0.0029
U0099,MATI1039,5.0,9,8,3,0.0
U0099,MATI1165,3.0,24,8,1,0.0744
U0099,MATI1091,3.0,8,7,6,0.1483
U0099,MATI0226,5.0,33,10,2,0.0
U0099,MATI1156,5.0,15,2,7,0.0101
U0099,MATI0889,5.0,19,11,2,0.0
U0099,MATI0184,4.0,9,5,6,0.0569
U0099,MATI1058,5.0,8,8,6,0.0
U0099,MATI0236,5.0,18,8,4,0.0509
U0100,MATI1200,2.0,12,6,5,0.3139
U0100,MATI0028,5.0,28,10,3,0.0
U0100,MATI0854,3.0,13,3,6,0.1246
U0100,MATI0850,4.0,12,8,4,0.0188
U0100,MATI1064,2.0,24,16,6,0.0257
U0100,MATI0648,5.0,17,11,2,0.0013
U0100,MATI1118,5.0,14,8,3,0.0445
U0100,MATI0191,5.0,73,23,2,0.0
U0100,MATI1115,5.0,63,26,1,0.0
U0100,MATI0490,5.0,24,6,3,0.0
U0101,MATI0702,3.0,42,11,5,0.0921
U0101,MATI0999,2.0,23,14,7,0.2332
U0101,MATI0546,3.0,6,4,7,0.1122
U0101,MATI0999,2.0,21,5,2,0.2322
U0101,MATI1096,4.0,28,16,0,0.0807
U0101,MATI0126,4.0,25,13,3,0.038
U0101,MATI0790,5.0,9,4,4,0.0105
U0101,MATI1068,4.0,9,3,3,0.0432
U0101,MATI0539,4.0,35,15,0,0.0
U0101,MATI0332,5.0,19,9,3,0.0
U0102,MATI0462,4.0,30,12,6,0.0863
U0102,MATI0424,1.0,10,9,9,0.2743
U0102,MATI0595,3.0,40,16,9,0.0783
U0102,MATI0992,2.0,7,4,4,0.1749
U0102,MATI0152,5.0,21,9,4,0.0021
U0102,MATI0873,4.0,23,7,1,0.0513
U0102,MATI0575,1.0,14,5,6,0.331
U0102,MATI0703,2.0,16,5,6,0.2119
U0102,MATI0380,5.0,11,8,3,0.0
U0102,MATI0523,2.0,35,14,3,0.0807
U0103,MATI0203,5.0,70,31,2,0.0083
U0103,MATI0331,3.0,25,8,3,0.0648
U0103,MATI0475,3.0,21,10,5,0.0631
U0103,MATI0154,2.0,5,2,4,0.1941
U0103,MATI0768,5.0,17,5,2,0.0
U0103,MATI1041,4.0,10,5,6,0.1349
U0103,MATI0868,5.0,9,3,1,0.024
U0103,MATI0934,2.0,19,4,7,0.2098
U0103,MATI0657,5.0,8,5,3,0.0157
U0103,MATI0238,5.0,19,13,1,0.0237
U0104,MATI0767,5.0,21,9,3,0.0
U0104,MATI0930,3.0,11,4,4,0.148
U0104,MATI0585,5.0,22,6,2,0.0
U0104,MATI0532,5.0,12,8,2,0.0
U0104,MATI0298,3.0,21,10,4,0.1459
U0104,MATI0817,5.0,53,26,3,0.0
U0104,MATI1145,1.0,4,2,7,0.2749
U0104,MATI0769,5.0,10,4,0,0.0
U0104,MATI0501,5.0,27,12,5,0.0
U0104,MATI0023,5.0,20,8,3,0.0032
U0105,MATI0103,3.0,27,6,6,0.1005
U0105,MATI0678,4.0,15,6,2,0.1275
U0105,MATI0480,5.0,38,7,2,0.0
U0105,MATI1117,3.0,14,9,3,0.1675
U0105,MATI0048,5.0,25,15,5,0.0
U0105,MATI0486,3.0,14,7,5,0.145
U0105,MATI0317,5.0,22,11,3,0.0134
U0105,MATI0105,3.0,28,5,1,0.1641
U0105,MATI0893,5.0,15,7,4,0.0
U0105,MATI0949,5.0,12,5,5,0.0
U0106,MATI0947,5.0,25,10,1,0.0
U0106,MATI0410,2.0,23,9,7,0.2097
U0106,MATI0913,5.0,35,12,3,0.0448
U0106,MATI0630,3.0,15,4,3,0.2258
U0106,MATI0028,5.0,35,9,3,0.0
U0106,MATI0986,2.0,6,2,4,0.2137
U0106,MATI1106,2.0,4,2,3,0.1746
U0106,MATI0800,2.0,10,9,8,0.1424
U0106,MATI1167,5.0,13,8,3,0.0
U0106,MATI0373,4.0,8,4,2,0.0662
U0107,MATI0896,2.0,3,2,3,0.1283
U0107,MATI0497,5.0,19,6,1,0.0
U0107,MATI0222,4.0,14,2,4,0.1298
U0107,MATI0577,4.0,13,11,3,0.0251
U0107,MATI0196,2.0,16,6,5,0.2202
U0107,MATI0707,3.0,19,13,4,0.13
U0107,MATI1106,3.0,7,2,2,0.1697
U0107,MATI0837,5.0,68,24,2,0.0
U0107,MATI0803,5.0,21,7,2,0.0
U0107,MATI0724,4.0,35,10,4,0.0674
U0108,MATI0781,3.0,22,14,2,0.1613
U0108,MATI0330,2.0,13,7,3,0.1152
U0108,MATI0288,3.0,11,4,7,0.1893
U0108,MATI0125,4.0,22,13,2,0.069
U0108,MATI0108,2.0,13,7,3,0.2113
U0108,MATI0650,5.0,59,30,2,0.0
U0108,MATI0345,2.0,11,10,3,0.107
U0108,MATI0279,5.0,38,14,1,0.0
U0108,MATI0429,3.0,9,3,4,0.0987
U0108,MATI0404,5.0,12,4,4,0.0
U0109,MATI0114,5.0,22,6,3,0.0
U0109,MATI0458,4.0,9,6,3,0.1053
U0109,MATI0761,5.0,13,9,4,0.0449
U0109,MATI0014,3.0,49,19,3,0.1738
U0109,MATI0404,5.0,11,3,2,0.0
U0109,MATI0616,3.0,68,17,5,0.0479
U0109,MATI1105,5.0,13,3,4,0.0
U0109,MATI0998,5.0,44,25,3,0.0
U0109,MATI0892,3.0,11,11,4,0.1216
U0109,MATI0448,4.0,13,3,4,0.1072
U0110,MATI0884,2.0,23,13,7,0.1788
U0110,MATI0263,5.0,10,3,1,0.0
U0110,MATI0427,3.0,19,7,3,0.1596
U0110,MATI0695,2.0,18,6,1,0.1952
U0110,MATI0930,3.0,10,11,13,0.1264
U0110,MATI0310,5.0,23,14,5,0.0
U0110,MATI0342,2.0,11,3,5,0.2426
U0110,MATI0170,5.0,17,7,2,0.0
U0110,MATI1147,2.0,6,7,3,0.2058
U0110,MATI0738,3.0,30,11,6,0.1315
U0111,MATI1046,5.0,31,15,3,0.0
U0111,MATI0994,4.0,19,7,4,0.0672
U0111,MATI0250,5.0,25,10,0,0.0
U0111,MATI0332,5.0,28,12,2,0.0
U0111,MATI0672,4.0,58,17,4,0.0196
U0111,MATI0347,2.0,16,5,6,0.1842
U0111,MATI0221,3.0,15,4,4,0.0183
U0111,MATI0629,4.0,7,3,6,0.0136
U0111,MATI0400,3.0,25,8,2,0.0797
U0111,MATI0310,5.0,26,14,1,0.0
U0112,MATI0166,4.0,71,20,2,0.0411
U0112,MATI1021,5.0,19,14,2,0.0503
U0112,MATI0741,2.0,23,11,4,0.1793
U0112,MATI0283,1.0,14,6,5,0.2396
U0112,MATI0433,5.0,27,11,2,0.081
U0112,MATI0399,5.0,17,7,5,0.0
U0112,MATI0135,2.0,14,6,2,0.1774
U0112,MATI0868,5.0,6,5,4,0.0231
U0112,MATI1169,2.0,24,9,7,0.1935
U0112,MATI1063,5.0,10,5,2,0.0
U0113,MATI0282,5.0,9,1,4,0.0043
U0113,MATI0484,2.0,10,3,5,0.1393
U0113,MATI0161,5.0,31,13,3,0.0187
U0113,MATI1084,5.0,22,10,3,0.0176
U0113,MATI0454,5.0,21,12,3,0.0
U0113,MATI0854,3.0,17,6,8,0.1179
U0113,MATI0099,4.0,9,4,2,0.0854
U0113,MATI0079,5.0,7,4,3,0.019
U0113,MATI0841,5.0,31,19,0,0.0042
U0113,MATI0531,5.0,7,4,3,0.0
U0114,MATI0374,5.0,29,11,6,0.0
U0114,MATI0450,3.0,36,21,4,0.0334
U0114,MATI1021,4.0,22,6,6,0.0576
