user_id,item_id,rating,orders_placed,total_spend,defect_rate,on_time_delivery_pct
U0049,SUP0444,5.0,11,52.73,0.0764,90.35
U0049,SUP0880,5.0,4,66.92,0.0346,100.0
U0049,SUP0176,5.0,14,214.43,0.1107,85.81
U0049,SUP0124,5.0,6,103.86,0.039,100.0
U0049,SUP0637,4.0,4,112.04,0.1606,90.98
U0049,SUP0871,5.0,51,83.36,0.0447,81.97
U0049,SUP0490,5.0,21,128.54,0.048,85.57
U0049,SUP0884,4.0,3,48.94,0.1288,91.3
U0050,SUP0567,4.0,8,166.38,0.1106,87.14
U0050,SUP0820,5.0,1,175.12,0.0396,100.0
U0050,SUP0079,5.0,7,361.33,0.087,98.62
U0050,SUP1061,5.0,8,216.88,0.0049,96.92
U0050,SUP0325,5.0,29,282.58,0.0,100.0
U0050,SUP0669,5.0,2,365.73,0.0298,100.0
U0050,SUP0268,5.0,11,209.96,0.0571,93.96
U0050,SUP0018,4.0,7,486.3,0.1395,85.46
U0050,SUP0667,5.0,7,89.5,0.0764,91.15
U0050,SUP0793,5.0,11,155.86,0.023,100.0
U0051,SUP0779,5.0,4,648.21,0.0697,95.51
U0051,SUP0362,5.0,4,131.55,0.0285,99.29
U0051,SUP0916,5.0,2,83.0,0.0471,90.09
U0051,SUP0723,5.0,3,243.43,0.0264,93.67
U0051,SUP1084,5.0,8,221.16,0.0317,100.0
U0051,SUP1136,4.0,8,276.12,0.1227,75.3
U0051,SUP0324,5.0,9,63.74,0.0136,100.0
U0051,SUP0554,4.0,21,43.6,0.1081,84.91
U0051,SUP0452,5.0,33,83.77,0.0162,95.06
U0051,SUP0334,5.0,4,152.69,0.0,100.0
U0052,SUP0768,5.0,59,115.92,0.1256,89.8
U0052,SUP0659,4.0,4,59.18,0.1126,77.21
U0052,SUP0574,3.0,5,203.5,0.1052,79.47
U0052,SUP1017,5.0,10,157.61,0.1327,82.22
U0052,SUP0584,2.0,7,144.39,0.1513,60.76
U0052,SUP0019,5.0,7,70.56,0.0204,100.0
U0052,SUP0782,5.0,9,299.1,0.0982,92.9
U0052,SUP0856,5.0,10,339.31,0.0265,95.04
U0052,SUP0100,5.0,7,187.08,0.0631,95.09
U0052,SUP0834,4.0,7,162.3,0.1049,88.3
U0053,SUP0195,5.0,13,146.2,0.024,100.0
U0053,SUP0589,5.0,29,153.93,0.006,99.99
U0053,SUP0051,5.0,4,304.42,0.0103,100.0
U0053,SUP0749,5.0,23,334.34,0.0389,88.26
U0053,SUP0711,5.0,18,557.63,0.0493,100.0
U0053,SUP0960,5.0,26,189.0,0.0427,89.75
U0053,SUP1131,5.0,19,121.87,0.0375,84.71
U0053,SUP0313,2.0,5,60.28,0.1615,77.02
U0053,SUP0591,5.0,8,352.43,0.0251,100.0
U0053,SUP1141,5.0,18,382.51,0.0053,100.0
U0054,SUP0093,5.0,6,143.5,0.0641,93.78
U0054,SUP0063,5.0,7,258.43,0.038,82.54
U0054,SUP0295,5.0,9,25.81,0.0413,91.28
U0054,SUP0378,5.0,8,403.72,0.0481,94.52
U0054,SUP0254,4.0,6,79.59,0.077,86.59
U0054,SUP0835,5.0,7,85.49,0.0429,100.0
U0054,SUP0982,5.0,7,43.55,0.0286,100.0
U0054,SUP0947,5.0,13,156.19,0.0119,100.0
U0054,SUP0830,4.0,4,50.95,0.1174,81.52
U0054,SUP0280,4.0,11,97.97,0.1402,86.61
U0055,SUP0398,3.0,4,119.24,0.1277,77.66
U0055,SUP0338,5.0,18,158.66,0.0567,96.12
U0055,SUP0584,2.0,10,160.21,0.1439,67.52
U0055,SUP1140,5.0,27,179.87,0.0604,89.76
U0055,SUP0865,5.0,5,98.46,0.0204,98.16
U0055,SUP0469,4.0,3,108.45,0.0972,77.51
U0055,SUP0762,5.0,6,352.44,0.0213,95.25
U0055,SUP0103,5.0,8,67.24,0.0014,100.0
U0055,SUP0187,4.0,12,77.4,0.1181,78.64
U0055,SUP0331,5.0,11,104.12,0.0447,90.46
U0056,SUP0513,5.0,3,160.54,0.0285,100.0
U0056,SUP0001,4.0,7,160.47,0.1429,86.55
U0056,SUP1154,5.0,21,152.35,0.0212,100.0
U0056,SUP0087,4.0,7,220.64,0.1382,72.93
U0056,SUP0755,5.0,11,99.44,0.0604,86.0
U0056,SUP0821,3.0,3,290.63,0.1643,74.42
U0056,SUP0835,5.0,13,109.3,0.002,100.0
U0056,SUP0229,5.0,8,329.87,0.0118,94.09
U0056,SUP0427,5.0,15,228.73,0.0,100.0
U0056,SUP0990,5.0,5,47.24,0.0589,98.34
U0057,SUP0022,5.0,16,51.05,0.0581,84.5
U0057,SUP0333,3.0,4,202.85,0.1345,66.89
U0057,SUP1083,5.0,11,261.37,0.0013,100.0
U0057,SUP1179,5.0,6,143.52,0.0504,94.88
U0057,SUP0849,5.0,10,28.17,0.0,90.6
U0057,SUP1086,5.0,7,99.26,0.0169,100.0
U0057,SUP0918,5.0,10,288.12,0.0144,98.59
U0057,SUP1185,5.0,6,343.79,0.119,96.5
U0057,SUP0904,5.0,8,88.62,0.0108,100.0
U0057,SUP0800,5.0,5,172.98,0.0588,91.0
U0058,SUP1005,4.0,3,201.08,0.1063,82.75
U0058,SUP0108,5.0,6,119.96,0.063,95.3
U0058,SUP0016,5.0,9,146.54,0.0102,100.0
U0058,SUP0430,5.0,28,119.54,0.0,98.09
U0058,SUP1042,5.0,7,177.99,0.0073,100.0
U0058,SUP0270,5.0,3,441.53,0.013,100.0
U0058,SUP0798,5.0,12,142.0,0.0777,93.41
U0058,SUP0315,4.0,14,77.1,0.1522,80.51
U0058,SUP0168,4.0,8,163.65,0.1393,78.31
U0058,SUP0801,4.0,10,142.11,0.1548,81.34
U0059,SUP0668,5.0,6,166.28,0.0059,100.0
U0059,SUP0650,5.0,17,130.46,0.0136,100.0
U0059,SUP1129,5.0,12,232.34,0.0202,100.0
U0059,SUP0555,5.0,8,68.54,0.023,94.95
U0059,SUP0009,5.0,9,258.68,0.0864,91.9
U0059,SUP0034,5.0,49,209.08,0.0736,87.72
U0059,SUP0596,5.0,7,140.21,0.0119,100.0
U0059,SUP0794,5.0,4,168.06,0.0535,89.95
U0059,SUP0273,4.0,7,125.81,0.1574,91.43
U0059,SUP0966,5.0,6,67.34,0.0757,90.62
U0060,SUP0652,5.0,27,196.59,0.0,98.62
U0060,SUP0091,5.0,11,165.11,0.0891,96.89
U0060,SUP0074,5.0,16,64.58,0.0672,87.43
U0060,SUP0923,4.0,10,102.18,0.1406,96.28
U0060,SUP0455,5.0,27,42.95,0.0669,99.52
U0060,SUP0992,5.0,8,259.06,0.0485,100.0
U0060,SUP0274,5.0,10,89.71,0.0,100.0
U0060,SUP0246,3.0,3,67.54,0.1434,65.88
U0060,SUP0588,2.0,9,244.49,0.1576,64.13
U0060,SUP0679,5.0,7,176.08,0.0694,90.16
U0061,SUP0159,5.0,3,96.67,0.031,86.33
U0061,SUP0699,3.0,18,53.98,0.1365,77.1
U0061,SUP1144,5.0,6,255.47,0.0362,100.0
U0061,SUP0335,5.0,12,197.36,0.0121,91.59
U0061,SUP0765,5.0,6,186.82,0.0806,87.42
U0061,SUP1124,4.0,5,110.62,0.152,77.17
U0061,SUP0250,3.0,5,240.65,0.1489,79.97
U0061,SUP0880,5.0,3,126.4,0.0,100.0
U0061,SUP0089,5.0,5,114.55,0.0415,100.0
U0061,SUP0228,5.0,11,95.21,0.0094,92.52
U0062,SUP0599,5.0,2,311.15,0.0338,94.72
U0062,SUP0862,5.0,6,63.6,0.0036,86.94
U0062,SUP1116,4.0,4,172.43,0.1082,87.91
U0062,SUP0473,5.0,8,157.48,0.0572,99.13
U0062,SUP0419,5.0,15,175.95,0.0461,75.34
U0062,SUP1060,4.0,36,54.92,0.1427,87.68
U0062,SUP0859,5.0,11,50.59,0.0791,98.39
U0062,SUP0762,5.0,3,198.56,0.0278,97.63
U0062,SUP0763,5.0,6,63.82,0.0175,100.0
U0062,SUP0814,5.0,11,69.68,0.1011,75.32
U0063,SUP0892,5.0,8,90.31,0.0616,92.33
U0063,SUP0327,5.0,16,185.14,0.0854,94.96
U0063,SUP0286,5.0,6,310.36,0.0226,100.0
U0063,SUP0748,4.0,7,63.69,0.0734,86.59
U0063,SUP0587,5.0,8,250.38,0.0598,95.45
U0063,SUP1015,5.0,3,242.88,0.1301,90.58
U0063,SUP0420,5.0,3,189.84,0.0696,100.0
U0063,SUP0698,5.0,5,129.66,0.0488,92.34
U0063,SUP0385,4.0,3,138.63,0.1213,79.28
U0063,SUP1106,3.0,7,71.56,0.1048,71.08
U0064,SUP0354,5.0,9,278.6,0.0568,82.94
U0064,SUP0031,5.0,11,159.85,0.0875,93.2
U0064,SUP0768,4.0,47,114.75,0.1436,92.64
U0064,SUP0683,5.0,9,124.71,0.0035,99.65
U0064,SUP0635,3.0,3,87.06,0.1442,78.03
U0064,SUP0651,5.0,6,99.69,0.0789,83.34
U0064,SUP0601,5.0,7,75.74,0.0708,81.84
U0064,SUP0706,4.0,7,45.77,0.1392,84.61
U0064,SUP0155,5.0,3,78.48,0.0549,98.53
U0064,SUP0841,5.0,17,130.66,0.0452,99.46
U0065,SUP0168,3.0,4,57.68,0.1085,84.72
U0065,SUP0243,4.0,14,303.5,0.1406,75.0
U0065,SUP0967,5.0,18,348.17,0.0556,93.52
U0065,SUP0852,5.0,7,210.62,0.0,100.0
U0065,SUP0610,5.0,9,101.79,0.0217,100.0
U0065,SUP0654,5.0,13,105.92,0.0,100.0
U0065,SUP1178,5.0,6,211.99,0.058,97.31
U0065,SUP0560,5.0,13,120.95,0.0218,100.0
U0065,SUP0571,5.0,18,57.21,0.0243,100.0
U0065,SUP0396,5.0,2,149.83,0.0118,98.41
U0066,SUP0818,4.0,2,158.49,0.1248,80.75
U0066,SUP0591,5.0,5,568.0,0.0046,100.0
U0066,SUP0141,5.0,12,142.62,0.0107,100.0
U0066,SUP0255,5.0,23,41.5,0.0174,100.0
U0066,SUP0665,5.0,26,74.06,0.0382,93.3
U0066,SUP0093,5.0,6,199.47,0.059,90.65
U0066,SUP0779,5.0,3,502.69,0.0472,86.97
U0066,SUP0408,5.0,7,181.67,0.1303,86.23
U0066,SUP0696,4.0,13,52.19,0.1009,71.28
U0066,SUP1112,5.0,12,265.03,0.1339,85.95
U0067,SUP0190,5.0,9,403.92,0.1211,85.68
U0067,SUP0013,5.0,22,579.05,0.0048,100.0
U0067,SUP0479,5.0,8,67.5,0.0497,100.0
U0067,SUP0722,5.0,3,162.72,0.0184,93.55
U0067,SUP0730,5.0,9,165.61,0.0663,92.48
U0067,SUP1186,3.0,13,123.42,0.1354,86.14
U0067,SUP0852,5.0,9,113.8,0.0212,100.0
U0067,SUP1113,4.0,11,408.77,0.1156,86.89
U0067,SUP1076,3.0,14,287.21,0.1337,78.21
U0067,SUP0859,5.0,8,59.82,0.0374,92.84
U0068,SUP0964,4.0,9,124.73,0.114,84.71
U0068,SUP0382,5.0,8,107.52,0.0015,100.0
U0068,SUP0267,5.0,16,57.84,0.0695,92.77
U0068,SUP0867,5.0,27,64.05,0.0446,99.47
U0068,SUP0117,4.0,2,212.4,0.1512,68.46
U0068,SUP0471,5.0,8,58.02,0.0,100.0
U0068,SUP0162,5.0,8,125.46,0.0646,92.87
U0068,SUP1050,2.0,2,63.91,0.1453,58.59
U0068,SUP0042,5.0,8,497.97,0.0091,85.45
U0068,SUP0939,5.0,10,135.48,0.0842,91.26
U0069,SUP0300,4.0,10,111.41,0.1366,75.16
U0069,SUP0387,4.0,3,225.54,0.1446,88.68
U0069,SUP1132,5.0,18,355.68,0.0099,99.74
U0069,SUP0879,5.0,2,104.88,0.0752,97.16
U0069,SUP0190,4.0,1,296.88,0.1356,94.66
U0069,SUP1165,5.0,96,162.91,0.0272,92.94
U0069,SUP0074,5.0,12,151.53,0.0899,93.21
U0069,SUP0441,5.0,17,53.68,0.0,90.42
U0069,SUP0330,5.0,13,226.04,0.0856,97.15
U0069,SUP0144,5.0,10,110.54,0.0934,92.54
U0070,SUP0326,4.0,18,58.83,0.1069,79.26
U0070,SUP1104,4.0,8,59.92,0.1661,90.33
U0070,SUP0848,4.0,3,95.75,0.1326,77.77
U0070,SUP0965,5.0,13,26.63,0.0272,99.7
U0070,SUP1155,4.0,7,200.0,0.114,87.67
U0070,SUP0083,4.0,5,173.44,0.1179,75.97
U0070,SUP0581,4.0,8,272.84,0.1301,88.8
U0070,SUP0819,5.0,12,192.71,0.0129,100.0
U0070,SUP0027,5.0,2,301.5,0.1315,92.59
U0070,SUP1160,5.0,24,295.74,0.1239,84.65
U0071,SUP0957,4.0,18,58.57,0.1443,95.14
U0071,SUP0973,5.0,7,90.3,0.0689,98.47
U0071,SUP0298,4.0,3,72.89,0.1169,82.32
U0071,SUP0270,5.0,4,73.46,0.0202,100.0
U0071,SUP0484,5.0,11,61.5,0.0135,92.28
U0071,SUP1107,4.0,4,230.0,0.0608,89.51
U0071,SUP0596,5.0,10,148.48,0.0087,94.45
U0071,SUP0972,5.0,10,128.21,0.0667,82.88
U0071,SUP1091,4.0,5,52.63,0.0587,86.7
U0071,SUP0100,5.0,10,264.46,0.0539,92.48
U0072,SUP0107,5.0,3,86.86,0.0196,100.0
U0072,SUP0133,3.0,5,34.32,0.1348,84.96
U0072,SUP0491,5.0,2,121.6,0.0222,100.0
U0072,SUP0357,5.0,8,46.12,0.0349,84.6
U0072,SUP0667,5.0,4,183.26,0.0367,98.59
U0072,SUP0214,5.0,2,242.54,0.0512,88.95
U0072,SUP0829,5.0,1,147.95,0.002,100.0
U0072,SUP0909,4.0,13,188.33,0.1403,80.19
U0072,SUP0093,5.0,6,269.94,0.0929,90.89
U0072,SUP0148,4.0,7,44.18,0.1457,73.61
U0073,SUP0018,5.0,7,301.06,0.127,87.92
U0073,SUP0583,2.0,5,81.21,0.1476,68.06
U0073,SUP0102,3.0,4,98.42,0.1441,73.24
U0073,SUP0097,4.0,9,357.6,0.1547,85.82
U0073,SUP0145,5.0,10,206.89,0.0,100.0
U0073,SUP0720,5.0,3,304.14,0.058,99.78
U0073,SUP0265,5.0,4,28.95,0.0234,100.0
U0073,SUP0131,5.0,11,612.61,0.0686,100.0
U0073,SUP0588,2.0,10,158.47,0.1744,79.07
U0073,SUP0705,3.0,7,179.76,0.1327,65.64
U0074,SUP0046,5.0,12,608.38,0.0121,100.0
U0074,SUP0341,5.0,6,226.54,0.0289,100.0
U0074,SUP0985,5.0,22,84.64,0.0665,84.07
U0074,SUP0088,4.0,5,76.4,0.1275,80.11
U0074,SUP0598,5.0,3,123.08,0.0,95.89
U0074,SUP0746,5.0,18,160.33,0.076,97.18
U0074,SUP0467,3.0,4,254.05,0.1284,82.66
U0074,SUP0020,5.0,7,157.37,0.0901,88.65
U0074,SUP0952,2.0,1,191.78,0.1311,78.64
U0074,SUP0806,5.0,7,61.72,0.0,100.0
U0075,SUP0974,4.0,10,578.9,0.1385,89.19
U0075,SUP0678,4.0,10,174.25,0.1184,73.95
U0075,SUP0457,3.0,5,40.01,0.1615,79.57
U0075,SUP1103,5.0,6,592.82,0.0,94.77
U0075,SUP0518,3.0,18,68.83,0.1401,78.18
U0075,SUP0516,4.0,8,56.45,0.1632,79.62
U0075,SUP0616,5.0,29,231.09,0.0493,86.79
U0075,SUP0222,5.0,19,50.75,0.0926,82.76
U0075,SUP0299,4.0,3,373.93,0.1367,84.7
U0075,SUP0055,5.0,14,112.44,0.0383,96.03
U0076,SUP0829,5.0,4,59.39,0.0463,100.0
U0076,SUP0297,5.0,11,229.22,0.0311,100.0
U0076,SUP0301,4.0,1,72.37,0.1393,92.15
U0076,SUP1196,5.0,13,194.93,0.0589,95.07
U0076,SUP0822,5.0,13,130.51,0.0021,100.0
U0076,SUP0365,4.0,17,182.06,0.1483,74.51
U0076,SUP0995,5.0,11,236.65,0.0651,91.12
U0076,SUP0215,4.0,3,268.37,0.0683,91.73
U0076,SUP0292,3.0,4,682.92,0.1154,85.78
U0076,SUP1138,4.0,6,81.65,0.1581,92.07
U0077,SUP0318,5.0,8,272.24,0.0818,95.96
U0077,SUP0602,5.0,18,232.53,0.0554,100.0
U0077,SUP1125,5.0,6,80.65,0.0097,95.87
U0077,SUP0784,3.0,10,57.06,0.1587,72.24
U0077,SUP0150,4.0,6,194.98,0.1229,82.68
U0077,SUP0202,5.0,16,115.73,0.0027,100.0
U0077,SUP0932,5.0,6,56.09,0.006,100.0
U0077,SUP1184,5.0,3,80.13,0.1575,86.21
U0077,SUP0640,5.0,24,312.57,0.014,90.24
U0077,SUP0345,5.0,7,189.15,0.0252,100.0
U0078,SUP1166,4.0,4,220.5,0.0915,77.12
U0078,SUP0853,5.0,3,32.29,0.0041,100.0
U0078,SUP1153,5.0,7,171.27,0.0922,94.18
U0078,SUP0005,4.0,18,54.69,0.1352,80.74
U0078,SUP1032,4.0,5,127.93,0.1176,81.64
U0078,SUP0873,2.0,6,87.42,0.1696,65.99
U0078,SUP0954,5.0,2,168.32,0.0809,100.0
U0078,SUP0827,5.0,13,209.06,0.0361,95.5
U0078,SUP0542,3.0,5,163.32,0.15,84.23
U0078,SUP0770,5.0,4,211.94,0.0772,89.68
U0079,SUP0327,5.0,12,156.63,0.0751,86.46
U0079,SUP0754,5.0,3,321.17,0.0529,88.14
U0079,SUP0240,5.0,3,507.94,0.0564,97.97
U0079,SUP0217,4.0,5,70.73,0.1387,72.78
U0079,SUP0126,5.0,12,93.93,0.0847,91.81
U0079,SUP1110,3.0,7,226.95,0.1404,89.11
U0079,SUP0756,5.0,63,320.4,0.0591,94.81
U0079,SUP0221,4.0,10,96.88,0.1363,93.3
U0079,SUP0227,5.0,15,283.9,0.0153,100.0
U0079,SUP0386,2.0,7,122.13,0.1356,55.35
U0080,SUP0389,5.0,2,109.93,0.0,90.28
U0080,SUP0983,5.0,3,56.78,0.0796,100.0
U0080,SUP0215,5.0,5,213.12,0.0467,100.0
U0080,SUP0524,5.0,9,320.2,0.0,100.0
U0080,SUP0968,5.0,23,44.12,0.0726,99.4
U0080,SUP1007,5.0,5,1576.96,0.0304,91.73
U0080,SUP0583,2.0,4,41.27,0.1807,70.66
U0080,SUP0975,4.0,39,95.1,0.1542,78.56
U0080,SUP0269,5.0,11,66.78,0.0793,96.96
U0080,SUP0026,5.0,45,198.39,0.0201,100.0
U0081,SUP1133,5.0,11,48.3,0.0262,94.94
U0081,SUP0755,5.0,5,95.55,0.0367,88.98
U0081,SUP0773,3.0,18,250.71,0.1529,79.38
U0081,SUP0051,5.0,5,112.68,0.0247,98.73
U0081,SUP1026,3.0,10,47.33,0.1381,97.46
U0081,SUP0348,5.0,11,247.49,0.0145,100.0
U0081,SUP0072,4.0,5,92.83,0.1307,72.1
U0081,SUP0287,4.0,23,78.21,0.1163,78.26
U0081,SUP1015,4.0,2,458.59,0.1443,96.59
U0081,SUP0884,4.0,1,97.58,0.1382,83.93
U0082,SUP0716,5.0,3,171.73,0.019,97.87
U0082,SUP0817,3.0,13,131.87,0.1398,81.73
U0082,SUP0984,5.0,19,198.68,0.0519,91.78
U0082,SUP1185,4.0,3,252.92,0.146,87.99
U0082,SUP0981,5.0,10,183.25,0.0211,100.0
U0082,SUP0971,4.0,3,34.01,0.1589,82.62
U0082,SUP0561,5.0,8,182.77,0.0539,94.62
U0082,SUP0534,5.0,8,246.47,0.0479,96.69
U0082,SUP0414,4.0,7,105.46,0.1535,89.6
U0082,SUP0761,4.0,24,44.15,0.1266,71.58
U0083,SUP1032,4.0,7,157.51,0.1294,72.58
U0083,SUP0039,4.0,5,182.89,0.1256,76.39
U0083,SUP0725,5.0,8,103.19,0.0529,96.2
U0083,SUP0460,4.0,3,19.82,0.1254,88.7
U0083,SUP0303,4.0,5,318.6,0.1493,80.15
U0083,SUP0486,4.0,4,317.25,0.1608,76.3
U0083,SUP0523,5.0,14,126.82,0.0875,84.94
U0083,SUP0045,3.0,15,175.51,0.1609,73.23
U0083,SUP0297,5.0,6,318.12,0.0092,100.0
U0083,SUP0780,5.0,6,152.01,0.0186,97.04
U0084,SUP0680,5.0,7,106.92,0.0239,100.0
U0084,SUP1035,4.0,14,142.44,0.147,72.08
U0084,SUP0368,5.0,1,233.12,0.0517,96.78
U0084,SUP0395,5.0,3,457.54,0.0165,100.0
U0084,SUP0151,5.0,9,148.13,0.0122,100.0
U0084,SUP1193,5.0,10,490.63,0.0532,89.11
U0084,SUP0727,5.0,5,207.82,0.0,100.0
U0084,SUP0838,5.0,23,193.04,0.0559,82.71
U0084,SUP1007,5.0,3,677.55,0.0143,95.74
U0084,SUP0093,5.0,3,65.82,0.0722,100.0
U0085,SUP0082,5.0,9,474.37,0.0373,81.84
U0085,SUP0654,5.0,11,62.39,0.0173,100.0
U0085,SUP0955,5.0,15,111.75,0.0,100.0
U0085,SUP0419,5.0,11,178.21,0.0482,85.11
U0085,SUP0278,5.0,10,118.88,0.0135,100.0
U0085,SUP0127,4.0,19,48.46,0.1157,84.17
U0085,SUP1176,4.0,9,347.1,0.1401,76.55
U0085,SUP0292,4.0,8,1044.65,0.1166,84.95
U0085,SUP0937,4.0,4,162.26,0.1334,78.65
U0085,SUP0932,5.0,7,196.2,0.0392,100.0
U0086,SUP1174,4.0,8,94.62,0.1303,79.31
U0086,SUP0178,5.0,5,136.43,0.0472,96.69
U0086,SUP0170,4.0,15,80.12,0.1284,80.72
U0086,SUP0816,5.0,6,150.04,0.0158,91.23
U0086,SUP0382,5.0,5,454.21,0.0301,100.0
U0086,SUP0052,4.0,5,74.55,0.1261,75.91
U0086,SUP0579,5.0,6,134.96,0.0206,97.61
U0086,SUP1073,5.0,5,36.49,0.0419,89.39
U0086,SUP0375,5.0,8,110.39,0.0199,100.0
U0086,SUP0254,4.0,3,108.99,0.0903,97.33
U0087,SUP0237,5.0,3,85.24,0.0717,97.3
U0087,SUP0743,5.0,8,179.31,0.0163,100.0
U0087,SUP0436,2.0,10,117.15,0.1257,70.65
U0087,SUP1089,5.0,5,192.46,0.0805,94.3
U0087,SUP0272,3.0,12,296.16,0.1316,75.8
U0087,SUP0622,5.0,4,148.21,0.0342,100.0
U0087,SUP1189,5.0,11,920.22,0.0454,94.96
U0087,SUP1197,5.0,5,152.74,0.0173,92.59
U0087,SUP0802,3.0,4,309.18,0.1314,76.4
U0087,SUP1183,5.0,7,164.19,0.0065,93.97
U0088,SUP0618,5.0,7,145.68,0.0626,93.93
U0088,SUP0430,5.0,7,79.71,0.0149,100.0
U0088,SUP0965,5.0,12,26.72,0.0223,100.0
U0088,SUP0870,4.0,7,162.67,0.0662,85.39
U0088,SUP0517,5.0,12,88.62,0.0283,100.0
U0088,SUP0572,5.0,6,78.87,0.0559,99.78
U0088,SUP0782,5.0,14,150.67,0.0591,92.69
U0088,SUP0283,5.0,3,126.36,0.0,100.0
U0088,SUP0691,5.0,6,140.23,0.0102,100.0
U0088,SUP1024,5.0,9,185.24,0.0262,98.08
U0089,SUP0482,5.0,3,99.59,0.024,100.0
U0089,SUP0617,4.0,13,66.35,0.0534,100.0
U0089,SUP0656,5.0,7,62.38,0.0507,95.89
U0089,SUP0527,5.0,4,215.45,0.022,100.0
U0089,SUP0451,5.0,9,175.57,0.0039,98.99
U0089,SUP0814,4.0,9,100.18,0.1423,86.77
U0089,SUP1042,5.0,11,281.1,0.0479,100.0
U0089,SUP0940,5.0,2,198.99,0.0501,89.44
U0089,SUP0243,3.0,11,272.53,0.1308,75.63
U0089,SUP0769,5.0,8,525.1,0.0738,95.92
U0090,SUP0423,5.0,4,265.23,0.0177,98.19
U0090,SUP0460,4.0,11,40.26,0.1094,90.34
U0090,SUP0485,5.0,2,133.12,0.0302,93.17
U0090,SUP0878,5.0,9,190.97,0.0,100.0
U0090,SUP0459,5.0,16,82.99,0.0,100.0
U0090,SUP0142,4.0,4,102.14,0.1443,88.15
U0090,SUP0530,5.0,8,185.57,0.0181,100.0
U0090,SUP0210,5.0,8,316.97,0.0137,93.08
U0090,SUP0042,5.0,8,257.46,0.0286,95.67
U0090,SUP1197,5.0,4,92.44,0.0175,100.0
U0091,SUP0634,5.0,16,172.32,0.0828,86.99
U0091,SUP0127,4.0,18,105.4,0.158,79.89
U0091,SUP0207,5.0,12,67.77,0.0187,99.09
U0091,SUP0103,5.0,17,95.5,0.0175,100.0
U0091,SUP0914,5.0,6,83.2,0.0032,98.23
U0091,SUP0478,2.0,12,91.49,0.1552,65.8
U0091,SUP0040,5.0,6,194.18,0.0115,100.0
U0091,SUP0110,5.0,6,64.77,0.0,95.43
U0091,SUP0708,5.0,3,155.39,0.0418,79.01
U0091,SUP0949,5.0,16,240.42,0.0287,100.0
U0092,SUP0451,5.0,11,176.11,0.0233,100.0
U0092,SUP0581,3.0,12,238.01,0.1433,82.2
U0092,SUP1015,5.0,8,252.72,0.1193,91.78
U0092,SUP0228,5.0,20,142.38,0.0143,100.0
U0092,SUP0703,4.0,3,42.23,0.1125,78.63
U0092,SUP1042,5.0,9,327.58,0.0198,100.0
U0092,SUP0887,5.0,23,77.89,0.1279,90.65
U0092,SUP0386,2.0,9,177.69,0.1603,77.71
U0092,SUP0124,5.0,3,156.59,0.0632,97.34
U0092,SUP0937,4.0,3,148.07,0.1447,72.94
U0093,SUP1143,5.0,2,150.5,0.0003,100.0
U0093,SUP0178,5.0,10,60.38,0.069,98.19
U0093,SUP0194,5.0,12,108.3,0.0241,98.74
U0093,SUP0996,5.0,13,134.22,0.001,100.0
U0093,SUP0098,5.0,28,139.8,0.0141,100.0
U0093,SUP0258,4.0,4,420.9,0.1413,79.23
U0093,SUP0007,4.0,7,387.26,0.1403,73.13
U0093,SUP1154,5.0,17,206.34,0.0,98.74
U0093,SUP0185,5.0,9,217.87,0.0676,100.0
U0093,SUP0450,3.0,6,71.12,0.1328,71.57
U0094,SUP0291,5.0,3,86.72,0.0138,90.71
U0094,SUP0876,5.0,3,406.75,0.0466,79.69
U0094,SUP0092,5.0,37,243.65,0.0013,98.33
U0094,SUP0387,4.0,3,94.64,0.1292,84.92
U0094,SUP0941,5.0,8,178.39,0.0126,93.03
U0094,SUP0770,5.0,2,555.07,0.0505,96.2
U0094,SUP0331,5.0,16,67.62,0.0827,100.0
U0094,SUP1143,5.0,5,303.03,0.003,92.29
U0094,SUP0382,5.0,4,382.69,0.0043,100.0
U0094,SUP0148,3.0,8,67.29,0.1487,67.75
U0095,SUP0591,5.0,4,133.54,0.039,100.0
U0095,SUP0670,4.0,18,115.31,0.1126,79.76
U0095,SUP0028,5.0,8,348.15,0.0481,100.0
U0095,SUP0908,5.0,5,266.59,0.1082,81.81
U0095,SUP0155,5.0,7,64.43,0.0422,91.95
U0095,SUP0166,5.0,7,137.63,0.0459,88.29
U0095,SUP0136,4.0,16,126.9,0.1239,85.21
U0095,SUP0224,4.0,2,76.34,0.1488,81.01
U0095,SUP0299,4.0,5,160.57,0.131,73.87
U0095,SUP0484,5.0,13,65.91,0.024,100.0
U0096,SUP0531,5.0,8,208.65,0.0556,99.48
U0096,SUP0267,5.0,8,106.63,0.0489,88.46
U0096,SUP0396,5.0,2,656.53,0.0293,100.0
U0096,SUP0576,4.0,19,212.0,0.0895,73.05
U0096,SUP0078,4.0,7,96.52,0.1158,77.39
U0096,SUP1051,5.0,9,124.52,0.0077,100.0
U0096,SUP1133,5.0,9,186.11,0.0268,95.47
U0096,SUP0406,5.0,32,144.82,0.0376,98.67
U0096,SUP0506,5.0,10,118.45,0.0684,87.84
U0096,SUP0639,5.0,16,39.59,0.0612,96.2
U0097,SUP0204,5.0,7,402.67,0.0311,93.34
U0097,SUP0910,4.0,11,62.12,0.1417,80.19
U0097,SUP1102,5.0,6,72.2,0.0631,98.29
U0097,SUP1057,5.0,10,582.04,0.0663,95.97
U0097,SUP0058,4.0,10,135.2,0.1319,84.19
