user_id,item_id,rating,demand_qty,orders_placed,stockouts,fill_rate,forecast_accuracy
U0046,SKUI0426,3.0,4,8,6,0.7157,0.7231
U0046,SKUI0140,2.0,1,2,32,0.6702,0.5632
U0046,SKUI0783,4.0,1,4,9,0.8318,0.8534
U0046,SKUI0394,3.0,2,2,10,0.7538,0.6804
U0046,SKUI0658,2.0,3,9,27,0.6862,0.5714
U0046,SKUI0689,2.0,2,2,30,0.6877,0.56
U0046,SKUI0270,3.0,1,3,13,0.7586,0.7645
U0046,SKUI0336,3.0,4,3,12,0.7983,0.749
U0046,SKUI1032,2.0,2,4,24,0.6919,0.5894
U0047,SKUI0553,3.0,1,1,28,0.7053,0.6548
U0047,SKUI0226,3.0,15,26,21,0.7034,0.6099
U0047,SKUI0799,4.0,5,14,2,0.7878,0.8328
U0047,SKUI0852,3.0,7,19,9,0.7845,0.6926
U0047,SKUI0853,3.0,2,4,10,0.7975,0.6297
U0047,SKUI0531,3.0,2,5,18,0.695,0.6463
U0047,SKUI0128,2.0,2,2,29,0.7,0.574
U0047,SKUI0231,3.0,1,2,13,0.7486,0.7097
U0047,SKUI1135,2.0,17,25,27,0.7323,0.5603
U0047,SKUI0877,1.0,1,2,31,0.6678,0.5695
U0048,SKUI0083,4.0,1,1,9,0.7736,0.7587
U0048,SKUI1027,2.0,7,2,28,0.7108,0.5289
U0048,SKUI0838,3.0,1,2,11,0.7324,0.8069
U0048,SKUI0254,2.0,10,24,37,0.6718,0.5528
U0048,SKUI0571,4.0,1,6,12,0.7648,0.7595
U0048,SKUI0919,1.0,3,3,25,0.7304,0.5797
U0048,SKUI0939,3.0,1,2,12,0.697,0.7344
U0048,SKUI0344,3.0,3,3,17,0.6999,0.6775
U0048,SKUI0826,2.0,1,1,31,0.6994,0.5848
U0048,SKUI0547,2.0,2,3,22,0.6874,0.6173
U0049,SKUI0293,5.0,2,1,7,0.7925,0.808
U0049,SKUI0682,3.0,4,10,4,0.8038,0.6979
U0049,SKUI0618,4.0,4,4,9,0.7987,0.8085
U0049,SKUI0367,3.0,3,5,6,0.7761,0.7883
U0049,SKUI0580,4.0,3,7,7,0.7529,0.818
U0049,SKUI1184,2.0,2,4,34,0.6553,0.6253
U0049,SKUI0793,4.0,1,3,6,0.8129,0.7992
U0049,SKUI0133,4.0,2,7,6,0.7638,0.8535
U0049,SKUI1067,4.0,1,10,8,0.7721,0.8013
U0049,SKUI0620,2.0,2,6,31,0.6754,0.5435
U0050,SKUI0881,2.0,1,2,30,0.6844,0.6523
U0050,SKUI0284,4.0,1,6,4,0.7924,0.7416
U0050,SKUI0709,3.0,2,4,13,0.6894,0.7393
U0050,SKUI0355,4.0,2,5,12,0.8049,0.6592
U0050,SKUI0643,2.0,1,3,25,0.6556,0.6349
U0050,SKUI1104,2.0,2,5,24,0.7011,0.5932
U0050,SKUI0053,3.0,1,2,8,0.7583,0.749
U0050,SKUI0619,3.0,1,15,10,0.8306,0.7949
U0050,SKUI0465,3.0,1,5,11,0.7771,0.6898
U0050,SKUI0217,4.0,1,1,10,0.8109,0.8292
U0051,SKUI0515,2.0,1,5,25,0.6699,0.5645
U0051,SKUI0071,4.0,1,3,5,0.8794,0.8427
U0051,SKUI0964,4.0,1,3,6,0.7945,0.8286
U0051,SKUI0544,3.0,2,9,11,0.8172,0.8874
U0051,SKUI0881,2.0,1,3,34,0.6676,0.559
U0051,SKUI0860,3.0,2,3,17,0.7211,0.7481
U0051,SKUI0148,4.0,1,1,4,0.7974,0.8102
U0051,SKUI0390,2.0,1,4,8,0.7553,0.6869
U0051,SKUI0681,4.0,2,1,6,0.828,0.8346
U0051,SKUI0606,3.0,3,3,6,0.7683,0.8252
U0052,SKUI0787,2.0,3,3,36,0.6672,0.6758
U0052,SKUI0566,2.0,6,13,28,0.7037,0.5432
U0052,SKUI0112,3.0,1,3,14,0.7604,0.7959
U0052,SKUI0293,5.0,1,1,4,0.8543,0.8419
U0052,SKUI0708,4.0,2,6,7,0.7469,0.8041
U0052,SKUI1004,4.0,5,4,10,0.7641,0.8824
U0052,SKUI0156,2.0,5,6,26,0.6834,0.5483
U0052,SKUI0899,2.0,1,11,29,0.7012,0.6097
U0052,SKUI1152,4.0,1,4,5,0.7797,0.78
U0052,SKUI1090,4.0,3,6,9,0.7696,0.814
U0053,SKUI0210,2.0,3,5,29,0.7123,0.6657
U0053,SKUI0896,2.0,3,3,17,0.7852,0.7237
U0053,SKUI1128,3.0,2,4,15,0.8073,0.6543
U0053,SKUI0434,3.0,1,3,10,0.783,0.7485
U0053,SKUI0208,2.0,2,3,27,0.6695,0.6267
U0053,SKUI0929,4.0,2,3,5,0.8225,0.7368
U0053,SKUI1101,4.0,1,3,7,0.7746,0.7833
U0053,SKUI1046,5.0,1,1,11,0.8205,0.7679
U0053,SKUI0388,4.0,1,5,9,0.782,0.7932
U0053,SKUI1006,3.0,1,6,13,0.7331,0.7586
U0054,SKUI1029,1.0,1,2,38,0.7043,0.6053
U0054,SKUI0426,3.0,3,4,6,0.8157,0.7486
U0054,SKUI0138,3.0,1,6,13,0.807,0.7526
U0054,SKUI0374,4.0,1,2,9,0.8513,0.8497
U0054,SKUI0135,4.0,2,8,7,0.8007,0.8569
U0054,SKUI1034,2.0,1,2,26,0.6911,0.5179
U0054,SKUI0313,4.0,3,1,21,0.7682,0.6325
U0054,SKUI0289,3.0,2,1,5,0.7928,0.728
U0054,SKUI0121,2.0,2,3,29,0.7024,0.5179
U0054,SKUI0142,2.0,1,5,22,0.6897,0.5653
U0055,SKUI0959,3.0,1,5,7,0.7347,0.78
U0055,SKUI0140,2.0,2,1,39,0.7345,0.6221
U0055,SKUI0885,2.0,2,3,40,0.7155,0.5236
U0055,SKUI0479,2.0,2,6,27,0.7064,0.5883
U0055,SKUI0215,2.0,4,11,31,0.6774,0.6251
U0055,SKUI0896,3.0,2,7,11,0.7659,0.7292
U0055,SKUI0347,2.0,5,9,43,0.7057,0.6111
U0055,SKUI0497,3.0,1,5,9,0.7814,0.7465
U0055,SKUI0472,3.0,4,10,14,0.7928,0.7319
U0055,SKUI0029,3.0,3,1,8,0.7985,0.7193
U0056,SKUI0010,4.0,1,2,16,0.8387,0.7987
U0056,SKUI0641,2.0,4,5,26,0.6721,0.5443
U0056,SKUI0019,3.0,1,5,7,0.7042,0.664
U0056,SKUI0249,3.0,2,4,6,0.7446,0.7711
U0056,SKUI0873,2.0,2,1,16,0.6611,0.5708
U0056,SKUI0401,2.0,3,6,31,0.7832,0.5816
U0056,SKUI0337,2.0,1,4,29,0.7199,0.5982
U0056,SKUI0454,3.0,1,1,10,0.7367,0.7615
U0056,SKUI1200,4.0,1,3,10,0.7769,0.755
U0056,SKUI0776,2.0,8,7,21,0.7095,0.6282
U0057,SKUI1012,3.0,2,5,11,0.749,0.7478
U0057,SKUI0034,2.0,2,4,24,0.674,0.5325
U0057,SKUI0342,2.0,2,4,28,0.6842,0.577
U0057,SKUI0362,2.0,3,3,40,0.707,0.5998
U0057,SKUI0105,3.0,4,4,20,0.7366,0.6193
U0057,SKUI0861,3.0,3,2,9,0.7599,0.6532
U0057,SKUI0538,2.0,2,3,6,0.7981,0.5843
U0057,SKUI1117,5.0,2,2,8,0.8325,0.7421
U0057,SKUI0400,2.0,2,3,50,0.6947,0.6091
U0057,SKUI0913,3.0,2,4,6,0.7571,0.7631
U0058,SKUI0606,3.0,6,2,11,0.743,0.6636
U0058,SKUI0644,3.0,4,9,10,0.7427,0.6858
U0058,SKUI0907,2.0,2,3,26,0.6888,0.6457
U0058,SKUI0821,3.0,3,8,25,0.6937,0.6462
U0058,SKUI0628,3.0,5,8,14,0.7713,0.7022
U0058,SKUI0033,2.0,3,2,38,0.766,0.5814
U0058,SKUI0102,3.0,2,4,8,0.7312,0.7593
U0058,SKUI0526,4.0,1,1,8,0.7958,0.6786
U0058,SKUI0690,3.0,3,8,14,0.7153,0.6446
U0058,SKUI0335,2.0,8,9,26,0.6935,0.6487
U0059,SKUI0040,4.0,6,18,8,0.7595,0.7225
U0059,SKUI0060,4.0,2,10,8,0.7817,0.8314
U0059,SKUI0227,3.0,2,2,9,0.804,0.7372
U0059,SKUI0699,2.0,1,1,22,0.6939,0.6271
U0059,SKUI0549,3.0,2,3,14,0.7738,0.7206
U0059,SKUI0363,3.0,2,3,10,0.7586,0.704
U0059,SKUI0610,3.0,2,11,13,0.7704,0.6339
U0059,SKUI0710,2.0,2,4,42,0.6826,0.5877
U0059,SKUI0607,4.0,2,8,4,0.789,0.8187
U0059,SKUI0546,2.0,4,2,17,0.7559,0.651
U0060,SKUI0549,3.0,1,5,6,0.7525,0.7446
U0060,SKUI0537,4.0,2,5,15,0.775,0.8419
U0060,SKUI0677,4.0,3,12,9,0.8237,0.7614
U0060,SKUI0397,3.0,1,3,12,0.8053,0.7102
U0060,SKUI0723,2.0,4,4,21,0.7407,0.6401
U0060,SKUI0882,4.0,1,1,7,0.8116,0.8597
U0060,SKUI0526,4.0,1,2,9,0.8226,0.6898
U0060,SKUI0131,3.0,2,8,11,0.7343,0.7252
U0060,SKUI0402,4.0,2,3,4,0.7787,0.7478
U0060,SKUI1114,4.0,5,15,6,0.7407,0.8148
U0061,SKUI1070,4.0,1,8,9,0.7652,0.7519
U0061,SKUI0452,3.0,3,3,7,0.7306,0.8161
U0061,SKUI0276,3.0,1,1,8,0.7822,0.7536
U0061,SKUI0817,3.0,5,12,12,0.7505,0.6969
U0061,SKUI0629,2.0,2,3,31,0.7151,0.6047
U0061,SKUI0056,3.0,1,10,8,0.7891,0.8591
U0061,SKUI0977,3.0,3,15,6,0.7791,0.7092
U0061,SKUI0188,4.0,1,4,3,0.8029,0.7456
U0061,SKUI0014,2.0,3,1,30,0.7233,0.561
U0061,SKUI0987,2.0,4,6,13,0.7073,0.7375
U0062,SKUI0409,3.0,2,11,16,0.8107,0.7485
U0062,SKUI0964,4.0,2,4,7,0.8138,0.8199
U0062,SKUI1171,3.0,2,5,10,0.704,0.7501
U0062,SKUI0510,2.0,2,5,25,0.7211,0.5953
U0062,SKUI0222,3.0,1,3,8,0.7652,0.7464
U0062,SKUI1056,2.0,6,14,31,0.708,0.5653
U0062,SKUI0094,2.0,3,4,24,0.7133,0.4801
U0062,SKUI0173,2.0,1,2,25,0.691,0.5461
U0062,SKUI0397,3.0,3,5,12,0.8168,0.7981
U0062,SKUI0776,2.0,5,9,26,0.6749,0.6505
U0063,SKUI0141,2.0,4,3,28,0.7175,0.5566
U0063,SKUI0267,2.0,2,4,20,0.6938,0.5726
U0063,SKUI0037,2.0,7,5,32,0.7398,0.6044
U0063,SKUI0916,3.0,5,6,11,0.7718,0.6999
U0063,SKUI0163,2.0,6,3,28,0.6921,0.5633
U0063,SKUI1081,2.0,5,7,41,0.667,0.6219
U0063,SKUI0536,3.0,1,5,10,0.7737,0.7728
U0063,SKUI0732,3.0,5,11,13,0.7614,0.7497
U0063,SKUI0671,2.0,2,2,26,0.7375,0.6659
U0063,SKUI0552,3.0,1,9,7,0.7811,0.7929
U0064,SKUI0735,4.0,3,8,6,0.8037,0.7699
U0064,SKUI1057,3.0,2,6,18,0.7721,0.7745
U0064,SKUI0507,2.0,2,2,13,0.7488,0.6674
U0064,SKUI0992,3.0,1,3,13,0.7548,0.6823
U0064,SKUI1126,2.0,6,6,11,0.7801,0.7242
U0064,SKUI0530,3.0,3,6,13,0.8037,0.6549
U0064,SKUI0924,3.0,4,3,10,0.7942,0.7408
U0064,SKUI0595,4.0,2,1,5,0.7594,0.7474
U0064,SKUI0082,2.0,4,5,24,0.7194,0.5627
U0064,SKUI0593,4.0,3,8,11,0.8178,0.7591
U0065,SKUI0798,2.0,3,5,17,0.7164,0.5787
U0065,SKUI0397,4.0,2,2,10,0.8238,0.8313
U0065,SKUI0966,3.0,5,4,28,0.679,0.6292
U0065,SKUI0293,5.0,1,1,6,0.8186,0.8376
U0065,SKUI1189,2.0,4,11,29,0.6953,0.5558
U0065,SKUI0434,3.0,2,2,13,0.793,0.7607
U0065,SKUI0441,5.0,2,1,8,0.7985,0.8279
U0065,SKUI0264,4.0,7,5,8,0.8164,0.7399
U0065,SKUI0996,3.0,1,3,14,0.7975,0.7432
U0065,SKUI0439,3.0,2,5,8,0.7518,0.7885
U0066,SKUI0003,2.0,8,9,40,0.6871,0.5479
U0066,SKUI0379,4.0,2,2,9,0.8081,0.8185
U0066,SKUI0927,4.0,1,1,8,0.7918,0.772
U0066,SKUI0447,4.0,1,1,7,0.8016,0.7603
U0066,SKUI1003,3.0,7,7,10,0.7969,0.7472
U0066,SKUI0155,3.0,2,2,27,0.7672,0.6288
U0066,SKUI0276,3.0,2,1,15,0.7601,0.6588
U0066,SKUI0836,2.0,1,6,30,0.7321,0.6252
U0066,SKUI1129,3.0,2,2,25,0.7645,0.6228
U0066,SKUI0160,4.0,2,10,4,0.8091,0.7185
U0067,SKUI0557,4.0,1,4,11,0.7614,0.8266
U0067,SKUI0937,3.0,1,4,12,0.7526,0.7098
U0067,SKUI0241,4.0,3,4,5,0.7635,0.8025
U0067,SKUI0833,2.0,1,2,13,0.724,0.6667
U0067,SKUI0616,4.0,4,11,6,0.7424,0.8101
U0067,SKUI0057,3.0,2,2,15,0.8485,0.758
U0067,SKUI0294,2.0,1,8,12,0.7706,0.692
U0067,SKUI0916,4.0,5,7,6,0.8011,0.7604
U0067,SKUI0345,3.0,1,3,14,0.7413,0.6643
U0067,SKUI0355,4.0,3,7,8,0.7664,0.7364
U0068,SKUI0711,3.0,2,6,22,0.7193,0.6162
U0068,SKUI0475,2.0,2,1,20,0.7311,0.5965
U0068,SKUI1033,2.0,11,17,35,0.6659,0.5838
U0068,SKUI0173,3.0,2,7,43,0.7292,0.6507
U0068,SKUI0197,4.0,8,5,8,0.8244,0.7313
U0068,SKUI0939,3.0,3,7,3,0.7688,0.7391
U0068,SKUI0168,3.0,1,1,25,0.7387,0.5783
U0068,SKUI0863,3.0,1,9,8,0.7541,0.7729
U0068,SKUI1033,2.0,6,19,38,0.7284,0.5755
U0068,SKUI0184,4.0,1,8,5,0.8284,0.6787
U0069,SKUI0546,2.0,1,2,11,0.7414,0.6771
U0069,SKUI0134,1.0,1,2,34,0.6789,0.5616
U0069,SKUI0974,4.0,3,11,10,0.851,0.7987
U0069,SKUI0082,2.0,3,9,30,0.7222,0.6288
U0069,SKUI0530,3.0,3,6,8,0.7486,0.8172
U0069,SKUI0468,4.0,1,1,7,0.8066,0.8299
U0069,SKUI0578,3.0,2,12,7,0.7078,0.773
U0069,SKUI0269,3.0,2,11,11,0.8118,0.7094
U0069,SKUI1005,4.0,5,20,14,0.821,0.8084
U0069,SKUI1126,4.0,4,11,8,0.7607,0.6653
U0070,SKUI0555,4.0,1,3,1,0.7943,0.7739
U0070,SKUI0458,3.0,1,4,10,0.7532,0.6897
U0070,SKUI0917,2.0,1,3,36,0.6229,0.6058
U0070,SKUI0893,3.0,7,1,2,0.7757,0.6644
U0070,SKUI0153,3.0,1,5,17,0.7406,0.7867
U0070,SKUI0191,3.0,3,3,10,0.7425,0.7591
U0070,SKUI1073,3.0,1,2,7,0.8198,0.7103
U0070,SKUI0059,1.0,2,4,35,0.6908,0.5545
U0070,SKUI0816,4.0,2,4,10,0.7447,0.8311
U0070,SKUI0099,4.0,1,2,8,0.8274,0.7747
U0071,SKUI1088,2.0,1,2,36,0.6902,0.5762
U0071,SKUI1143,1.0,5,2,23,0.7425,0.6215
U0071,SKUI0446,1.0,1,4,40,0.6703,0.5847
U0071,SKUI0677,3.0,1,8,10,0.7518,0.7484
U0071,SKUI0056,4.0,4,12,9,0.779,0.7303
U0071,SKUI0284,3.0,3,7,9,0.8189,0.7632
U0071,SKUI1154,4.0,1,1,14,0.8196,0.7779
U0071,SKUI0155,2.0,1,1,36,0.7032,0.5776
U0071,SKUI0666,4.0,2,1,16,0.7808,0.6086
U0071,SKUI0879,5.0,2,1,3,0.8368,0.8286
U0072,SKUI0637,3.0,3,7,8,0.7858,0.6896
U0072,SKUI0269,4.0,2,13,16,0.7617,0.6868
U0072,SKUI0163,1.0,3,5,39,0.6909,0.5536
U0072,SKUI1083,2.0,1,3,26,0.7264,0.6459
U0072,SKUI1094,4.0,4,6,7,0.778,0.805
U0072,SKUI0888,3.0,3,4,7,0.7721,0.7443
U0072,SKUI0675,3.0,8,11,36,0.7078,0.6679
U0072,SKUI0605,3.0,1,2,10,0.7851,0.7679
U0072,SKUI1009,2.0,3,20,37,0.6845,0.5519
U0072,SKUI1029,1.0,1,3,41,0.676,0.5562
U0073,SKUI0932,4.0,2,3,20,0.8791,0.8508
U0073,SKUI0056,4.0,1,10,7,0.798,0.8071
U0073,SKUI0707,4.0,1,2,16,0.8115,0.6972
U0073,SKUI1102,3.0,5,16,16,0.8253,0.707
U0073,SKUI0892,3.0,3,8,9,0.7591,0.7321
U0073,SKUI0962,3.0,1,6,14,0.7331,0.7093
U0073,SKUI0911,1.0,2,3,42,0.6363,0.5646
U0073,SKUI0591,3.0,1,2,11,0.7212,0.7808
U0073,SKUI1020,1.0,1,4,29,0.656,0.5498
U0073,SKUI1161,5.0,1,3,7,0.8141,0.806
U0074,SKUI0202,3.0,3,9,11,0.7542,0.6925
U0074,SKUI0248,3.0,2,3,6,0.7781,0.7745
U0074,SKUI1031,4.0,2,2,9,0.7602,0.7157
U0074,SKUI0640,4.0,2,1,5,0.8011,0.8109
U0074,SKUI0282,3.0,2,1,8,0.7978,0.7581
U0074,SKUI0866,3.0,1,3,5,0.8493,0.6605
U0074,SKUI0997,1.0,1,5,43,0.6859,0.5454
U0074,SKUI0285,4.0,1,1,9,0.7766,0.8135
U0074,SKUI1143,2.0,4,4,23,0.7139,0.574
U0074,SKUI1004,4.0,1,5,4,0.7621,0.8361
U0075,SKUI0735,3.0,3,3,8,0.7563,0.7276
U0075,SKUI0342,2.0,3,6,33,0.6877,0.5785
U0075,SKUI0293,5.0,1,1,6,0.8426,0.881
U0075,SKUI0204,3.0,1,10,10,0.7346,0.7092
U0075,SKUI0514,3.0,1,3,13,0.7137,0.8442
U0075,SKUI1145,4.0,1,3,9,0.7696,0.7509
U0075,SKUI0447,4.0,1,1,9,0.7472,0.7449
U0075,SKUI1088,2.0,2,5,30,0.6969,0.561
U0075,SKUI0489,4.0,3,8,11,0.7993,0.8366
U0075,SKUI0144,3.0,2,8,11,0.7417,0.7148
U0076,SKUI0531,2.0,2,4,41,0.7204,0.6522
U0076,SKUI0507,3.0,5,4,7,0.7495,0.6937
U0076,SKUI0813,4.0,1,5,12,0.7662,0.7578
U0076,SKUI0585,4.0,3,7,8,0.7579,0.8808
U0076,SKUI0776,2.0,8,6,20,0.6675,0.5714
U0076,SKUI1179,4.0,1,5,8,0.8,0.784
U0076,SKUI1165,4.0,1,4,13,0.7646,0.8048
U0076,SKUI0877,1.0,1,4,27,0.7017,0.5198
U0076,SKUI1142,1.0,1,1,36,0.6988,0.5697
U0076,SKUI0558,3.0,1,7,11,0.807,0.7517
U0077,SKUI1023,1.0,3,2,32,0.6333,0.5534
U0077,SKUI0518,3.0,2,4,8,0.7571,0.6776
U0077,SKUI1076,4.0,3,4,7,0.788,0.8508
U0077,SKUI0210,2.0,3,5,24,0.7112,0.5926
U0077,SKUI0989,2.0,6,10,19,0.7084,0.6388
U0077,SKUI0627,2.0,5,9,34,0.6922,0.657
U0077,SKUI0827,2.0,2,2,40,0.7046,0.5746
U0077,SKUI0313,4.0,1,1,20,0.7426,0.6648
U0077,SKUI0629,2.0,2,2,23,0.69,0.6282
U0077,SKUI0360,2.0,2,2,35,0.6789,0.5262
U0078,SKUI1053,3.0,3,6,7,0.7919,0.7407
U0078,SKUI0317,3.0,2,2,21,0.7168,0.6531
U0078,SKUI0335,2.0,11,10,30,0.6724,0.6142
U0078,SKUI0853,4.0,3,2,16,0.7761,0.759
U0078,SKUI0529,3.0,1,3,10,0.7115,0.7949
U0078,SKUI0421,3.0,2,6,20,0.7505,0.6
U0078,SKUI0960,3.0,3,6,10,0.8191,0.7195
U0078,SKUI0842,2.0,8,10,28,0.7286,0.5943
U0078,SKUI0345,3.0,2,3,7,0.7683,0.686
U0078,SKUI0467,3.0,3,3,13,0.7054,0.7152
U0079,SKUI0848,3.0,1,6,12,0.7948,0.7801
U0079,SKUI0529,2.0,1,4,23,0.7515,0.7617
U0079,SKUI0942,3.0,2,3,21,0.7203,0.748
U0079,SKUI0711,2.0,2,4,40,0.7023,0.5401
U0079,SKUI0862,2.0,1,1,22,0.7196,0.5313
U0079,SKUI0862,2.0,3,2,23,0.714,0.6502
U0079,SKUI0247,2.0,2,1,26,0.7238,0.6496
U0079,SKUI1012,3.0,2,5,7,0.7698,0.743
U0079,SKUI0019,3.0,2,10,7,0.7761,0.7157
U0079,SKUI0143,2.0,3,4,31,0.6863,0.6619
U0080,SKUI0908,3.0,1,4,11,0.7377,0.8629
U0080,SKUI0454,3.0,1,1,14,0.7892,0.6868
U0080,SKUI0047,3.0,2,3,10,0.8072,0.733
U0080,SKUI0211,3.0,1,5,10,0.7647,0.7298
U0080,SKUI0055,5.0,1,2,4,0.7816,0.8643
U0080,SKUI0877,2.0,1,3,23,0.6912,0.6008
U0080,SKUI0623,3.0,2,9,7,0.7712,0.6621
U0080,SKUI0049,3.0,4,7,8,0.7832,0.6808
U0080,SKUI0953,2.0,7,4,25,0.6791,0.6605
U0080,SKUI0259,4.0,1,3,3,0.8124,0.7235
U0081,SKUI0907,2.0,3,3,31,0.697,0.5436
U0081,SKUI0111,3.0,3,7,14,0.7568,0.7241
U0081,SKUI1070,4.0,1,5,9,0.7787,0.8197
U0081,SKUI0362,2.0,3,11,22,0.6693,0.5982
U0081,SKUI0006,3.0,1,4,9,0.759,0.7767
U0081,SKUI1040,4.0,2,7,4,0.7876,0.8751
U0081,SKUI0587,3.0,2,7,11,0.7621,0.7662
U0081,SKUI0452,4.0,2,3,6,0.7757,0.7387
U0081,SKUI0477,2.0,7,10,30,0.6681,0.5263
U0081,SKUI0530,3.0,2,5,7,0.7548,0.6868
U0082,SKUI0128,2.0,2,3,34,0.6973,0.6096
U0082,SKUI0451,4.0,3,21,9,0.7952,0.7709
U0082,SKUI0075,3.0,6,6,9,0.777,0.758
U0082,SKUI0580,3.0,2,9,12,0.7179,0.8111
U0082,SKUI0878,3.0,2,1,10,0.7328,0.7391
U0082,SKUI0538,2.0,3,3,14,0.7188,0.6776
U0082,SKUI0818,4.0,1,6,7,0.7985,0.7801
U0082,SKUI0610,3.0,3,9,11,0.7512,0.7162
U0082,SKUI0915,1.0,3,2,34,0.6525,0.5738
U0082,SKUI0842,2.0,5,12,29,0.7209,0.569
U0083,SKUI1088,3.0,1,4,29,0.7884,0.5538
U0083,SKUI0532,2.0,2,1,33,0.7141,0.6118
U0083,SKUI1000,3.0,2,2,8,0.7695,0.6601
U0083,SKUI1017,3.0,1,2,6,0.7393,0.6876
U0083,SKUI0628,4.0,2,6,7,0.8049,0.7865
U0083,SKUI0582,3.0,1,6,19,0.7725,0.7742
U0083,SKUI0102,4.0,1,4,6,0.7801,0.7757
U0083,SKUI0661,4.0,1,2,16,0.7623,0.8337
U0083,SKUI0780,4.0,1,5,8,0.7836,0.7704
U0083,SKUI0341,4.0,2,2,6,0.7866,0.7635
U0084,SKUI0466,4.0,3,5,8,0.7808,0.7857
U0084,SKUI0025,2.0,3,3,37,0.6954,0.5673
U0084,SKUI0972,3.0,1,3,6,0.7801,0.7365
U0084,SKUI0836,2.0,4,3,27,0.6755,0.569
U0084,SKUI0718,4.0,1,5,8,0.7521,0.8467
U0084,SKUI1194,4.0,1,2,3,0.7986,0.7019
U0084,SKUI0409,3.0,1,12,6,0.7575,0.7405
U0084,SKUI0194,1.0,3,4,34,0.6957,0.5623
U0084,SKUI1044,4.0,3,9,6,0.833,0.8153
U0084,SKUI0301,3.0,1,2,10,0.7603,0.6842
U0085,SKUI0667,2.0,1,7,28,0.7218,0.62
U0085,SKUI0587,3.0,1,7,9,0.7223,0.7578
U0085,SKUI0626,4.0,2,5,8,0.7551,0.8048
U0085,SKUI0495,3.0,1,5,12,0.7693,0.7315
U0085,SKUI0630,4.0,1,2,12,0.7938,0.7173
U0085,SKUI0163,2.0,1,6,24,0.7289,0.4996
U0085,SKUI0375,2.0,1,1,8,0.7455,0.7526
U0085,SKUI0981,2.0,2,4,32,0.6965,0.5223
U0085,SKUI1060,3.0,2,4,10,0.7592,0.766
U0085,SKUI0571,3.0,1,5,7,0.7651,0.7374
U0086,SKUI0817,3.0,5,6,7,0.7303,0.7729
U0086,SKUI0037,2.0,4,9,37,0.7022,0.5444
U0086,SKUI1048,3.0,1,3,4,0.7351,0.7766
U0086,SKUI0042,4.0,1,3,3,0.7938,0.8034
U0086,SKUI0864,3.0,6,31,11,0.7613,0.7313
U0086,SKUI0836,3.0,4,4,22,0.7561,0.6278
U0086,SKUI0127,3.0,2,8,6,0.7673,0.7968
U0086,SKUI0857,3.0,2,4,15,0.7443,0.6634
U0086,SKUI0776,2.0,4,7,33,0.6371,0.6083
U0086,SKUI0897,1.0,2,2,39,0.6596,0.5563
U0087,SKUI0675,2.0,4,9,35,0.6925,0.5321
U0087,SKUI0050,2.0,4,11,30,0.6565,0.6201
U0087,SKUI0104,3.0,1,1,19,0.7939,0.7701
U0087,SKUI0306,3.0,2,3,14,0.7636,0.7075
U0087,SKUI0316,2.0,3,1,11,0.7639,0.6617
U0087,SKUI1162,2.0,4,6,31,0.7063,0.61
U0087,SKUI0413,2.0,2,2,28,0.7023,0.5957
U0087,SKUI1098,2.0,2,4,30,0.7008,0.627
U0087,SKUI0883,3.0,1,13,9,0.7659,0.689
U0087,SKUI1166,4.0,2,6,4,0.7757,0.8322
U0088,SKUI0523,4.0,1,6,4,0.7631,0.8414
U0088,SKUI0556,3.0,1,1,8,0.7484,0.6687
U0088,SKUI0414,3.0,1,3,9,0.7823,0.8038
U0088,SKUI0672,4.0,2,2,3,0.8433,0.7735
U0088,SKUI1168,4.0,1,2,8,0.7433,0.757
U0088,SKUI0122,5.0,1,4,5,0.8252,0.8733
U0088,SKUI0645,3.0,10,2,4,0.7313,0.6836
U0088,SKUI0999,2.0,3,4,16,0.7387,0.6885
U0088,SKUI0997,2.0,3,5,29,0.6919,0.5218
U0088,SKUI0734,3.0,1,5,5,0.7529,0.6829
U0089,SKUI0566,2.0,3,11,29,0.7354,0.5988
U0089,SKUI0933,3.0,7,8,7,0.8279,0.7554
U0089,SKUI0652,2.0,2,4,35,0.7052,0.5701
U0089,SKUI0333,3.0,3,9,12,0.7471,0.723
U0089,SKUI0350,4.0,4,20,7,0.8049,0.8515
U0089,SKUI0079,4.0,2,10,9,0.7687,0.8694
U0089,SKUI1164,3.0,2,4,8,0.7321,0.6994
U0089,SKUI0189,4.0,3,10,9,0.7779,0.7803
U0089,SKUI0649,4.0,3,11,5,0.7923,0.7492
U0089,SKUI0138,3.0,1,5,9,0.767,0.7842
U0090,SKUI0421,2.0,5,7,36,0.6523,0.6201
U0090,SKUI1024,4.0,6,12,8,0.8037,0.7796
U0090,SKUI0840,3.0,2,7,20,0.727,0.6418
U0090,SKUI0549,4.0,4,3,9,0.8512,0.7731
U0090,SKUI1175,3.0,2,4,13,0.7811,0.8509
U0090,SKUI0192,4.0,2,3,13,0.7561,0.8045
U0090,SKUI0769,2.0,3,5,28,0.733,0.5917
U0090,SKUI0745,2.0,2,3,44,0.686,0.5277
U0090,SKUI0718,4.0,1,3,5,0.714,0.7737
U0090,SKUI0833,3.0,1,3,6,0.7749,0.7421
U0091,SKUI1057,4.0,1,4,8,0.8073,0.8145
U0091,SKUI0174,3.0,1,2,29,0.722,0.5725
U0091,SKUI0893,3.0,4,5,4,0.7581,0.6395
U0091,SKUI0461,3.0,8,11,25,0.7354,0.573
