user_id,item_id,rating,volume_shipped,frequency,total_spend
U0050,LANEI0955,5.0,0.443,11.0,45290.38
U0050,LANEI0478,4.0,14.526,9.0,3648.43
U0051,LANEI0687,5.0,1.376,13.0,6434.28
U0051,LANEI1057,5.0,1.834,16.0,6901.61
U0051,LANEI0075,5.0,14.854,3.0,6237.73
U0051,LANEI0544,5.0,1.888,6.0,15383.97
U0051,LANEI0597,5.0,1.671,6.0,26904.79
U0051,LANEI0447,5.0,0.33,9.0,6679.12
U0051,LANEI0251,5.0,0.22,15.0,12979.08
U0051,LANEI0952,5.0,17.664,11.0,7030.83
U0051,LANEI0618,5.0,1.047,6.0,38662.0
U0051,LANEI0148,5.0,1.246,9.0,10922.69
U0052,LANEI0041,5.0,1.1,8.0,3987.0
U0052,LANEI0754,5.0,0.21,8.0,14761.35
U0052,LANEI0061,5.0,1.203,6.0,49923.01
U0052,LANEI0118,5.0,3.07,8.0,2391.37
U0052,LANEI0210,5.0,0.81,3.0,17405.57
U0052,LANEI0778,5.0,1.168,11.0,7891.95
U0052,LANEI1126,5.0,0.96,10.0,9979.58
U0052,LANEI0658,5.0,2.742,9.0,4722.18
U0052,LANEI0603,5.0,1.777,6.0,10363.35
U0052,LANEI0947,5.0,9.494,10.0,9426.64
U0053,LANEI0551,5.0,0.094,13.0,25322.67
U0053,LANEI0355,5.0,9.969,11.0,11717.36
U0053,LANEI0120,4.0,15.326,11.0,4572.04
U0053,LANEI0777,5.0,0.471,6.0,25549.11
U0053,LANEI0273,5.0,17.474,10.0,8407.73
U0053,LANEI1123,5.0,0.819,9.0,6465.45
U0053,LANEI0627,5.0,0.946,9.0,6182.13
U0053,LANEI0312,5.0,0.71,7.0,16200.98
U0053,LANEI0580,5.0,3.464,8.0,1832.23
U0053,LANEI0104,5.0,0.813,5.0,12648.59
U0054,LANEI0045,5.0,2.645,12.0,11142.08
U0054,LANEI0885,5.0,7.312,9.0,14654.03
U0054,LANEI0973,5.0,1.016,5.0,8153.07
U0054,LANEI0112,5.0,1.449,8.0,5120.62
U0054,LANEI0967,5.0,0.992,16.0,24497.18
U0054,LANEI0319,5.0,0.582,11.0,15236.49
U0054,LANEI0122,5.0,0.055,14.0,7990.46
U0054,LANEI1083,4.0,6.511,6.0,21716.41
U0054,LANEI0057,5.0,2.672,11.0,3868.93
U0054,LANEI0727,5.0,1.697,10.0,3196.17
U0055,LANEI0988,5.0,8.274,15.0,4470.52
U0055,LANEI0509,5.0,8.528,8.0,20151.0
U0055,LANEI0097,5.0,0.735,5.0,44847.42
U0055,LANEI0822,5.0,0.1,5.0,11515.8
U0055,LANEI0051,5.0,0.457,8.0,26601.89
U0055,LANEI0782,5.0,2.589,7.0,841.86
U0055,LANEI0032,5.0,0.276,9.0,30684.12
U0055,LANEI0128,5.0,0.104,5.0,39498.25
U0055,LANEI0818,5.0,0.145,10.0,13792.27
U0055,LANEI0590,5.0,3.654,6.0,9808.35
U0056,LANEI0405,5.0,0.533,12.0,27690.18
U0056,LANEI1163,3.0,13.219,5.0,12298.44
U0056,LANEI0474,5.0,1.298,17.0,39607.55
U0056,LANEI0892,5.0,16.118,8.0,13096.22
U0056,LANEI0692,5.0,0.376,12.0,51475.16
U0056,LANEI1019,5.0,7.369,9.0,14163.71
U0056,LANEI0220,5.0,8.578,5.0,3354.33
U0056,LANEI1173,5.0,12.187,9.0,10348.76
U0056,LANEI0668,5.0,11.42,9.0,16339.14
U0056,LANEI0001,5.0,15.688,8.0,4155.31
U0057,LANEI0259,5.0,1.619,10.0,4342.63
U0057,LANEI0481,5.0,0.078,4.0,38349.34
U0057,LANEI1139,5.0,1.603,11.0,8016.2
U0057,LANEI1060,5.0,0.638,8.0,47191.34
U0057,LANEI0440,5.0,0.19,11.0,13752.02
U0057,LANEI0094,5.0,0.067,9.0,18359.12
U0057,LANEI0456,5.0,1.454,11.0,6621.82
U0057,LANEI0741,5.0,0.434,10.0,9850.55
U0057,LANEI0991,5.0,1.813,11.0,9304.13
U0057,LANEI0780,5.0,0.08,11.0,22979.75
U0058,LANEI0001,5.0,18.98,9.0,1693.3
U0058,LANEI0426,5.0,0.365,8.0,13297.0
U0058,LANEI0470,5.0,2.031,7.0,2322.76
U0058,LANEI1030,5.0,1.616,8.0,2593.95
U0058,LANEI0150,5.0,0.199,12.0,15809.57
U0058,LANEI0464,5.0,12.057,14.0,9450.97
U0058,LANEI0137,5.0,1.648,5.0,28290.19
U0058,LANEI0708,5.0,0.81,9.0,2413.55
U0058,LANEI1034,5.0,1.011,8.0,13113.49
U0058,LANEI0694,5.0,0.66,19.0,11140.57
U0059,LANEI0205,5.0,17.709,16.0,5718.82
U0059,LANEI0724,5.0,1.34,10.0,8657.99
U0059,LANEI0571,5.0,0.12,10.0,8665.66
U0059,LANEI0449,5.0,0.465,11.0,56448.26
U0059,LANEI0530,5.0,7.012,12.0,2722.48
U0059,LANEI0151,5.0,2.112,9.0,4033.15
U0059,LANEI0006,5.0,0.81,16.0,10394.21
U0059,LANEI0328,5.0,7.445,10.0,5870.92
U0059,LANEI1085,5.0,2.101,6.0,15251.25
U0059,LANEI0877,5.0,0.263,9.0,32057.32
U0060,LANEI1174,5.0,16.032,13.0,4161.34
U0060,LANEI0370,5.0,0.286,8.0,21040.91
U0060,LANEI1036,5.0,1.526,16.0,5425.81
U0060,LANEI0753,5.0,1.412,8.0,6227.79
U0060,LANEI1184,4.0,9.981,11.0,12352.15
U0060,LANEI0613,5.0,1.002,12.0,25401.39
U0060,LANEI0630,5.0,0.112,10.0,54210.95
U0060,LANEI0507,5.0,3.1,17.0,3235.3
U0060,LANEI0348,5.0,0.869,9.0,4383.99
U0060,LANEI0856,5.0,2.634,4.0,5769.92
U0061,LANEI0964,5.0,1.159,8.0,6982.54
U0061,LANEI0992,5.0,2.207,6.0,3734.78
U0061,LANEI0120,4.0,16.356,7.0,7148.67
U0061,LANEI0875,5.0,0.87,9.0,22021.45
U0061,LANEI1172,5.0,0.112,16.0,70799.09
U0061,LANEI0296,5.0,18.061,16.0,10430.2
U0061,LANEI0895,5.0,0.102,13.0,15601.19
U0061,LANEI0076,5.0,8.723,7.0,10947.84
U0061,LANEI0013,4.0,6.963,12.0,15176.2
U0061,LANEI0181,5.0,3.354,10.0,13655.08
U0062,LANEI0028,4.0,7.946,11.0,14099.21
U0062,LANEI0855,5.0,1.193,8.0,16438.22
U0062,LANEI0121,5.0,1.459,8.0,3796.01
U0062,LANEI0463,5.0,10.253,12.0,5208.63
U0062,LANEI0209,5.0,1.631,8.0,19611.44
U0062,LANEI0350,5.0,3.837,8.0,3072.93
U0062,LANEI0057,5.0,1.819,11.0,2231.27
U0062,LANEI1164,5.0,2.856,9.0,10161.1
U0062,LANEI0776,5.0,2.667,7.0,10660.56
U0062,LANEI0796,5.0,13.902,10.0,7278.28
U0063,LANEI0125,5.0,15.571,4.0,8091.11
U0063,LANEI0090,5.0,16.566,8.0,9726.76
U0063,LANEI0218,5.0,0.05,6.0,24082.62
U0063,LANEI0832,5.0,0.761,11.0,4439.81
U0063,LANEI1078,5.0,16.159,15.0,45542.09
U0063,LANEI0194,5.0,7.525,7.0,13471.7
U0063,LANEI0364,4.0,13.569,10.0,9064.75
U0063,LANEI1190,5.0,0.688,13.0,2873.23
U0063,LANEI0364,5.0,15.051,5.0,12398.89
U0063,LANEI0725,5.0,1.826,9.0,3432.75
U0064,LANEI0410,5.0,1.534,16.0,8244.91
U0064,LANEI0757,5.0,1.504,8.0,18900.89
U0064,LANEI0472,5.0,6.814,8.0,23820.29
U0064,LANEI0493,5.0,1.12,7.0,4915.97
U0064,LANEI0081,5.0,0.834,14.0,1396.54
U0064,LANEI0575,5.0,1.1,10.0,10440.41
U0064,LANEI0214,5.0,0.99,11.0,18593.7
U0064,LANEI0482,5.0,1.386,5.0,9076.1
U0064,LANEI0390,5.0,18.722,14.0,7594.0
U0064,LANEI1077,5.0,3.237,8.0,7723.49
U0065,LANEI1078,5.0,18.772,8.0,31195.27
U0065,LANEI1060,5.0,0.731,15.0,57577.81
U0065,LANEI0910,5.0,0.606,11.0,6901.97
U0065,LANEI0311,5.0,0.799,8.0,2307.66
U0065,LANEI0865,5.0,1.187,15.0,22620.1
U0065,LANEI0122,5.0,0.136,8.0,27298.86
U0065,LANEI0451,5.0,1.009,12.0,3351.84
U0065,LANEI0185,5.0,0.266,9.0,25829.66
U0065,LANEI0854,5.0,2.682,18.0,7552.71
U0065,LANEI0241,5.0,19.859,12.0,8290.68
U0066,LANEI1032,5.0,0.414,10.0,14760.57
U0066,LANEI1127,5.0,1.265,10.0,10980.9
U0066,LANEI0991,5.0,3.902,8.0,17666.43
U0066,LANEI0897,5.0,1.655,6.0,3604.77
U0066,LANEI1165,5.0,2.031,6.0,4158.82
U0066,LANEI0871,4.0,16.483,5.0,4023.17
U0066,LANEI0048,5.0,11.743,10.0,28413.97
U0066,LANEI0143,5.0,3.789,7.0,10973.98
U0066,LANEI0841,5.0,17.446,15.0,7425.21
U0066,LANEI0711,5.0,8.713,9.0,14195.22
U0067,LANEI1200,5.0,2.02,8.0,14392.41
U0067,LANEI0870,5.0,11.158,10.0,5766.52
U0067,LANEI0631,5.0,1.406,10.0,6912.97
U0067,LANEI0780,5.0,0.118,7.0,56265.0
U0067,LANEI1068,5.0,1.835,9.0,8712.88
U0067,LANEI0062,5.0,0.894,9.0,13366.9
U0067,LANEI0303,5.0,2.435,7.0,22881.12
U0067,LANEI0571,5.0,0.061,11.0,41997.7
U0067,LANEI0664,5.0,15.427,11.0,9817.44
U0067,LANEI1120,5.0,16.437,11.0,10614.88
U0068,LANEI0249,4.0,17.609,7.0,17441.71
U0068,LANEI0166,5.0,0.727,7.0,23179.83
U0068,LANEI0083,5.0,0.114,11.0,30049.91
U0068,LANEI0169,5.0,2.619,7.0,3896.35
U0068,LANEI0850,5.0,3.135,5.0,15525.54
U0068,LANEI0410,5.0,1.376,10.0,6589.95
U0068,LANEI0225,5.0,0.948,3.0,5866.76
U0068,LANEI1059,4.0,7.927,10.0,30185.41
U0068,LANEI0773,5.0,0.908,9.0,10247.54
U0068,LANEI0927,5.0,2.878,8.0,5853.86
U0069,LANEI0506,5.0,1.802,5.0,7106.95
U0069,LANEI0323,5.0,18.59,11.0,5026.92
U0069,LANEI1196,5.0,0.197,5.0,6861.1
U0069,LANEI1166,5.0,1.551,8.0,8496.72
U0069,LANEI0497,5.0,0.708,9.0,12518.37
U0069,LANEI0469,5.0,0.917,8.0,7324.15
U0069,LANEI0418,5.0,0.064,6.0,25003.28
U0069,LANEI1004,5.0,0.925,8.0,9634.65
U0069,LANEI0879,5.0,2.046,6.0,4682.13
U0069,LANEI0580,5.0,3.267,5.0,3670.66
U0070,LANEI0964,5.0,0.934,9.0,2949.27
U0070,LANEI1177,5.0,7.833,14.0,5958.82
U0070,LANEI0024,5.0,0.467,13.0,6465.21
U0070,LANEI0878,5.0,1.31,5.0,9482.06
U0070,LANEI0895,5.0,0.082,10.0,3232.23
U0070,LANEI0425,5.0,6.65,7.0,13773.56
U0070,LANEI0500,5.0,0.914,4.0,10686.86
U0070,LANEI0460,5.0,2.217,12.0,10866.1
U0070,LANEI0296,5.0,14.011,7.0,6337.28
U0070,LANEI0265,5.0,1.674,13.0,14795.11
U0071,LANEI0842,5.0,1.156,8.0,8941.14
U0071,LANEI1163,3.0,11.092,5.0,11101.73
U0071,LANEI0911,5.0,7.111,8.0,7092.77
U0071,LANEI0243,5.0,3.042,8.0,3030.7
U0071,LANEI0054,5.0,8.775,6.0,9092.93
U0071,LANEI0652,5.0,0.121,5.0,41730.24
U0071,LANEI0053,5.0,0.082,10.0,13483.22
U0071,LANEI0954,5.0,2.334,11.0,5079.23
U0071,LANEI0631,5.0,0.834,7.0,9319.19
U0071,LANEI0984,5.0,2.363,6.0,1714.66
U0072,LANEI0093,5.0,1.435,10.0,4600.42
U0072,LANEI1149,5.0,1.818,13.0,27702.14
U0072,LANEI0154,5.0,1.12,10.0,20040.97
U0072,LANEI0386,5.0,12.9,9.0,7445.0
U0072,LANEI0342,5.0,2.51,11.0,12117.88
U0072,LANEI0382,5.0,3.297,16.0,6232.27
U0072,LANEI0235,5.0,3.099,10.0,2560.25
U0072,LANEI1062,4.0,15.925,12.0,4178.23
U0072,LANEI1059,5.0,6.862,8.0,32377.69
U0072,LANEI0385,5.0,0.177,8.0,9871.03
U0073,LANEI0437,5.0,0.063,11.0,45646.07
U0073,LANEI0150,5.0,0.21,13.0,11118.2
U0073,LANEI0755,5.0,2.352,6.0,11468.9
U0073,LANEI1060,5.0,0.311,17.0,53913.93
U0073,LANEI0343,5.0,1.745,16.0,9675.54
U0073,LANEI0485,5.0,17.141,12.0,16069.48
U0073,LANEI0743,5.0,11.571,6.0,4439.48
U0073,LANEI0084,5.0,0.284,5.0,11752.41
U0073,LANEI0264,5.0,1.282,8.0,16051.64
U0073,LANEI0671,5.0,1.619,15.0,6322.17
U0074,LANEI0877,5.0,0.388,8.0,34002.02
U0074,LANEI0878,5.0,2.176,11.0,6951.15
U0074,LANEI0552,5.0,0.686,9.0,5270.39
U0074,LANEI1112,5.0,0.066,12.0,14922.21
U0074,LANEI0658,5.0,2.021,13.0,766.99
U0074,LANEI0477,5.0,16.88,17.0,9408.07
U0074,LANEI0951,5.0,0.462,9.0,11013.54
U0074,LANEI0870,5.0,11.657,9.0,7036.97
U0074,LANEI0883,5.0,1.465,8.0,13920.76
U0074,LANEI0751,5.0,1.761,13.0,17574.58
U0075,LANEI1096,5.0,2.877,8.0,1980.34
U0075,LANEI0736,5.0,1.461,6.0,27791.93
U0075,LANEI0731,5.0,1.671,7.0,20745.53
U0075,LANEI1013,5.0,0.619,8.0,37427.95
U0075,LANEI0121,5.0,0.879,6.0,8415.94
U0075,LANEI1186,5.0,0.065,7.0,12384.2
U0075,LANEI0955,5.0,0.797,12.0,74828.28
U0075,LANEI0324,5.0,8.663,14.0,6600.22
U0075,LANEI0875,5.0,2.029,8.0,11314.31
U0075,LANEI1058,5.0,2.668,9.0,15474.17
U0076,LANEI0178,5.0,1.464,9.0,11783.69
U0076,LANEI0671,5.0,1.912,5.0,11241.85
U0076,LANEI0348,5.0,0.634,9.0,16288.63
U0076,LANEI1029,5.0,0.779,11.0,7501.74
U0076,LANEI0908,5.0,0.081,6.0,13131.81
U0076,LANEI0955,5.0,0.513,14.0,84391.03
U0076,LANEI0472,5.0,17.111,9.0,22519.02
U0076,LANEI0205,5.0,13.759,11.0,7120.88
U0076,LANEI0346,5.0,0.08,6.0,22293.82
U0076,LANEI0322,5.0,2.987,11.0,2820.68
U0077,LANEI0893,5.0,1.868,10.0,2940.43
U0077,LANEI0045,5.0,3.549,10.0,7999.15
U0077,LANEI0374,5.0,1.407,6.0,2774.63
U0077,LANEI0112,5.0,2.287,11.0,8120.04
U0077,LANEI1064,5.0,1.027,15.0,8702.48
U0077,LANEI0756,5.0,16.496,7.0,8690.21
U0077,LANEI0667,5.0,2.288,8.0,4801.77
U0077,LANEI1182,5.0,2.28,12.0,21829.29
U0077,LANEI0565,5.0,1.385,10.0,69073.12
U0077,LANEI1122,5.0,0.448,7.0,12557.73
U0078,LANEI0557,5.0,1.552,14.0,4213.93
U0078,LANEI0032,5.0,0.128,10.0,31919.86
U0078,LANEI0254,5.0,0.915,4.0,19692.9
U0078,LANEI0258,5.0,0.176,11.0,12750.25
U0078,LANEI0790,5.0,1.244,16.0,7871.16
U0078,LANEI0106,5.0,2.838,9.0,9010.21
U0078,LANEI0964,5.0,0.82,6.0,3842.47
U0078,LANEI0762,5.0,1.628,9.0,6706.33
U0078,LANEI0175,5.0,0.497,6.0,17162.02
U0078,LANEI0002,5.0,10.224,9.0,5877.04
U0079,LANEI0529,5.0,0.109,13.0,9180.03
U0079,LANEI0379,4.0,11.607,11.0,5860.2
U0079,LANEI0947,5.0,9.414,11.0,26689.26
U0079,LANEI0464,5.0,13.855,11.0,11616.69
U0079,LANEI1058,5.0,0.908,9.0,11146.52
U0079,LANEI0692,5.0,0.412,11.0,56250.01
U0079,LANEI1024,5.0,0.971,8.0,5795.06
U0079,LANEI0968,4.0,2.237,11.0,11316.32
U0079,LANEI0305,5.0,1.128,13.0,12626.11
U0079,LANEI0184,5.0,0.415,8.0,721.01
U0080,LANEI0764,5.0,1.107,11.0,10243.05
U0080,LANEI0504,5.0,0.052,8.0,1246.97
U0080,LANEI0135,5.0,1.097,13.0,24395.6
U0080,LANEI0552,5.0,0.888,12.0,7690.08
U0080,LANEI0570,5.0,0.911,10.0,1658.45
U0080,LANEI0804,5.0,3.867,11.0,10333.72
U0080,LANEI0536,5.0,2.268,10.0,9147.11
U0080,LANEI0952,5.0,18.425,7.0,23342.63
U0080,LANEI0332,4.0,15.736,12.0,3772.16
U0080,LANEI0525,5.0,3.344,7.0,19198.03
U0081,LANEI0351,5.0,1.06,4.0,54347.8
U0081,LANEI0442,5.0,13.0,11.0,30881.17
U0081,LANEI0492,5.0,0.063,8.0,24689.08
U0081,LANEI0666,5.0,0.691,12.0,6909.14
U0081,LANEI0613,5.0,0.443,10.0,44735.6
U0081,LANEI0183,5.0,0.883,11.0,2429.82
U0081,LANEI0312,5.0,0.878,11.0,15272.94
U0081,LANEI0415,5.0,1.974,11.0,19152.74
U0081,LANEI0834,4.0,7.13,7.0,7822.73
U0081,LANEI1121,5.0,1.615,14.0,9343.12
U0082,LANEI0809,5.0,2.85,7.0,2875.51
U0082,LANEI0802,5.0,1.042,11.0,8112.48
U0082,LANEI0159,5.0,2.133,13.0,12120.95
U0082,LANEI0081,5.0,1.366,10.0,2848.13
U0082,LANEI0262,5.0,2.959,13.0,9737.0
U0082,LANEI0581,5.0,1.971,16.0,5723.43
U0082,LANEI1076,5.0,9.328,9.0,2272.31
U0082,LANEI0067,5.0,0.05,10.0,5979.38
U0082,LANEI0354,5.0,0.734,9.0,18131.41
U0082,LANEI0710,5.0,2.7,11.0,9701.2
U0083,LANEI0797,5.0,0.12,9.0,31818.72
U0083,LANEI0211,5.0,1.275,9.0,6824.12
U0083,LANEI0973,5.0,0.547,8.0,16772.63
U0083,LANEI0337,5.0,0.984,13.0,4495.71
U0083,LANEI0585,5.0,0.787,8.0,9390.39
U0083,LANEI0672,5.0,0.451,9.0,30388.3
U0083,LANEI0315,5.0,1.515,11.0,12809.31
U0083,LANEI0720,5.0,2.685,17.0,24180.92
U0083,LANEI0813,5.0,1.261,14.0,10821.47
U0083,LANEI0142,5.0,3.485,14.0,17555.92
U0084,LANEI0896,5.0,1.619,4.0,12751.24
U0084,LANEI1155,5.0,0.368,11.0,30086.35
U0084,LANEI1124,5.0,1.428,12.0,6275.15
U0084,LANEI0655,5.0,15.755,9.0,12298.21
U0084,LANEI0943,5.0,19.329,10.0,18226.86
U0084,LANEI0313,5.0,1.276,8.0,2326.17
U0084,LANEI0341,5.0,8.287,10.0,5397.36
U0084,LANEI0415,5.0,1.931,8.0,9694.1
U0084,LANEI0202,5.0,1.886,12.0,4905.0
U0084,LANEI0241,5.0,15.782,8.0,9000.27
U0085,LANEI1195,5.0,17.569,13.0,7443.89
U0085,LANEI0874,5.0,1.705,7.0,4065.65
U0085,LANEI0427,5.0,1.178,9.0,3179.7
U0085,LANEI0994,4.0,11.071,9.0,5352.82
U0085,LANEI0064,5.0,1.64,13.0,7180.91
U0085,LANEI0366,5.0,0.054,11.0,19125.09
U0085,LANEI0536,5.0,1.307,6.0,10764.91
U0085,LANEI0162,5.0,0.705,14.0,29480.94
U0085,LANEI0139,5.0,1.54,11.0,15121.05
U0085,LANEI0004,5.0,1.419,13.0,12875.2
U0086,LANEI0770,5.0,0.487,6.0,2058.17
U0086,LANEI0654,5.0,3.27,10.0,3636.4
U0086,LANEI0005,5.0,5.895,7.0,11746.46
U0086,LANEI1100,5.0,1.008,8.0,2511.81
U0086,LANEI0009,5.0,1.134,8.0,3002.92
U0086,LANEI0652,5.0,0.051,6.0,39277.54
U0086,LANEI0887,5.0,1.167,8.0,5765.59
U0086,LANEI0299,5.0,1.28,7.0,13903.52
U0086,LANEI1033,4.0,13.446,7.0,2599.25
U0086,LANEI1019,5.0,11.72,9.0,9686.41
U0087,LANEI0363,5.0,2.959,12.0,5410.93
U0087,LANEI1198,5.0,0.767,6.0,69093.0
U0087,LANEI1135,5.0,1.567,9.0,11378.16
U0087,LANEI0761,5.0,1.166,5.0,10655.52
U0087,LANEI1025,5.0,0.935,6.0,6119.9
U0087,LANEI0362,5.0,10.684,14.0,8842.0
U0087,LANEI0404,5.0,1.184,6.0,3460.93
U0087,LANEI1074,5.0,0.997,8.0,16100.77
U0087,LANEI0026,5.0,1.659,12.0,8995.89
U0087,LANEI0401,5.0,1.365,10.0,24223.31
U0088,LANEI0749,5.0,0.695,2.0,11412.97
U0088,LANEI1109,5.0,18.02,11.0,16532.22
U0088,LANEI0747,5.0,0.086,11.0,31498.41
U0088,LANEI0936,5.0,8.444,10.0,11062.04
U0088,LANEI1129,5.0,1.385,11.0,7804.24
U0088,LANEI0291,5.0,0.261,9.0,24520.78
U0088,LANEI0921,5.0,2.513,10.0,2584.13
U0088,LANEI0148,5.0,3.411,7.0,3835.0
U0088,LANEI0297,5.0,0.747,10.0,22683.64
U0088,LANEI0394,5.0,0.991,4.0,2358.62
U0089,LANEI0096,5.0,15.08,7.0,13118.18
U0089,LANEI0874,5.0,1.436,8.0,3137.4
U0089,LANEI1064,5.0,2.694,12.0,8201.54
U0089,LANEI0219,5.0,2.329,8.0,9430.71
U0089,LANEI0274,5.0,1.181,6.0,10658.63
U0089,LANEI0091,4.0,11.429,7.0,8741.16
U0089,LANEI0319,5.0,0.716,7.0,4113.46
U0089,LANEI0606,5.0,3.091,10.0,4320.34
U0089,LANEI0608,5.0,0.975,6.0,38425.2
U0089,LANEI0102,5.0,0.675,7.0,26069.7
U0090,LANEI0902,5.0,8.256,6.0,4452.24
U0090,LANEI0497,5.0,0.566,11.0,17024.14
U0090,LANEI0675,5.0,13.424,14.0,4077.72
U0090,LANEI0282,5.0,0.765,7.0,1840.03
U0090,LANEI0566,5.0,1.577,6.0,4475.1
U0090,LANEI0741,5.0,0.668,16.0,19208.68
U0090,LANEI0659,5.0,2.162,8.0,7291.55
U0090,LANEI0172,5.0,0.127,4.0,14709.13
U0090,LANEI0522,5.0,0.71,8.0,14479.51
U0090,LANEI0268,4.0,9.905,9.0,3047.27
U0091,LANEI0288,5.0,2.447,9.0,8426.77
U0091,LANEI0993,5.0,2.162,8.0,3475.97
U0091,LANEI0402,5.0,1.286,7.0,12810.99
U0091,LANEI0571,5.0,0.05,8.0,50345.96
U0091,LANEI0545,5.0,2.302,8.0,18244.4
U0091,LANEI0016,5.0,1.928,9.0,5083.04
U0091,LANEI0801,5.0,7.979,9.0,3922.29
U0091,LANEI0980,5.0,3.891,10.0,3807.0
U0091,LANEI0426,5.0,0.93,10.0,13383.53
U0091,LANEI0616,5.0,10.511,4.0,6115.39
U0092,LANEI0719,5.0,12.985,14.0,6290.95
U0092,LANEI0268,5.0,14.022,7.0,5653.74
U0092,LANEI0329,5.0,1.019,11.0,56270.62
U0092,LANEI0459,5.0,0.906,10.0,6914.16
U0092,LANEI0497,5.0,0.689,11.0,10738.08
U0092,LANEI0260,5.0,0.123,10.0,45662.51
U0092,LANEI0834,4.0,12.328,9.0,6490.63
U0092,LANEI0847,5.0,3.673,16.0,9167.45
U0092,LANEI0813,5.0,0.758,6.0,7955.79
U0092,LANEI0948,5.0,1.106,14.0,30781.21
U0093,LANEI0142,5.0,3.55,8.0,33579.3
U0093,LANEI1030,5.0,1.45,6.0,1864.41
U0093,LANEI0254,5.0,1.108,5.0,15514.87
U0093,LANEI0599,5.0,4.275,5.0,9095.38
U0093,LANEI1133,5.0,0.06,12.0,15707.74
U0093,LANEI0934,4.0,6.22,7.0,25072.0
U0093,LANEI0043,5.0,1.784,8.0,18432.78
U0093,LANEI0122,5.0,0.108,7.0,27529.95
U0093,LANEI0481,5.0,0.057,11.0,11211.2
U0093,LANEI0874,5.0,0.975,8.0,3766.88
U0094,LANEI0854,5.0,2.32,13.0,5179.03
U0094,LANEI0505,5.0,3.738,10.0,5353.07
U0094,LANEI0499,5.0,1.215,5.0,3439.98
U0094,LANEI1182,5.0,1.953,8.0,12882.63
U0094,LANEI0497,5.0,0.57,10.0,16378.95
U0094,LANEI0498,5.0,1.143,11.0,10038.74
U0094,LANEI0803,5.0,1.864,14.0,25291.44
U0094,LANEI1019,5.0,16.053,9.0,5909.15
U0094,LANEI0006,5.0,1.62,17.0,5436.28
U0094,LANEI0005,5.0,12.54,6.0,5422.89
U0095,LANEI0022,4.0,15.324,8.0,2678.2
U0095,LANEI0542,5.0,0.731,9.0,11463.21
U0095,LANEI0382,5.0,2.342,6.0,16180.36
U0095,LANEI0588,5.0,3.351,8.0,9837.34
U0095,LANEI0925,5.0,3.341,4.0,5468.75
U0095,LANEI0625,5.0,2.443,11.0,5341.87
U0095,LANEI1096,5.0,1.891,10.0,1266.73
U0095,LANEI1049,5.0,12.999,12.0,9426.18
U0095,LANEI0254,5.0,0.827,7.0,14186.83
U0095,LANEI0635,5.0,0.911,13.0,17993.42
U0096,LANEI0294,4.0,9.295,10.0,3484.63
U0096,LANEI1001,5.0,2.307,12.0,6660.71
U0096,LANEI0928,5.0,0.085,8.0,23847.31
U0096,LANEI0450,5.0,0.29,11.0,52959.03
U0096,LANEI0477,5.0,8.376,11.0,7526.29
U0096,LANEI0167,5.0,2.05,8.0,5386.54
U0096,LANEI0565,5.0,0.676,5.0,37166.46
U0096,LANEI0740,5.0,1.021,12.0,18444.36
U0096,LANEI0574,5.0,12.162,9.0,3142.68
U0096,LANEI0195,5.0,11.441,9.0,15516.4
U0097,LANEI0114,5.0,1.37,10.0,26183.84
U0097,LANEI0800,4.0,5.786,4.0,4180.14
U0097,LANEI0443,5.0,3.828,13.0,6134.43
U0097,LANEI0963,5.0,1.498,10.0,11450.22
U0097,LANEI1179,5.0,12.8,9.0,14497.72
U0097,LANEI0540,4.0,10.402,11.0,3008.37
U0097,LANEI0107,5.0,17.064,9.0,12815.3
U0097,LANEI0347,5.0,8.201,11.0,17941.94
U0097,LANEI0226,5.0,9.697,9.0,5141.73
U0097,LANEI0931,5.0,13.504,9.0,22661.73
U0098,LANEI0756,4.0,6.785,7.0,4039.1
U0098,LANEI0025,5.0,0.561,13.0,14825.67
U0098,LANEI1048,5.0,0.18,8.0,96677.18
U0098,LANEI0234,4.0,18.429,11.0,15159.94
U0098,LANEI0617,5.0,12.528,12.0,5330.51
U0098,LANEI0682,5.0,0.568,16.0,4717.3
U0098,LANEI1054,5.0,8.672,12.0,4405.12
U0098,LANEI0644,5.0,2.805,10.0,2509.78
U0098,LANEI0764,5.0,0.896,7.0,9515.72
U0098,LANEI0123,5.0,0.479,9.0,5730.48
U0099,LANEI0639,5.0,3.064,11.0,16267.83
U0099,LANEI0433,5.0,13.611,13.0,36996.91
U0099,LANEI0325,5.0,0.946,9.0,6206.96
U0099,LANEI0963,5.0,0.927,12.0,10205.38
U0099,LANEI0505,5.0,1.566,8.0,3072.31
U0099,LANEI0405,5.0,0.916,9.0,27085.4
U0099,LANEI0271,5.0,2.06,5.0,13049.1
U0099,LANEI0750,5.0,7.967,10.0,14216.85
U0099,LANEI0331,5.0,3.352,8.0,5956.98
U0099,LANEI1083,4.0,9.006,14.0,11236.78
U0100,LANEI0927,5.0,1.848,10.0,8963.34
U0100,LANEI0430,5.0,1.179,7.0,28660.91
U0100,LANEI0695,5.0,14.037,11.0,3169.85
U0100,LANEI0291,5.0,0.306,9.0,15455.12
U0100,LANEI1087,5.0,2.119,10.0,12115.99
U0100,LANEI0593,5.0,2.774,12.0,9500.81
U0100,LANEI0546,5.0,1.126,12.0,26679.68
